Time,Total (W),Phase_A (W),Phase_B (W),Phase_C (W)
2/25/2024 19:00,901 W,310 W,410 W,181 W
2/25/2024 20:00,777 W,328 W,266 W,183 W
2/25/2024 21:00,"1,003 W",276 W,543 W,184 W
2/25/2024 22:00,577 W,204 W,188 W,185 W
2/25/2024 23:00,802 W,325 W,291 W,186 W
2/26/2024 0:00,582 W,207 W,188 W,187 W
2/26/2024 1:00,576 W,206 W,185 W,185 W
2/26/2024 2:00,678 W,204 W,288 W,186 W
2/26/2024 3:00,499 W,123 W,191 W,185 W
2/26/2024 4:00,472 W,90 W,197 W,185 W
2/26/2024 5:00,819 W,319 W,316 W,184 W
2/26/2024 6:00,579 W,90 W,307 W,182 W
2/26/2024 7:00,584 W,275 W,192 W,117 W
2/26/2024 8:00,370 W,85 W,182 W,103 W
2/26/2024 9:00,"1,236 W",117 W,"1,015 W",104 W
2/26/2024 10:00,654 W,308 W,242 W,104 W
2/26/2024 11:00,763 W,425 W,234 W,104 W
2/26/2024 12:00,791 W,408 W,280 W,103 W
2/26/2024 13:00,787 W,302 W,382 W,103 W
2/26/2024 14:00,533 W,250 W,178 W,105 W
2/26/2024 15:00,582 W,89 W,386 W,107 W
2/26/2024 16:00,638 W,343 W,190 W,105 W
2/26/2024 17:00,821 W,205 W,508 W,108 W
2/26/2024 18:00,666 W,229 W,276 W,161 W
2/26/2024 19:00,686 W,220 W,286 W,180 W
2/26/2024 20:00,523 W,147 W,192 W,184 W
2/26/2024 21:00,687 W,196 W,307 W,184 W
2/26/2024 22:00,829 W,363 W,281 W,185 W
2/26/2024 23:00,694 W,323 W,186 W,185 W
2/27/2024 0:00,726 W,210 W,331 W,185 W
2/27/2024 1:00,732 W,346 W,201 W,185 W
2/27/2024 2:00,638 W,207 W,246 W,185 W
2/27/2024 3:00,481 W,94 W,203 W,184 W
2/27/2024 4:00,725 W,235 W,306 W,184 W
2/27/2024 5:00,506 W,213 W,110 W,183 W
2/27/2024 6:00,878 W,497 W,200 W,181 W
2/27/2024 7:00,504 W,189 W,195 W,120 W
2/27/2024 8:00,567 W,119 W,342 W,106 W
2/27/2024 9:00,590 W,301 W,184 W,105 W
2/27/2024 10:00,"2,956 W",750 W,246 W,"1,960 W"
2/27/2024 11:00,"2,121 W",338 W,487 W,"1,296 W"
2/27/2024 12:00,"2,371 W",836 W,"1,429 W",106 W
2/27/2024 13:00,"1,633 W",216 W,"1,313 W",104 W
2/27/2024 14:00,962 W,294 W,563 W,105 W
2/27/2024 15:00,931 W,335 W,470 W,126 W
2/27/2024 16:00,846 W,425 W,285 W,136 W
2/27/2024 17:00,507 W,205 W,189 W,113 W
2/27/2024 18:00,"1,110 W",630 W,326 W,154 W
2/27/2024 19:00,721 W,271 W,270 W,180 W
2/27/2024 20:00,624 W,235 W,205 W,184 W
2/27/2024 21:00,681 W,168 W,328 W,185 W
2/27/2024 22:00,"1,025 W",510 W,330 W,185 W
2/27/2024 23:00,696 W,294 W,217 W,185 W
2/28/2024 0:00,696 W,189 W,321 W,186 W
2/28/2024 1:00,923 W,420 W,317 W,186 W
2/28/2024 2:00,820 W,335 W,299 W,186 W
2/28/2024 3:00,993 W,572 W,236 W,185 W
2/28/2024 4:00,915 W,261 W,468 W,186 W
2/28/2024 5:00,"1,051 W",501 W,366 W,184 W
2/28/2024 6:00,"1,063 W",441 W,439 W,183 W
2/28/2024 7:00,867 W,467 W,290 W,110 W
2/28/2024 8:00,693 W,388 W,201 W,104 W
2/28/2024 9:00,"1,261 W",860 W,298 W,103 W
2/28/2024 10:00,"1,339 W",505 W,346 W,488 W
2/28/2024 11:00,"3,401 W",786 W,278 W,"2,337 W"
2/28/2024 12:00,"2,112 W",343 W,"1,251 W",518 W
2/28/2024 13:00,"1,111 W",274 W,268 W,569 W
2/28/2024 14:00,"2,698 W",781 W,"1,314 W",603 W
2/28/2024 15:00,"1,391 W",351 W,450 W,590 W
2/28/2024 16:00,821 W,412 W,302 W,107 W
2/28/2024 17:00,732 W,308 W,314 W,110 W
2/28/2024 18:00,682 W,342 W,187 W,153 W
2/28/2024 19:00,522 W,155 W,187 W,180 W
2/28/2024 20:00,668 W,200 W,286 W,182 W
2/28/2024 21:00,543 W,170 W,192 W,181 W
2/28/2024 22:00,862 W,294 W,385 W,183 W
2/28/2024 23:00,784 W,302 W,299 W,183 W
2/29/2024 0:00,680 W,297 W,200 W,183 W
2/29/2024 1:00,676 W,290 W,202 W,184 W
2/29/2024 2:00,682 W,183 W,316 W,183 W
2/29/2024 3:00,915 W,325 W,406 W,184 W
2/29/2024 4:00,"2,018 W",579 W,"1,255 W",184 W
2/29/2024 5:00,910 W,371 W,355 W,184 W
2/29/2024 6:00,"1,206 W",285 W,738 W,183 W
2/29/2024 7:00,"1,483 W",417 W,949 W,117 W
2/29/2024 8:00,467 W,157 W,206 W,104 W
2/29/2024 9:00,831 W,258 W,469 W,104 W
2/29/2024 10:00,"1,788 W",325 W,257 W,"1,206 W"
2/29/2024 11:00,"1,990 W","1,096 W",404 W,490 W
2/29/2024 12:00,"1,365 W",595 W,260 W,510 W
2/29/2024 13:00,"1,673 W",898 W,264 W,511 W
2/29/2024 14:00,"1,568 W",481 W,945 W,142 W
2/29/2024 15:00,"2,182 W",351 W,995 W,836 W
2/29/2024 16:00,541 W,242 W,194 W,105 W
2/29/2024 17:00,594 W,179 W,304 W,111 W
2/29/2024 18:00,748 W,314 W,281 W,153 W
2/29/2024 19:00,689 W,279 W,230 W,180 W
2/29/2024 20:00,657 W,178 W,295 W,184 W
2/29/2024 21:00,754 W,378 W,193 W,183 W
2/29/2024 22:00,727 W,285 W,258 W,184 W
2/29/2024 23:00,818 W,233 W,401 W,184 W
3/1/2024 0:00,792 W,410 W,198 W,184 W
3/1/2024 1:00,733 W,222 W,326 W,185 W
3/1/2024 2:00,706 W,222 W,300 W,184 W
3/1/2024 3:00,684 W,302 W,197 W,185 W
3/1/2024 4:00,784 W,400 W,199 W,185 W
3/1/2024 5:00,722 W,283 W,255 W,184 W
3/1/2024 6:00,962 W,408 W,370 W,184 W
3/1/2024 7:00,662 W,169 W,365 W,128 W
3/1/2024 8:00,513 W,198 W,204 W,111 W
3/1/2024 9:00,525 W,165 W,253 W,107 W
3/1/2024 10:00,"3,249 W","1,475 W",967 W,807 W
3/1/2024 11:00,"1,862 W",393 W,606 W,863 W
3/1/2024 12:00,"1,289 W",414 W,382 W,493 W
3/1/2024 13:00,"1,386 W",499 W,286 W,601 W
3/1/2024 14:00,"1,961 W",344 W,"1,074 W",543 W
3/1/2024 15:00,"1,993 W",509 W,961 W,523 W
3/1/2024 16:00,541 W,171 W,267 W,103 W
3/1/2024 17:00,510 W,183 W,214 W,113 W
3/1/2024 18:00,793 W,274 W,366 W,153 W
3/1/2024 19:00,829 W,385 W,261 W,183 W
3/1/2024 20:00,949 W,550 W,218 W,181 W
3/1/2024 21:00,659 W,274 W,201 W,184 W
3/1/2024 22:00,748 W,274 W,289 W,185 W
3/1/2024 23:00,"1,032 W",224 W,624 W,184 W
3/2/2024 0:00,755 W,187 W,384 W,184 W
3/2/2024 1:00,620 W,232 W,203 W,185 W
3/2/2024 2:00,800 W,307 W,309 W,184 W
3/2/2024 3:00,801 W,418 W,199 W,184 W
3/2/2024 4:00,710 W,330 W,196 W,184 W
3/2/2024 5:00,886 W,396 W,307 W,183 W
3/2/2024 6:00,752 W,215 W,354 W,183 W
3/2/2024 7:00,527 W,173 W,188 W,166 W
3/2/2024 8:00,647 W,278 W,253 W,116 W
3/2/2024 9:00,"1,086 W",646 W,336 W,104 W
3/2/2024 10:00,644 W,282 W,257 W,105 W
3/2/2024 11:00,894 W,320 W,460 W,114 W
3/2/2024 12:00,633 W,287 W,239 W,107 W
3/2/2024 13:00,755 W,314 W,336 W,105 W
3/2/2024 14:00,775 W,389 W,283 W,103 W
3/2/2024 15:00,627 W,331 W,192 W,104 W
3/2/2024 16:00,699 W,288 W,307 W,104 W
3/2/2024 17:00,521 W,182 W,233 W,106 W
3/2/2024 18:00,770 W,218 W,390 W,162 W
3/2/2024 19:00,762 W,381 W,198 W,183 W
3/2/2024 20:00,662 W,282 W,197 W,183 W
3/2/2024 21:00,"1,037 W",438 W,415 W,184 W
3/2/2024 22:00,"1,144 W",643 W,317 W,184 W
3/2/2024 23:00,814 W,342 W,286 W,186 W
3/3/2024 0:00,580 W,193 W,200 W,187 W
3/3/2024 1:00,580 W,197 W,196 W,187 W
3/3/2024 2:00,"1,045 W",389 W,470 W,186 W
3/3/2024 3:00,872 W,355 W,331 W,186 W
3/3/2024 4:00,873 W,487 W,199 W,187 W
3/3/2024 5:00,745 W,297 W,264 W,184 W
3/3/2024 6:00,853 W,298 W,369 W,186 W
3/3/2024 7:00,635 W,301 W,192 W,142 W
3/3/2024 8:00,493 W,165 W,213 W,115 W
3/3/2024 9:00,"1,287 W",309 W,866 W,112 W
3/3/2024 10:00,"1,028 W",244 W,249 W,535 W
3/3/2024 11:00,"1,993 W",552 W,899 W,542 W
3/3/2024 12:00,844 W,384 W,344 W,116 W
3/3/2024 13:00,"1,318 W",510 W,303 W,505 W
3/3/2024 14:00,"1,630 W",411 W,895 W,324 W
3/3/2024 15:00,"1,804 W",839 W,469 W,496 W
3/3/2024 16:00,"1,391 W",404 W,883 W,104 W
3/3/2024 17:00,821 W,425 W,283 W,113 W
3/3/2024 18:00,945 W,337 W,420 W,188 W
3/3/2024 19:00,"1,358 W",191 W,984 W,183 W
3/3/2024 20:00,790 W,249 W,358 W,183 W
3/3/2024 21:00,695 W,231 W,279 W,185 W
3/3/2024 22:00,773 W,324 W,264 W,185 W
3/3/2024 23:00,944 W,459 W,299 W,186 W
3/4/2024 0:00,"1,078 W",430 W,463 W,185 W
3/4/2024 1:00,924 W,439 W,300 W,185 W
3/4/2024 2:00,938 W,277 W,477 W,184 W
3/4/2024 3:00,908 W,213 W,511 W,184 W
3/4/2024 4:00,"1,068 W",467 W,416 W,185 W
3/4/2024 5:00,810 W,210 W,415 W,185 W
3/4/2024 6:00,879 W,436 W,260 W,183 W
3/4/2024 7:00,692 W,309 W,267 W,116 W
3/4/2024 8:00,834 W,386 W,344 W,104 W
3/4/2024 9:00,"1,136 W",571 W,458 W,107 W
3/4/2024 10:00,808 W,332 W,257 W,219 W
3/4/2024 11:00,"5,245 W","3,721 W","1,402 W",122 W
3/4/2024 12:00,"5,252 W","3,783 W","1,341 W",128 W
3/4/2024 13:00,"1,207 W",646 W,458 W,103 W
3/4/2024 14:00,948 W,499 W,319 W,130 W
3/4/2024 15:00,"1,137 W",573 W,436 W,128 W
3/4/2024 16:00,861 W,436 W,321 W,104 W
3/4/2024 17:00,"1,947 W","1,157 W",663 W,127 W
3/4/2024 18:00,628 W,235 W,246 W,147 W
3/4/2024 19:00,902 W,394 W,325 W,183 W
3/4/2024 20:00,711 W,298 W,230 W,183 W
3/4/2024 21:00,747 W,336 W,228 W,183 W
3/4/2024 22:00,975 W,466 W,326 W,183 W
3/4/2024 23:00,881 W,436 W,261 W,184 W
3/5/2024 0:00,773 W,358 W,230 W,185 W
3/5/2024 1:00,629 W,210 W,234 W,185 W
3/5/2024 2:00,897 W,347 W,365 W,185 W
3/5/2024 3:00,941 W,435 W,322 W,184 W
3/5/2024 4:00,871 W,338 W,349 W,184 W
3/5/2024 5:00,791 W,334 W,274 W,183 W
3/5/2024 6:00,827 W,307 W,339 W,181 W
3/5/2024 7:00,748 W,366 W,274 W,108 W
3/5/2024 8:00,586 W,189 W,292 W,105 W
3/5/2024 9:00,"1,972 W","1,042 W",825 W,105 W
3/5/2024 10:00,"1,586 W",428 W,396 W,762 W
3/5/2024 11:00,"2,322 W","1,216 W",310 W,796 W
3/5/2024 12:00,"1,550 W",664 W,338 W,548 W
3/5/2024 13:00,"1,360 W",440 W,415 W,505 W
3/5/2024 14:00,"1,277 W",374 W,311 W,592 W
3/5/2024 15:00,"1,495 W",271 W,693 W,531 W
3/5/2024 16:00,"1,077 W",419 W,556 W,102 W
3/5/2024 17:00,817 W,378 W,325 W,114 W
3/5/2024 18:00,869 W,446 W,279 W,144 W
3/5/2024 19:00,"1,029 W",501 W,345 W,183 W
3/5/2024 20:00,889 W,451 W,255 W,183 W
3/5/2024 21:00,903 W,381 W,340 W,182 W
3/5/2024 22:00,792 W,346 W,263 W,183 W
3/5/2024 23:00,757 W,312 W,261 W,184 W
3/6/2024 0:00,902 W,341 W,377 W,184 W
3/6/2024 1:00,772 W,324 W,263 W,185 W
3/6/2024 2:00,"1,020 W",432 W,402 W,186 W
3/6/2024 3:00,946 W,498 W,263 W,185 W
3/6/2024 4:00,913 W,461 W,267 W,185 W
3/6/2024 5:00,852 W,206 W,462 W,184 W
3/6/2024 6:00,902 W,421 W,298 W,183 W
3/6/2024 7:00,767 W,294 W,364 W,109 W
3/6/2024 8:00,786 W,418 W,264 W,104 W
3/6/2024 9:00,"1,626 W","1,064 W",457 W,105 W
3/6/2024 10:00,"1,167 W",387 W,420 W,360 W
3/6/2024 11:00,"1,232 W",431 W,434 W,367 W
3/6/2024 12:00,"1,040 W",388 W,545 W,107 W
3/6/2024 13:00,998 W,478 W,414 W,106 W
3/6/2024 14:00,956 W,531 W,320 W,105 W
3/6/2024 0:00,"1,091 W",373 W,256 W,462 W
3/6/2024 0:05,"1,102 W",376 W,262 W,464 W
3/6/2024 0:10,"1,102 W",374 W,265 W,463 W
3/6/2024 0:15,"1,101 W",374 W,264 W,463 W
3/6/2024 0:20,"1,104 W",374 W,266 W,464 W
3/6/2024 0:25,"1,100 W",373 W,263 W,464 W
3/6/2024 0:30,"1,094 W",376 W,255 W,463 W
3/6/2024 0:35,"1,102 W",376 W,261 W,465 W
3/6/2024 0:40,"1,099 W",373 W,260 W,466 W
3/6/2024 0:45,"1,100 W",374 W,262 W,464 W
3/6/2024 0:50,"1,101 W",374 W,266 W,461 W
3/6/2024 0:55,"1,101 W",375 W,261 W,465 W
3/6/2024 1:00,"1,097 W",375 W,262 W,460 W
3/6/2024 1:05,"1,140 W",373 W,302 W,465 W
3/6/2024 1:10,"1,145 W",375 W,304 W,466 W
3/6/2024 1:15,"1,147 W",374 W,308 W,465 W
3/6/2024 1:20,"1,153 W",377 W,314 W,462 W
3/6/2024 1:25,"1,148 W",376 W,307 W,465 W
3/6/2024 1:30,"1,154 W",377 W,309 W,468 W
3/6/2024 1:35,"1,150 W",378 W,310 W,462 W
3/6/2024 1:40,"1,140 W",376 W,299 W,465 W
3/6/2024 1:45,"1,126 W",376 W,285 W,465 W
3/6/2024 1:50,"1,119 W",376 W,279 W,464 W
3/6/2024 1:55,"1,118 W",374 W,279 W,465 W
3/6/2024 2:00,"1,103 W",374 W,256 W,473 W
3/6/2024 2:05,"1,107 W",377 W,267 W,463 W
3/6/2024 2:10,"1,107 W",379 W,265 W,463 W
3/6/2024 2:15,"1,108 W",377 W,266 W,465 W
3/6/2024 2:20,"1,110 W",378 W,269 W,463 W
3/6/2024 2:25,"1,104 W",378 W,261 W,465 W
3/6/2024 2:30,"1,106 W",377 W,265 W,464 W
3/6/2024 2:35,"1,106 W",375 W,268 W,463 W
3/6/2024 2:40,"1,093 W",376 W,252 W,465 W
3/6/2024 2:45,"1,104 W",378 W,261 W,465 W
3/6/2024 2:50,"1,102 W",375 W,265 W,462 W
3/6/2024 2:55,"1,106 W",378 W,264 W,464 W
3/6/2024 3:00,"1,105 W",378 W,261 W,466 W
3/6/2024 3:05,"1,120 W",380 W,270 W,470 W
3/6/2024 3:10,"1,113 W",374 W,265 W,474 W
3/6/2024 3:15,"1,113 W",375 W,269 W,469 W
3/6/2024 3:20,"1,109 W",376 W,263 W,470 W
3/6/2024 3:25,"1,122 W",378 W,272 W,472 W
3/6/2024 3:30,"1,121 W",378 W,273 W,470 W
3/6/2024 3:35,"1,137 W",378 W,286 W,473 W
3/6/2024 3:40,"1,146 W",378 W,297 W,471 W
3/6/2024 3:45,"1,144 W",376 W,299 W,469 W
3/6/2024 3:50,"1,150 W",377 W,305 W,468 W
3/6/2024 3:55,"1,155 W",376 W,309 W,470 W
3/6/2024 4:00,"1,156 W",375 W,309 W,472 W
3/6/2024 4:05,"1,144 W",377 W,298 W,469 W
3/6/2024 4:10,"1,156 W",378 W,304 W,474 W
3/6/2024 4:15,"1,159 W",376 W,306 W,477 W
3/6/2024 4:20,"1,150 W",375 W,298 W,477 W
3/6/2024 4:25,"1,146 W",375 W,298 W,473 W
3/6/2024 4:30,"1,150 W",376 W,302 W,472 W
3/6/2024 4:35,"1,140 W",374 W,293 W,473 W
3/6/2024 4:40,"1,139 W",375 W,302 W,462 W
3/6/2024 4:45,"1,124 W",375 W,285 W,464 W
3/6/2024 4:50,"1,128 W",374 W,290 W,464 W
3/6/2024 4:55,"1,118 W",372 W,285 W,461 W
3/6/2024 5:00,"1,227 W",417 W,341 W,469 W
3/6/2024 5:05,"2,308 W",416 W,341 W,"1,551 W"
3/6/2024 5:10,"2,299 W",415 W,346 W,"1,538 W"
3/6/2024 5:15,"2,382 W",476 W,344 W,"1,562 W"
3/6/2024 5:20,"2,315 W",400 W,348 W,"1,567 W"
3/6/2024 5:25,"2,321 W",402 W,351 W,"1,568 W"
3/6/2024 5:30,"2,098 W",399 W,339 W,"1,360 W"
3/6/2024 5:35,"2,102 W",399 W,345 W,"1,358 W"
3/6/2024 5:40,"2,081 W",398 W,345 W,"1,338 W"
3/6/2024 5:45,"2,091 W",397 W,346 W,"1,348 W"
3/6/2024 5:50,"2,081 W",399 W,340 W,"1,342 W"
3/6/2024 5:55,"2,058 W",399 W,339 W,"1,320 W"
3/6/2024 6:00,"2,070 W",398 W,339 W,"1,333 W"
3/6/2024 6:05,"2,051 W",398 W,334 W,"1,319 W"
3/6/2024 6:10,"2,054 W",398 W,331 W,"1,325 W"
3/6/2024 6:15,"2,033 W",394 W,335 W,"1,304 W"
3/6/2024 6:20,"1,973 W",373 W,317 W,"1,283 W"
3/6/2024 6:25,"1,977 W",373 W,337 W,"1,267 W"
3/6/2024 6:30,"1,991 W",372 W,347 W,"1,272 W"
3/6/2024 6:35,878 W,365 W,275 W,238 W
3/6/2024 6:40,868 W,351 W,273 W,244 W
3/6/2024 6:45,"5,052 W",355 W,274 W,"4,423 W"
3/6/2024 6:50,"5,276 W",359 W,281 W,"4,636 W"
3/6/2024 6:55,"3,126 W",357 W,269 W,"2,500 W"
3/6/2024 7:00,"1,459 W",355 W,261 W,843 W
3/6/2024 7:05,"1,507 W",353 W,257 W,897 W
3/6/2024 7:10,"4,433 W",353 W,236 W,"3,844 W"
3/6/2024 7:15,"4,962 W",349 W,237 W,"4,376 W"
3/6/2024 7:20,"4,982 W",346 W,236 W,"4,400 W"
3/6/2024 7:25,"5,195 W",345 W,234 W,"4,616 W"
3/6/2024 7:30,"3,066 W",350 W,227 W,"2,489 W"
3/6/2024 7:35,"1,404 W",345 W,227 W,832 W
3/6/2024 7:40,"1,460 W",351 W,226 W,883 W
3/6/2024 7:45,"4,431 W",348 W,230 W,"3,853 W"
3/6/2024 7:50,"4,977 W",348 W,229 W,"4,400 W"
3/6/2024 7:55,"5,222 W",358 W,231 W,"4,633 W"
3/6/2024 8:00,"3,058 W",353 W,228 W,"2,477 W"
3/6/2024 8:05,"1,404 W",354 W,229 W,821 W
3/6/2024 8:10,"1,460 W",352 W,231 W,877 W
3/6/2024 8:15,"3,136 W",361 W,239 W,"2,536 W"
3/6/2024 8:20,"4,423 W",354 W,228 W,"3,841 W"
3/6/2024 8:25,"4,992 W",351 W,273 W,"4,368 W"
3/6/2024 8:30,"5,236 W",349 W,280 W,"4,607 W"
3/6/2024 8:35,"3,096 W",351 W,268 W,"2,477 W"
3/6/2024 8:40,"1,428 W",354 W,255 W,819 W
3/6/2024 8:45,"1,492 W",359 W,254 W,879 W
3/6/2024 8:50,"4,507 W",364 W,299 W,"3,844 W"
3/6/2024 8:55,"5,037 W",362 W,299 W,"4,376 W"
3/6/2024 9:00,"5,280 W",358 W,278 W,"4,644 W"
3/6/2024 9:05,"3,193 W",401 W,269 W,"2,523 W"
3/6/2024 9:10,"1,524 W",401 W,261 W,862 W
3/6/2024 9:15,"1,573 W",397 W,268 W,908 W
3/6/2024 9:20,"1,529 W",395 W,266 W,868 W
3/6/2024 9:30,"4,823 W",390 W,546 W,"3,887 W"
3/6/2024 9:35,"5,368 W",394 W,551 W,"4,423 W"
3/6/2024 10:40,"3,808 W",744 W,537 W,"2,527 W"
3/6/2024 10:45,"2,151 W",738 W,545 W,868 W
3/6/2024 10:50,"2,210 W",744 W,544 W,922 W
3/6/2024 10:55,"3,697 W",749 W,553 W,"2,395 W"
3/6/2024 11:00,"4,917 W",745 W,274 W,"3,898 W"
3/6/2024 11:05,"1,601 W",391 W,275 W,935 W
3/6/2024 11:10,"4,750 W",391 W,269 W,"4,090 W"
3/6/2024 11:15,"4,532 W",393 W,269 W,"3,870 W"
3/6/2024 11:20,"1,511 W",392 W,269 W,850 W
3/6/2024 11:25,"5,091 W",394 W,277 W,"4,420 W"
3/6/2024 11:30,"4,618 W",392 W,273 W,"3,953 W"
3/6/2024 11:35,"4,479 W",390 W,272 W,"3,817 W"
3/6/2024 11:40,"4,446 W",391 W,275 W,"3,780 W"
3/6/2024 12:00,"4,804 W",374 W,309 W,"4,121 W"
3/6/2024 12:05,"4,662 W",375 W,310 W,"3,977 W"
3/6/2024 12:30,"5,095 W",737 W,279 W,"4,079 W"
3/6/2024 12:35,"4,894 W",716 W,284 W,"3,894 W"
3/6/2024 12:40,"3,524 W",721 W,277 W,"2,526 W"
3/6/2024 12:45,"5,134 W",715 W,323 W,"4,096 W"
3/6/2024 12:50,"4,764 W",715 W,315 W,"3,734 W"
3/6/2024 12:55,"5,006 W",710 W,318 W,"3,978 W"
3/6/2024 13:00,"4,838 W",714 W,310 W,"3,814 W"
3/6/2024 13:05,"4,913 W",710 W,318 W,"3,885 W"
3/6/2024 13:10,"1,859 W",711 W,291 W,857 W
3/6/2024 13:15,"5,412 W",711 W,287 W,"4,414 W"
3/6/2024 13:20,"4,982 W",734 W,275 W,"3,973 W"
3/6/2024 13:25,"4,679 W",731 W,270 W,"3,678 W"
3/6/2024 13:30,"4,836 W",730 W,269 W,"3,837 W"
3/6/2024 13:35,"4,778 W",729 W,267 W,"3,782 W"
3/6/2024 13:40,"4,721 W",734 W,270 W,"3,717 W"
3/6/2024 13:45,"4,888 W",732 W,267 W,"3,889 W"
3/6/2024 13:50,"5,653 W",733 W,271 W,"4,649 W"
3/6/2024 13:55,"4,543 W",379 W,270 W,"3,894 W"
3/6/2024 14:00,"1,560 W",371 W,265 W,924 W
3/6/2024 14:05,"4,749 W",380 W,270 W,"4,099 W"
3/6/2024 14:10,"4,551 W",379 W,276 W,"3,896 W"
3/6/2024 14:15,"4,639 W",364 W,279 W,"3,996 W"
3/6/2024 14:20,"4,394 W",364 W,277 W,"3,753 W"
3/6/2024 14:25,"4,512 W",360 W,321 W,"3,831 W"
3/6/2024 14:30,"4,563 W",357 W,323 W,"3,883 W"
3/6/2024 14:35,"5,323 W",361 W,315 W,"4,647 W"
3/6/2024 14:40,"4,548 W",358 W,312 W,"3,878 W"
3/6/2024 14:45,"1,565 W",356 W,304 W,905 W
3/6/2024 14:50,"4,745 W",360 W,306 W,"4,079 W"
3/6/2024 14:55,"4,513 W",354 W,300 W,"3,859 W"
3/6/2024 15:00,"1,496 W",356 W,296 W,844 W
3/6/2024 15:05,"5,055 W",358 W,293 W,"4,404 W"
3/6/2024 15:10,"4,452 W",361 W,279 W,"3,812 W"
3/6/2024 15:15,"4,608 W",360 W,281 W,"3,967 W"
3/6/2024 15:20,"5,268 W",364 W,271 W,"4,633 W"
3/6/2024 15:25,"5,268 W",360 W,277 W,"4,631 W"
3/6/2024 15:30,"1,484 W",362 W,273 W,849 W
3/6/2024 15:35,"5,039 W",363 W,278 W,"4,398 W"
3/6/2024 15:40,"4,511 W",334 W,272 W,"3,905 W"
3/6/2024 15:45,"3,108 W",330 W,306 W,"2,472 W"
3/6/2024 15:50,"4,697 W",335 W,319 W,"4,043 W"
3/6/2024 15:55,"4,353 W",339 W,319 W,"3,695 W"
3/6/2024 16:00,"4,337 W",338 W,317 W,"3,682 W"
3/6/2024 16:05,"4,501 W",338 W,319 W,"3,844 W"
3/6/2024 16:10,"5,218 W",337 W,276 W,"4,605 W"
3/6/2024 16:15,"4,460 W",336 W,279 W,"3,845 W"
3/6/2024 16:20,"1,469 W",337 W,263 W,869 W
3/6/2024 0:00,"1,091 W",373 W,256 W,462 W
3/6/2024 0:05,"1,102 W",376 W,262 W,464 W
3/6/2024 0:10,"1,102 W",374 W,265 W,463 W
3/6/2024 0:15,"1,101 W",374 W,264 W,463 W
3/6/2024 0:20,"1,104 W",374 W,266 W,464 W
3/6/2024 0:25,"1,100 W",373 W,263 W,464 W
3/6/2024 0:30,"1,094 W",376 W,255 W,463 W
3/6/2024 0:35,"1,102 W",376 W,261 W,465 W
3/6/2024 0:40,"1,099 W",373 W,260 W,466 W
3/6/2024 0:45,"1,100 W",374 W,262 W,464 W
3/6/2024 0:50,"1,101 W",374 W,266 W,461 W
3/6/2024 0:55,"1,101 W",375 W,261 W,465 W
3/6/2024 1:00,"1,097 W",375 W,262 W,460 W
3/6/2024 1:05,"1,140 W",373 W,302 W,465 W
3/6/2024 1:10,"1,145 W",375 W,304 W,466 W
3/6/2024 1:15,"1,147 W",374 W,308 W,465 W
3/6/2024 1:20,"1,153 W",377 W,314 W,462 W
3/6/2024 1:25,"1,148 W",376 W,307 W,465 W
3/6/2024 1:30,"1,154 W",377 W,309 W,468 W
3/6/2024 1:35,"1,150 W",378 W,310 W,462 W
3/6/2024 1:40,"1,140 W",376 W,299 W,465 W
3/6/2024 1:45,"1,126 W",376 W,285 W,465 W
3/6/2024 1:50,"1,119 W",376 W,279 W,464 W
3/6/2024 1:55,"1,118 W",374 W,279 W,465 W
3/6/2024 2:00,"1,103 W",374 W,256 W,473 W
3/6/2024 2:05,"1,107 W",377 W,267 W,463 W
3/6/2024 2:10,"1,107 W",379 W,265 W,463 W
3/6/2024 2:15,"1,108 W",377 W,266 W,465 W
3/6/2024 2:20,"1,110 W",378 W,269 W,463 W
3/6/2024 2:25,"1,104 W",378 W,261 W,465 W
3/6/2024 2:30,"1,106 W",377 W,265 W,464 W
3/6/2024 2:35,"1,106 W",375 W,268 W,463 W
3/6/2024 2:40,"1,093 W",376 W,252 W,465 W
3/6/2024 2:45,"1,104 W",378 W,261 W,465 W
3/6/2024 2:50,"1,102 W",375 W,265 W,462 W
3/6/2024 2:55,"1,106 W",378 W,264 W,464 W
3/6/2024 3:00,"1,105 W",378 W,261 W,466 W
3/6/2024 3:05,"1,120 W",380 W,270 W,470 W
3/6/2024 3:10,"1,113 W",374 W,265 W,474 W
3/6/2024 3:15,"1,113 W",375 W,269 W,469 W
3/6/2024 3:20,"1,109 W",376 W,263 W,470 W
3/6/2024 3:25,"1,122 W",378 W,272 W,472 W
3/6/2024 3:30,"1,121 W",378 W,273 W,470 W
3/6/2024 3:35,"1,137 W",378 W,286 W,473 W
3/6/2024 3:40,"1,146 W",378 W,297 W,471 W
3/6/2024 3:45,"1,144 W",376 W,299 W,469 W
3/6/2024 3:50,"1,150 W",377 W,305 W,468 W
3/6/2024 3:55,"1,155 W",376 W,309 W,470 W
3/6/2024 4:00,"1,156 W",375 W,309 W,472 W
3/6/2024 4:05,"1,144 W",377 W,298 W,469 W
3/6/2024 4:10,"1,156 W",378 W,304 W,474 W
3/6/2024 4:15,"1,159 W",376 W,306 W,477 W
3/6/2024 4:20,"1,150 W",375 W,298 W,477 W
3/6/2024 4:25,"1,146 W",375 W,298 W,473 W
3/6/2024 4:30,"1,150 W",376 W,302 W,472 W
