Time,TOD,Hour,Day,Total (W),Phase_A (W),Phase_B (W),Phase_C (W),Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Holiday
2024-01-06 02:00:00,02:00:00,2,Saturday,593.0,81.0,325.0,187.0,False,False,True,False,False,False,False,True
2024-01-06 03:00:00,03:00:00,3,Saturday,1148.0,644.0,317.0,187.0,False,False,True,False,False,False,False,True
2024-01-06 04:00:00,04:00:00,4,Saturday,655.0,81.0,386.0,188.0,False,False,True,False,False,False,False,True
2024-01-06 05:00:00,05:00:00,5,Saturday,667.0,187.0,294.0,186.0,False,False,True,False,False,False,False,True
2024-01-06 06:00:00,06:00:00,6,Saturday,826.0,364.0,276.0,186.0,False,False,True,False,False,False,False,True
2024-01-06 07:00:00,07:00:00,7,Saturday,843.0,322.0,376.0,145.0,False,False,True,False,False,False,False,True
2024-01-06 08:00:00,08:00:00,8,Saturday,568.0,107.0,346.0,115.0,False,False,True,False,False,False,False,True
2024-01-06 09:00:00,09:00:00,9,Saturday,631.0,130.0,396.0,105.0,False,False,True,False,False,False,False,True
2024-01-06 10:00:00,10:00:00,10,Saturday,552.0,108.0,340.0,104.0,False,False,True,False,False,False,False,True
2024-01-06 11:00:00,11:00:00,11,Saturday,753.0,371.0,276.0,106.0,False,False,True,False,False,False,False,True
2024-01-06 12:00:00,12:00:00,12,Saturday,478.0,108.0,264.0,106.0,False,False,True,False,False,False,False,True
2024-01-06 13:00:00,13:00:00,13,Saturday,827.0,460.0,262.0,105.0,False,False,True,False,False,False,False,True
2024-01-06 14:00:00,14:00:00,14,Saturday,611.0,96.0,409.0,106.0,False,False,True,False,False,False,False,True
2024-01-06 15:00:00,15:00:00,15,Saturday,1009.0,452.0,452.0,105.0,False,False,True,False,False,False,False,True
2024-01-06 16:00:00,16:00:00,16,Saturday,785.0,303.0,377.0,105.0,False,False,True,False,False,False,False,True
2024-01-06 17:00:00,17:00:00,17,Saturday,1144.0,714.0,302.0,128.0,False,False,True,False,False,False,False,True
2024-01-06 18:00:00,18:00:00,18,Saturday,921.0,380.0,358.0,183.0,False,False,True,False,False,False,False,True
2024-01-06 19:00:00,19:00:00,19,Saturday,849.0,306.0,361.0,182.0,False,False,True,False,False,False,False,True
2024-01-06 20:00:00,20:00:00,20,Saturday,1336.0,551.0,591.0,194.0,False,False,True,False,False,False,False,True
2024-01-06 21:00:00,21:00:00,21,Saturday,969.0,440.0,345.0,184.0,False,False,True,False,False,False,False,True
2024-01-06 22:00:00,22:00:00,22,Saturday,651.0,186.0,279.0,186.0,False,False,True,False,False,False,False,True
2024-01-06 23:00:00,23:00:00,23,Saturday,826.0,349.0,291.0,186.0,False,False,True,False,False,False,False,True
2024-01-07 00:00:00,00:00:00,0,Sunday,914.0,335.0,393.0,186.0,False,False,False,True,False,False,False,False
2024-01-07 01:00:00,01:00:00,1,Sunday,672.0,201.0,283.0,188.0,False,False,False,True,False,False,False,False
2024-01-07 02:00:00,02:00:00,2,Sunday,1139.0,576.0,374.0,189.0,False,False,False,True,False,False,False,False
2024-01-07 03:00:00,03:00:00,3,Sunday,916.0,354.0,373.0,189.0,False,False,False,True,False,False,False,False
2024-01-07 04:00:00,04:00:00,4,Sunday,626.0,80.0,358.0,188.0,False,False,False,True,False,False,False,False
2024-01-07 05:00:00,05:00:00,5,Sunday,812.0,230.0,395.0,187.0,False,False,False,True,False,False,False,False
2024-01-07 06:00:00,06:00:00,6,Sunday,573.0,77.0,312.0,184.0,False,False,False,True,False,False,False,False
2024-01-07 07:00:00,07:00:00,7,Sunday,1128.0,495.0,489.0,144.0,False,False,False,True,False,False,False,False
2024-01-07 08:00:00,08:00:00,8,Sunday,448.0,72.0,264.0,112.0,False,False,False,True,False,False,False,False
2024-01-07 09:00:00,09:00:00,9,Sunday,455.0,73.0,277.0,105.0,False,False,False,True,False,False,False,False
2024-01-07 10:00:00,10:00:00,10,Sunday,1941.0,799.0,262.0,880.0,False,False,False,True,False,False,False,False
2024-01-07 11:00:00,11:00:00,11,Sunday,1476.0,485.0,859.0,132.0,False,False,False,True,False,False,False,False
2024-01-07 12:00:00,12:00:00,12,Sunday,901.0,220.0,566.0,115.0,False,False,False,True,False,False,False,False
2024-01-07 13:00:00,13:00:00,13,Sunday,2093.0,563.0,1290.0,240.0,False,False,False,True,False,False,False,False
2024-01-07 14:00:00,14:00:00,14,Sunday,2619.0,931.0,1435.0,253.0,False,False,False,True,False,False,False,False
2024-01-07 15:00:00,15:00:00,15,Sunday,2701.0,813.0,1624.0,264.0,False,False,False,True,False,False,False,False
2024-01-07 16:00:00,16:00:00,16,Sunday,893.0,491.0,297.0,105.0,False,False,False,True,False,False,False,False
2024-01-07 17:00:00,17:00:00,17,Sunday,651.0,222.0,304.0,125.0,False,False,False,True,False,False,False,False
2024-01-07 18:00:00,18:00:00,18,Sunday,565.0,71.0,312.0,182.0,False,False,False,True,False,False,False,False
2024-01-07 19:00:00,19:00:00,19,Sunday,762.0,228.0,353.0,181.0,False,False,False,True,False,False,False,False
2024-01-07 20:00:00,20:00:00,20,Sunday,520.0,63.0,273.0,184.0,False,False,False,True,False,False,False,False
2024-01-07 21:00:00,21:00:00,21,Sunday,752.0,218.0,351.0,183.0,False,False,False,True,False,False,False,False
2024-01-07 22:00:00,22:00:00,22,Sunday,663.0,186.0,294.0,183.0,False,False,False,True,False,False,False,False
2024-01-07 23:00:00,23:00:00,23,Sunday,1052.0,504.0,365.0,183.0,False,False,False,True,False,False,False,False
2024-01-08 00:00:00,00:00:00,0,Monday,1006.0,309.0,512.0,185.0,False,True,False,False,False,False,False,False
2024-01-08 01:00:00,01:00:00,1,Monday,924.0,411.0,326.0,187.0,False,True,False,False,False,False,False,False
2024-01-08 02:00:00,02:00:00,2,Monday,835.0,315.0,333.0,187.0,False,True,False,False,False,False,False,False
2024-01-08 03:00:00,03:00:00,3,Monday,1006.0,367.0,452.0,187.0,False,True,False,False,False,False,False,False
2024-01-08 04:00:00,04:00:00,4,Monday,941.0,375.0,378.0,188.0,False,True,False,False,False,False,False,False
2024-01-08 05:00:00,05:00:00,5,Monday,732.0,201.0,344.0,187.0,False,True,False,False,False,False,False,False
2024-01-08 06:00:00,06:00:00,6,Monday,1001.0,470.0,348.0,183.0,False,True,False,False,False,False,False,False
2024-01-08 07:00:00,07:00:00,7,Monday,607.0,180.0,277.0,150.0,False,True,False,False,False,False,False,False
2024-01-08 08:00:00,08:00:00,8,Monday,930.0,407.0,412.0,111.0,False,True,False,False,False,False,False,False
2024-01-08 09:00:00,09:00:00,9,Monday,595.0,103.0,389.0,103.0,False,True,False,False,False,False,False,False
2024-01-08 10:00:00,10:00:00,10,Monday,467.0,106.0,259.0,102.0,False,True,False,False,False,False,False,False
2024-01-08 11:00:00,11:00:00,11,Monday,500.0,74.0,324.0,102.0,False,True,False,False,False,False,False,False
2024-01-08 12:00:00,12:00:00,12,Monday,1521.0,110.0,1307.0,104.0,False,True,False,False,False,False,False,False
2024-01-08 13:00:00,13:00:00,13,Monday,1688.0,346.0,1208.0,134.0,False,True,False,False,False,False,False,False
2024-01-08 14:00:00,14:00:00,14,Monday,756.0,251.0,376.0,129.0,False,True,False,False,False,False,False,False
2024-01-08 15:00:00,15:00:00,15,Monday,1716.0,965.0,620.0,131.0,False,True,False,False,False,False,False,False
2024-01-08 16:00:00,16:00:00,16,Monday,535.0,138.0,292.0,105.0,False,True,False,False,False,False,False,False
2024-01-08 17:00:00,17:00:00,17,Monday,1148.0,576.0,445.0,127.0,False,True,False,False,False,False,False,False
2024-01-08 18:00:00,18:00:00,18,Monday,705.0,168.0,356.0,181.0,False,True,False,False,False,False,False,False
2024-01-08 19:00:00,19:00:00,19,Monday,661.0,68.0,410.0,183.0,False,True,False,False,False,False,False,False
2024-01-08 20:00:00,20:00:00,20,Monday,687.0,245.0,259.0,183.0,False,True,False,False,False,False,False,False
2024-01-08 21:00:00,21:00:00,21,Monday,956.0,414.0,358.0,184.0,False,True,False,False,False,False,False,False
2024-01-08 22:00:00,22:00:00,22,Monday,672.0,112.0,376.0,184.0,False,True,False,False,False,False,False,False
2024-01-08 23:00:00,23:00:00,23,Monday,795.0,78.0,529.0,188.0,False,True,False,False,False,False,False,False
2024-01-09 00:00:00,00:00:00,0,Tuesday,615.0,113.0,314.0,188.0,False,False,False,False,False,True,False,False
2024-01-09 01:00:00,01:00:00,1,Tuesday,786.0,225.0,373.0,188.0,False,False,False,False,False,True,False,False
2024-01-09 02:00:00,02:00:00,2,Tuesday,821.0,341.0,292.0,188.0,False,False,False,False,False,True,False,False
2024-01-09 03:00:00,03:00:00,3,Tuesday,1162.0,510.0,464.0,188.0,False,False,False,False,False,True,False,False
2024-01-09 04:00:00,04:00:00,4,Tuesday,834.0,358.0,288.0,188.0,False,False,False,False,False,True,False,False
2024-01-09 05:00:00,05:00:00,5,Tuesday,758.0,213.0,357.0,188.0,False,False,False,False,False,True,False,False
2024-01-09 06:00:00,06:00:00,6,Tuesday,917.0,444.0,291.0,182.0,False,False,False,False,False,True,False,False
2024-01-09 07:00:00,07:00:00,7,Tuesday,618.0,175.0,292.0,151.0,False,False,False,False,False,True,False,False
2024-01-09 08:00:00,08:00:00,8,Tuesday,764.0,174.0,479.0,111.0,False,False,False,False,False,True,False,False
2024-01-09 09:00:00,09:00:00,9,Tuesday,686.0,168.0,415.0,103.0,False,False,False,False,False,True,False,False
2024-01-09 10:00:00,10:00:00,10,Tuesday,1330.0,488.0,480.0,362.0,False,False,False,False,False,True,False,False
2024-01-09 11:00:00,11:00:00,11,Tuesday,1219.0,148.0,692.0,379.0,False,False,False,False,False,True,False,False
2024-01-09 12:00:00,12:00:00,12,Tuesday,1327.0,298.0,685.0,344.0,False,False,False,False,False,True,False,False
2024-01-09 13:00:00,13:00:00,13,Tuesday,2520.0,500.0,1673.0,347.0,False,False,False,False,False,True,False,False
2024-01-09 14:00:00,14:00:00,14,Tuesday,1195.0,206.0,643.0,346.0,False,False,False,False,False,True,False,False
2024-01-09 15:00:00,15:00:00,15,Tuesday,524.0,118.0,302.0,104.0,False,False,False,False,False,True,False,False
2024-01-09 16:00:00,16:00:00,16,Tuesday,667.0,214.0,348.0,105.0,False,False,False,False,False,True,False,False
2024-01-09 17:00:00,17:00:00,17,Tuesday,671.0,217.0,323.0,131.0,False,False,False,False,False,True,False,False
2024-01-09 18:00:00,18:00:00,18,Tuesday,830.0,368.0,280.0,182.0,False,False,False,False,False,True,False,False
2024-01-09 19:00:00,19:00:00,19,Tuesday,727.0,279.0,266.0,182.0,False,False,False,False,False,True,False,False
2024-01-09 20:00:00,20:00:00,20,Tuesday,797.0,339.0,275.0,183.0,False,False,False,False,False,True,False,False
2024-01-09 21:00:00,21:00:00,21,Tuesday,527.0,72.0,272.0,183.0,False,False,False,False,False,True,False,False
2024-01-09 22:00:00,22:00:00,22,Tuesday,596.0,110.0,303.0,183.0,False,False,False,False,False,True,False,False
2024-01-09 23:00:00,23:00:00,23,Tuesday,692.0,218.0,289.0,185.0,False,False,False,False,False,True,False,False
2024-01-10 00:00:00,00:00:00,0,Wednesday,989.0,368.0,435.0,186.0,False,False,False,False,False,False,True,False
2024-01-10 01:00:00,01:00:00,1,Wednesday,988.0,193.0,607.0,188.0,False,False,False,False,False,False,True,False
2024-01-10 02:00:00,02:00:00,2,Wednesday,606.0,82.0,336.0,188.0,False,False,False,False,False,False,True,False
2024-01-10 03:00:00,03:00:00,3,Wednesday,992.0,469.0,335.0,188.0,False,False,False,False,False,False,True,False
2024-01-10 04:00:00,04:00:00,4,Wednesday,813.0,323.0,302.0,188.0,False,False,False,False,False,False,True,False
2024-01-10 05:00:00,05:00:00,5,Wednesday,683.0,195.0,301.0,187.0,False,False,False,False,False,False,True,False
2024-01-10 06:00:00,06:00:00,6,Wednesday,766.0,299.0,285.0,182.0,False,False,False,False,False,False,True,False
2024-01-10 07:00:00,07:00:00,7,Wednesday,515.0,71.0,301.0,143.0,False,False,False,False,False,False,True,False
2024-01-10 08:00:00,08:00:00,8,Wednesday,959.0,595.0,253.0,111.0,False,False,False,False,False,False,True,False
2024-01-10 09:00:00,09:00:00,9,Wednesday,1184.0,782.0,297.0,105.0,False,False,False,False,False,False,True,False
2024-01-10 10:00:00,10:00:00,10,Wednesday,1610.0,429.0,294.0,887.0,False,False,False,False,False,False,True,False
2024-01-10 11:00:00,11:00:00,11,Wednesday,2256.0,171.0,1228.0,857.0,False,False,False,False,False,False,True,False
2024-01-10 12:00:00,12:00:00,12,Wednesday,2363.0,970.0,522.0,871.0,False,False,False,False,False,False,True,False
2024-01-10 13:00:00,13:00:00,13,Wednesday,1788.0,404.0,499.0,885.0,False,False,False,False,False,False,True,False
2024-01-10 14:00:00,14:00:00,14,Wednesday,1831.0,484.0,824.0,523.0,False,False,False,False,False,False,True,False
2024-01-10 15:00:00,15:00:00,15,Wednesday,1548.0,358.0,668.0,522.0,False,False,False,False,False,False,True,False
2024-01-10 16:00:00,16:00:00,16,Wednesday,1142.0,383.0,654.0,105.0,False,False,False,False,False,False,True,False
2024-01-10 17:00:00,17:00:00,17,Wednesday,1312.0,864.0,320.0,128.0,False,False,False,False,False,False,True,False
2024-01-10 18:00:00,18:00:00,18,Wednesday,1188.0,408.0,599.0,181.0,False,False,False,False,False,False,True,False
2024-01-10 19:00:00,19:00:00,19,Wednesday,1055.0,583.0,288.0,184.0,False,False,False,False,False,False,True,False
2024-01-10 20:00:00,20:00:00,20,Wednesday,787.0,312.0,293.0,182.0,False,False,False,False,False,False,True,False
2024-01-10 21:00:00,21:00:00,21,Wednesday,844.0,369.0,290.0,185.0,False,False,False,False,False,False,True,False
2024-01-10 22:00:00,22:00:00,22,Wednesday,816.0,340.0,291.0,185.0,False,False,False,False,False,False,True,False
2024-01-10 23:00:00,23:00:00,23,Wednesday,1266.0,677.0,403.0,186.0,False,False,False,False,False,False,True,False
2024-01-11 00:00:00,00:00:00,0,Thursday,929.0,375.0,367.0,187.0,False,False,False,False,True,False,False,False
2024-01-11 01:00:00,01:00:00,1,Thursday,1165.0,408.0,568.0,189.0,False,False,False,False,True,False,False,False
2024-01-11 02:00:00,02:00:00,2,Thursday,1151.0,648.0,313.0,190.0,False,False,False,False,True,False,False,False
2024-01-11 03:00:00,03:00:00,3,Thursday,918.0,385.0,344.0,189.0,False,False,False,False,True,False,False,False
2024-01-11 04:00:00,04:00:00,4,Thursday,1317.0,807.0,320.0,190.0,False,False,False,False,True,False,False,False
2024-01-11 05:00:00,05:00:00,5,Thursday,883.0,380.0,315.0,188.0,False,False,False,False,True,False,False,False
2024-01-11 06:00:00,06:00:00,6,Thursday,964.0,465.0,314.0,185.0,False,False,False,False,True,False,False,False
2024-01-11 07:00:00,07:00:00,7,Thursday,1266.0,720.0,383.0,163.0,False,False,False,False,True,False,False,False
2024-01-11 08:00:00,08:00:00,8,Thursday,945.0,520.0,308.0,117.0,False,False,False,False,True,False,False,False
2024-01-11 09:00:00,09:00:00,9,Thursday,1481.0,465.0,909.0,107.0,False,False,False,False,True,False,False,False
2024-01-11 10:00:00,10:00:00,10,Thursday,763.0,262.0,396.0,105.0,False,False,False,False,True,False,False,False
2024-01-11 11:00:00,11:00:00,11,Thursday,2130.0,748.0,1279.0,103.0,False,False,False,False,True,False,False,False
2024-01-11 12:00:00,12:00:00,12,Thursday,1975.0,394.0,1478.0,103.0,False,False,False,False,True,False,False,False
2024-01-11 13:00:00,13:00:00,13,Thursday,1120.0,638.0,378.0,104.0,False,False,False,False,True,False,False,False
2024-01-11 14:00:00,14:00:00,14,Thursday,1107.0,694.0,312.0,101.0,False,False,False,False,True,False,False,False
2024-01-11 15:00:00,15:00:00,15,Thursday,1151.0,703.0,344.0,104.0,False,False,False,False,True,False,False,False
2024-01-11 16:00:00,16:00:00,16,Thursday,765.0,393.0,265.0,107.0,False,False,False,False,True,False,False,False
2024-01-11 17:00:00,17:00:00,17,Thursday,1433.0,377.0,929.0,127.0,False,False,False,False,True,False,False,False
2024-01-11 18:00:00,18:00:00,18,Thursday,1345.0,323.0,840.0,182.0,False,False,False,False,True,False,False,False
2024-01-11 19:00:00,19:00:00,19,Thursday,1027.0,550.0,293.0,184.0,False,False,False,False,True,False,False,False
2024-01-11 20:00:00,20:00:00,20,Thursday,841.0,345.0,311.0,185.0,False,False,False,False,True,False,False,False
2024-01-11 21:00:00,21:00:00,21,Thursday,960.0,485.0,288.0,187.0,False,False,False,False,True,False,False,False
2024-01-11 22:00:00,22:00:00,22,Thursday,1067.0,611.0,271.0,185.0,False,False,False,False,True,False,False,False
2024-01-11 23:00:00,23:00:00,23,Thursday,840.0,378.0,276.0,186.0,False,False,False,False,True,False,False,False
2024-01-12 00:00:00,00:00:00,0,Friday,833.0,368.0,279.0,186.0,True,False,False,False,False,False,False,True
2024-01-12 01:00:00,01:00:00,1,Friday,1147.0,543.0,415.0,189.0,True,False,False,False,False,False,False,True
2024-01-12 02:00:00,02:00:00,2,Friday,748.0,262.0,297.0,189.0,True,False,False,False,False,False,False,True
2024-01-12 03:00:00,03:00:00,3,Friday,783.0,262.0,332.0,189.0,True,False,False,False,False,False,False,True
2024-01-12 04:00:00,04:00:00,4,Friday,948.0,376.0,382.0,190.0,True,False,False,False,False,False,False,True
2024-01-12 05:00:00,05:00:00,5,Friday,829.0,255.0,386.0,188.0,True,False,False,False,False,False,False,True
2024-01-12 06:00:00,06:00:00,6,Friday,1123.0,488.0,450.0,185.0,True,False,False,False,False,False,False,True
2024-01-12 07:00:00,07:00:00,7,Friday,758.0,223.0,381.0,154.0,True,False,False,False,False,False,False,True
2024-01-12 08:00:00,08:00:00,8,Friday,704.0,343.0,247.0,114.0,True,False,False,False,False,False,False,True
2024-01-12 09:00:00,09:00:00,9,Friday,559.0,208.0,245.0,106.0,True,False,False,False,False,False,False,True
2024-01-12 10:00:00,10:00:00,10,Friday,816.0,469.0,244.0,103.0,True,False,False,False,False,False,False,True
2024-01-12 11:00:00,11:00:00,11,Friday,581.0,218.0,257.0,106.0,True,False,False,False,False,False,False,True
2024-01-12 12:00:00,12:00:00,12,Friday,730.0,358.0,264.0,108.0,True,False,False,False,False,False,False,True
2024-01-12 13:00:00,13:00:00,13,Friday,610.0,236.0,267.0,107.0,True,False,False,False,False,False,False,True
2024-01-12 14:00:00,14:00:00,14,Friday,603.0,221.0,275.0,107.0,True,False,False,False,False,False,False,True
2024-01-12 15:00:00,15:00:00,15,Friday,892.0,472.0,313.0,107.0,True,False,False,False,False,False,False,True
2024-01-12 16:00:00,16:00:00,16,Friday,589.0,271.0,202.0,116.0,True,False,False,False,False,False,False,True
2024-01-12 17:00:00,17:00:00,17,Friday,866.0,459.0,280.0,127.0,True,False,False,False,False,False,False,True
2024-01-12 18:00:00,18:00:00,18,Friday,1039.0,457.0,400.0,182.0,True,False,False,False,False,False,False,True
2024-01-12 19:00:00,19:00:00,19,Friday,694.0,236.0,276.0,182.0,True,False,False,False,False,False,False,True
2024-01-12 20:00:00,20:00:00,20,Friday,858.0,358.0,318.0,182.0,True,False,False,False,False,False,False,True
2024-01-12 21:00:00,21:00:00,21,Friday,727.0,254.0,292.0,181.0,True,False,False,False,False,False,False,True
2024-01-12 22:00:00,22:00:00,22,Friday,759.0,249.0,326.0,184.0,True,False,False,False,False,False,False,True
2024-01-12 23:00:00,23:00:00,23,Friday,863.0,381.0,298.0,184.0,True,False,False,False,False,False,False,True
2024-01-13 00:00:00,00:00:00,0,Saturday,935.0,367.0,384.0,184.0,False,False,True,False,False,False,False,True
2024-01-13 01:00:00,01:00:00,1,Saturday,1613.0,1042.0,387.0,184.0,False,False,True,False,False,False,False,True
2024-01-13 02:00:00,02:00:00,2,Saturday,971.0,490.0,296.0,185.0,False,False,True,False,False,False,False,True
2024-01-13 03:00:00,03:00:00,3,Saturday,903.0,409.0,309.0,185.0,False,False,True,False,False,False,False,True
2024-01-13 04:00:00,04:00:00,4,Saturday,966.0,474.0,308.0,184.0,False,False,True,False,False,False,False,True
2024-01-13 05:00:00,05:00:00,5,Saturday,852.0,366.0,302.0,184.0,False,False,True,False,False,False,False,True
2024-01-13 06:00:00,06:00:00,6,Saturday,1065.0,530.0,354.0,181.0,False,False,True,False,False,False,False,True
2024-01-13 07:00:00,07:00:00,7,Saturday,659.0,228.0,289.0,142.0,False,False,True,False,False,False,False,True
2024-01-13 08:00:00,08:00:00,8,Saturday,815.0,382.0,322.0,111.0,False,False,True,False,False,False,False,True
2024-01-13 09:00:00,09:00:00,9,Saturday,709.0,261.0,344.0,104.0,False,False,True,False,False,False,False,True
2024-01-13 10:00:00,10:00:00,10,Saturday,1257.0,223.0,931.0,103.0,False,False,True,False,False,False,False,True
2024-01-13 11:00:00,11:00:00,11,Saturday,731.0,365.0,262.0,104.0,False,False,True,False,False,False,False,True
2024-01-13 12:00:00,12:00:00,12,Saturday,1927.0,604.0,1211.0,112.0,False,False,True,False,False,False,False,True
2024-01-13 13:00:00,13:00:00,13,Saturday,743.0,272.0,362.0,109.0,False,False,True,False,False,False,False,True
2024-01-13 14:00:00,14:00:00,14,Saturday,626.0,238.0,280.0,108.0,False,False,True,False,False,False,False,True
2024-01-13 15:00:00,15:00:00,15,Saturday,1976.0,858.0,1012.0,106.0,False,False,True,False,False,False,False,True
2024-01-13 16:00:00,16:00:00,16,Saturday,973.0,489.0,379.0,105.0,False,False,True,False,False,False,False,True
2024-01-13 17:00:00,17:00:00,17,Saturday,1551.0,511.0,914.0,126.0,False,False,True,False,False,False,False,True
2024-01-13 18:00:00,18:00:00,18,Saturday,808.0,395.0,232.0,181.0,False,False,True,False,False,False,False,True
2024-01-13 19:00:00,19:00:00,19,Saturday,809.0,359.0,269.0,181.0,False,False,True,False,False,False,False,True
2024-01-13 20:00:00,20:00:00,20,Saturday,637.0,222.0,233.0,182.0,False,False,True,False,False,False,False,True
2024-01-13 21:00:00,21:00:00,21,Saturday,651.0,222.0,245.0,184.0,False,False,True,False,False,False,False,True
2024-01-13 22:00:00,22:00:00,22,Saturday,748.0,232.0,332.0,184.0,False,False,True,False,False,False,False,True
2024-01-13 23:00:00,23:00:00,23,Saturday,662.0,235.0,243.0,184.0,False,False,True,False,False,False,False,True
2024-01-14 00:00:00,00:00:00,0,Sunday,669.0,239.0,245.0,185.0,False,False,False,True,False,False,False,False
2024-01-14 01:00:00,01:00:00,1,Sunday,709.0,247.0,277.0,185.0,False,False,False,True,False,False,False,False
2024-01-14 02:00:00,02:00:00,2,Sunday,813.0,363.0,266.0,184.0,False,False,False,True,False,False,False,False
2024-01-14 03:00:00,03:00:00,3,Sunday,1036.0,372.0,479.0,185.0,False,False,False,True,False,False,False,False
2024-01-14 04:00:00,04:00:00,4,Sunday,1260.0,713.0,363.0,184.0,False,False,False,True,False,False,False,False
2024-01-14 05:00:00,05:00:00,5,Sunday,1023.0,576.0,263.0,184.0,False,False,False,True,False,False,False,False
2024-01-14 06:00:00,06:00:00,6,Sunday,1122.0,345.0,594.0,183.0,False,False,False,True,False,False,False,False
2024-01-14 07:00:00,07:00:00,7,Sunday,711.0,324.0,244.0,143.0,False,False,False,True,False,False,False,False
2024-01-14 08:00:00,08:00:00,8,Sunday,757.0,422.0,224.0,111.0,False,False,False,True,False,False,False,False
2024-01-14 09:00:00,09:00:00,9,Sunday,673.0,304.0,267.0,102.0,False,False,False,True,False,False,False,False
2024-01-14 10:00:00,10:00:00,10,Sunday,2764.0,1181.0,396.0,1187.0,False,False,False,True,False,False,False,False
2024-01-14 11:00:00,11:00:00,11,Sunday,2231.0,414.0,348.0,1469.0,False,False,False,True,False,False,False,False
