Time,Total (W),Phase_A (W),Phase_B (W),Phase_C (W)
2024/3/10 12:00:00,697 W,350 W,244 W,103 W
2024/3/10 13:00:00,772 W,445 W,220 W,107 W
2024/3/10 14:00:00,981 W,553 W,188 W,240 W
2024/3/10 15:00:00,"1,065 W",629 W,191 W,245 W
2024/3/10 16:00:00,782 W,398 W,280 W,104 W
2024/3/10 17:00:00,850 W,352 W,393 W,105 W
2024/3/10 18:00:00,838 W,429 W,265 W,144 W
2024/3/10 19:00:00,735 W,187 W,369 W,179 W
2024/3/10 20:00:00,788 W,343 W,262 W,183 W
2024/3/10 21:00:00,899 W,306 W,411 W,182 W
2024/3/10 22:00:00,655 W,203 W,268 W,184 W
2024/3/10 23:00:00,784 W,329 W,271 W,184 W
2024/3/11 0:00:00,918 W,333 W,401 W,184 W
2024/3/11 1:00:00,706 W,242 W,281 W,183 W
2024/3/11 2:00:00,797 W,208 W,406 W,183 W
2024/3/11 3:00:00,775 W,319 W,273 W,183 W
2024/3/11 4:00:00,"1,205 W",463 W,560 W,182 W
2024/3/11 5:00:00,831 W,208 W,440 W,183 W
2024/3/11 6:00:00,751 W,307 W,264 W,180 W
2024/3/11 7:00:00,678 W,290 W,265 W,123 W
2024/3/11 8:00:00,760 W,281 W,375 W,104 W
2024/3/11 9:00:00,766 W,405 W,258 W,103 W
2024/3/11 10:00:00,653 W,290 W,259 W,104 W
2024/3/11 11:00:00,755 W,397 W,253 W,105 W
2024/3/11 12:00:00,716 W,218 W,395 W,103 W
2024/3/11 13:00:00,608 W,219 W,285 W,104 W
2024/3/11 14:00:00,568 W,186 W,278 W,104 W
2024/3/11 15:00:00,608 W,210 W,294 W,104 W
2024/3/11 16:00:00,687 W,296 W,289 W,102 W
2024/3/11 17:00:00,831 W,446 W,281 W,104 W
2024/3/11 18:00:00,"1,048 W",547 W,360 W,141 W
2024/3/11 19:00:00,808 W,362 W,264 W,182 W
2024/3/11 20:00:00,844 W,309 W,352 W,183 W
2024/3/11 21:00:00,728 W,250 W,296 W,182 W
2024/3/11 22:00:00,762 W,207 W,372 W,183 W
2024/3/11 23:00:00,944 W,490 W,270 W,184 W
2024/3/12 0:00:00,698 W,245 W,269 W,184 W
2024/3/12 1:00:00,896 W,318 W,394 W,184 W
2024/3/12 2:00:00,772 W,318 W,270 W,184 W
2024/3/12 3:00:00,"1,008 W",368 W,457 W,183 W
2024/3/12 4:00:00,948 W,443 W,321 W,184 W
2024/3/12 5:00:00,755 W,304 W,267 W,184 W
2024/3/12 6:00:00,775 W,333 W,260 W,182 W
2024/3/12 7:00:00,657 W,181 W,363 W,113 W
2024/3/12 8:00:00,692 W,311 W,278 W,103 W
2024/3/12 9:00:00,"1,611 W","1,150 W",358 W,103 W
2024/3/12 10:00:00,"1,202 W",250 W,431 W,521 W
2024/3/12 11:00:00,"1,222 W",507 W,333 W,382 W
2024/3/12 12:00:00,671 W,324 W,244 W,103 W
2024/3/12 13:00:00,"1,386 W",456 W,372 W,558 W
2024/3/12 14:00:00,"1,226 W",450 W,415 W,361 W
2024/3/12 15:00:00,"1,203 W",478 W,362 W,363 W
2024/3/12 16:00:00,819 W,419 W,294 W,106 W
2024/3/12 17:00:00,836 W,530 W,200 W,106 W
2024/3/12 18:00:00,559 W,221 W,196 W,142 W
2024/3/12 19:00:00,921 W,228 W,511 W,182 W
2024/3/12 20:00:00,626 W,198 W,247 W,181 W
2024/3/12 21:00:00,672 W,297 W,192 W,183 W
2024/3/12 22:00:00,677 W,277 W,217 W,183 W
2024/3/12 23:00:00,769 W,234 W,351 W,184 W
2024/3/13 0:00:00,754 W,361 W,209 W,184 W
2024/3/13 1:00:00,938 W,555 W,200 W,183 W
2024/3/13 2:00:00,944 W,562 W,199 W,183 W
2024/3/13 3:00:00,701 W,316 W,202 W,183 W
2024/3/13 4:00:00,588 W,205 W,200 W,183 W
2024/3/13 5:00:00,736 W,233 W,320 W,183 W
2024/3/13 6:00:00,574 W,196 W,196 W,182 W
2024/3/13 7:00:00,818 W,521 W,188 W,109 W
2024/3/13 8:00:00,634 W,216 W,313 W,105 W
2024/3/13 9:00:00,"1,662 W","1,268 W",292 W,102 W
2024/3/13 10:00:00,"1,185 W",453 W,339 W,393 W
2024/3/13 11:00:00,868 W,453 W,266 W,149 W
2024/3/13 12:00:00,"1,875 W",534 W,822 W,519 W
2024/3/13 13:00:00,"1,421 W",323 W,343 W,755 W
2024/3/13 14:00:00,"2,640 W",645 W,"1,326 W",669 W
2024/3/13 15:00:00,"1,202 W",350 W,257 W,595 W
2024/3/13 16:00:00,941 W,375 W,461 W,105 W
2024/3/13 17:00:00,618 W,308 W,203 W,107 W
2024/3/13 18:00:00,746 W,272 W,334 W,140 W
2024/3/13 19:00:00,"1,081 W",523 W,376 W,182 W
2024/3/13 20:00:00,810 W,431 W,198 W,181 W
2024/3/13 21:00:00,623 W,242 W,197 W,184 W
2024/3/13 22:00:00,647 W,247 W,217 W,183 W
2024/3/13 23:00:00,"1,090 W",510 W,397 W,183 W
2024/3/14 0:00:00,873 W,483 W,206 W,184 W
2024/3/14 1:00:00,857 W,365 W,309 W,183 W
2024/3/14 2:00:00,"1,131 W",516 W,431 W,184 W
2024/3/14 3:00:00,760 W,372 W,204 W,184 W
2024/3/14 4:00:00,798 W,366 W,249 W,183 W
2024/3/14 5:00:00,685 W,297 W,206 W,182 W
2024/3/14 6:00:00,"1,108 W",236 W,690 W,182 W
2024/3/14 7:00:00,713 W,412 W,193 W,108 W
2024/3/14 8:00:00,586 W,265 W,217 W,104 W
2024/3/14 9:00:00,669 W,270 W,296 W,103 W
2024/3/14 10:00:00,"1,001 W",592 W,304 W,105 W
2024/3/14 11:00:00,757 W,404 W,248 W,105 W
2024/3/14 12:00:00,"1,090 W",785 W,200 W,105 W
2024/3/14 13:00:00,"1,119 W",656 W,329 W,134 W
2024/3/14 14:00:00,"1,039 W",575 W,335 W,129 W
2024/3/14 15:00:00,629 W,319 W,175 W,135 W
2024/3/14 16:00:00,761 W,294 W,359 W,108 W
2024/3/14 17:00:00,752 W,444 W,202 W,106 W
2024/3/14 18:00:00,743 W,418 W,192 W,133 W
2024/3/14 19:00:00,"1,084 W",463 W,441 W,180 W
2024/3/14 20:00:00,685 W,309 W,193 W,183 W
2024/3/14 21:00:00,940 W,534 W,223 W,183 W
2024/3/14 22:00:00,834 W,318 W,330 W,186 W
2024/3/14 23:00:00,822 W,414 W,223 W,185 W
2024/3/15 0:00:00,969 W,433 W,352 W,184 W
2024/3/15 1:00:00,776 W,386 W,207 W,183 W
2024/3/15 2:00:00,942 W,554 W,204 W,184 W
2024/3/15 3:00:00,785 W,395 W,205 W,185 W
2024/3/15 4:00:00,698 W,317 W,197 W,184 W
2024/3/15 5:00:00,836 W,343 W,310 W,183 W
2024/3/15 6:00:00,564 W,190 W,193 W,181 W
2024/3/15 7:00:00,585 W,289 W,188 W,108 W
2024/3/15 8:00:00,506 W,217 W,184 W,105 W
2024/3/15 9:00:00,469 W,180 W,186 W,103 W
2024/3/15 10:00:00,"1,072 W",576 W,394 W,102 W
2024/3/15 11:00:00,584 W,185 W,295 W,104 W
2024/3/15 12:00:00,684 W,399 W,183 W,102 W
2024/3/15 13:00:00,607 W,316 W,185 W,106 W
2024/3/15 14:00:00,889 W,383 W,402 W,104 W
2024/3/15 15:00:00,586 W,296 W,187 W,103 W
2024/3/15 16:00:00,607 W,311 W,192 W,104 W
2024/3/15 17:00:00,681 W,286 W,290 W,105 W
2024/3/15 18:00:00,734 W,406 W,190 W,138 W
2024/3/15 19:00:00,999 W,507 W,309 W,183 W
2024/3/15 20:00:00,765 W,288 W,295 W,182 W
2024/3/15 21:00:00,666 W,292 W,191 W,183 W
2024/3/15 22:00:00,773 W,296 W,295 W,182 W
2024/3/15 23:00:00,575 W,197 W,195 W,183 W
2024/3/16 0:00:00,886 W,308 W,393 W,185 W
2024/3/16 1:00:00,583 W,202 W,197 W,184 W
2024/3/16 2:00:00,589 W,206 W,198 W,185 W
2024/3/16 3:00:00,805 W,321 W,299 W,185 W
2024/3/16 4:00:00,922 W,443 W,295 W,184 W
2024/3/16 5:00:00,"1,185 W",667 W,333 W,185 W
2024/3/16 6:00:00,923 W,443 W,298 W,182 W
2024/3/16 7:00:00,914 W,468 W,335 W,111 W
2024/3/16 8:00:00,819 W,454 W,262 W,103 W
2024/3/16 9:00:00,650 W,263 W,285 W,102 W
2024/3/16 10:00:00,517 W,231 W,183 W,103 W
2024/3/16 11:00:00,"1,219 W",424 W,683 W,112 W
2024/3/16 12:00:00,729 W,304 W,318 W,107 W
2024/3/16 13:00:00,636 W,227 W,304 W,105 W
2024/3/16 14:00:00,637 W,308 W,222 W,107 W
2024/3/16 15:00:00,"1,083 W",337 W,634 W,112 W
2024/3/16 16:00:00,831 W,365 W,348 W,118 W
2024/3/16 17:00:00,607 W,296 W,201 W,110 W
2024/3/16 18:00:00,663 W,326 W,192 W,145 W
2024/3/16 19:00:00,764 W,290 W,296 W,178 W
2024/3/16 20:00:00,824 W,327 W,312 W,185 W
2024/3/16 21:00:00,891 W,393 W,315 W,183 W
2024/3/16 22:00:00,"1,119 W",451 W,484 W,184 W
2024/3/16 23:00:00,828 W,327 W,316 W,185 W
2024/3/17 0:00:00,594 W,208 W,202 W,184 W
2024/3/17 1:00:00,595 W,208 W,202 W,185 W
2024/3/17 2:00:00,858 W,370 W,304 W,184 W
2024/3/17 3:00:00,852 W,394 W,274 W,184 W
2024/3/17 4:00:00,697 W,316 W,198 W,183 W
2024/3/17 5:00:00,811 W,318 W,310 W,183 W
2024/3/17 6:00:00,720 W,330 W,209 W,181 W
2024/3/17 7:00:00,"1,016 W",522 W,386 W,108 W
2024/3/17 8:00:00,777 W,453 W,220 W,104 W
2024/3/17 9:00:00,"1,500 W","1,122 W",275 W,103 W
2024/3/17 10:00:00,720 W,279 W,266 W,175 W
2024/3/17 11:00:00,920 W,453 W,293 W,174 W
2024/3/17 12:00:00,661 W,268 W,238 W,155 W
2024/3/17 13:00:00,"4,914 W","3,032 W","1,743 W",139 W
2024/3/17 14:00:00,"1,692 W",530 W,664 W,498 W
2024/3/17 15:00:00,"1,749 W",278 W,976 W,495 W
2024/3/17 16:00:00,725 W,435 W,187 W,103 W
2024/3/17 17:00:00,"1,397 W","1,080 W",213 W,104 W
2024/3/17 18:00:00,837 W,410 W,293 W,134 W
2024/3/17 19:00:00,916 W,549 W,188 W,179 W
2024/3/17 20:00:00,678 W,313 W,182 W,183 W
2024/3/17 21:00:00,714 W,340 W,192 W,182 W
2024/3/17 22:00:00,780 W,300 W,297 W,183 W
2024/3/17 23:00:00,936 W,359 W,393 W,184 W
2024/3/18 0:00:00,"1,060 W",541 W,335 W,184 W
2024/3/18 1:00:00,767 W,383 W,200 W,184 W
2024/3/18 2:00:00,608 W,209 W,215 W,184 W
2024/3/18 3:00:00,791 W,234 W,373 W,184 W
2024/3/18 4:00:00,579 W,199 W,196 W,184 W
2024/3/18 5:00:00,711 W,307 W,222 W,182 W
2024/3/18 6:00:00,596 W,223 W,192 W,181 W
2024/3/18 7:00:00,"1,039 W",384 W,543 W,112 W
2024/3/18 8:00:00,783 W,380 W,302 W,101 W
2024/3/18 9:00:00,"1,557 W","1,270 W",183 W,104 W
2024/3/18 10:00:00,"2,188 W",287 W,551 W,"1,350 W"
2024/3/18 11:00:00,"2,075 W",301 W,425 W,"1,349 W"
2024/3/18 12:00:00,"1,663 W",437 W,592 W,634 W
2024/3/18 13:00:00,"1,430 W",282 W,354 W,794 W
2024/3/18 14:00:00,"1,125 W",364 W,215 W,546 W
2024/3/18 15:00:00,"1,162 W",396 W,224 W,542 W
2024/3/18 16:00:00,937 W,494 W,340 W,103 W
2024/3/18 17:00:00,760 W,443 W,212 W,105 W
2024/3/18 18:00:00,637 W,306 W,192 W,139 W
2024/3/18 19:00:00,743 W,320 W,241 W,182 W
2024/3/18 20:00:00,560 W,191 W,188 W,181 W
2024/3/18 21:00:00,833 W,377 W,273 W,183 W
2024/3/18 22:00:00,785 W,411 W,192 W,182 W
2024/3/18 23:00:00,794 W,419 W,192 W,183 W
2024/3/19 0:00:00,"1,034 W",530 W,322 W,182 W
2024/3/19 1:00:00,849 W,473 W,192 W,184 W
2024/3/19 2:00:00,"1,057 W",553 W,320 W,184 W
2024/3/19 3:00:00,924 W,382 W,358 W,184 W
2024/3/19 4:00:00,708 W,231 W,295 W,182 W
2024/3/19 5:00:00,713 W,297 W,234 W,182 W
2024/3/19 6:00:00,653 W,193 W,277 W,183 W
2024/3/19 7:00:00,476 W,188 W,179 W,109 W
2024/3/19 8:00:00,788 W,332 W,352 W,104 W
2024/3/19 9:00:00,"1,506 W","1,123 W",280 W,103 W
2024/3/19 10:00:00,"2,555 W","1,279 W","1,160 W",116 W
2024/3/19 11:00:00,"1,140 W",288 W,487 W,365 W
2024/3/19 12:00:00,924 W,237 W,581 W,106 W
2024/3/19 13:00:00,"1,000 W",454 W,440 W,106 W
2024/3/19 14:00:00,"1,094 W",490 W,236 W,368 W
2024/3/19 15:00:00,"1,322 W",593 W,367 W,362 W
2024/3/19 16:00:00,774 W,442 W,229 W,103 W
2024/3/19 17:00:00,686 W,292 W,289 W,105 W
2024/3/19 18:00:00,769 W,448 W,188 W,133 W
2024/3/19 19:00:00,867 W,289 W,396 W,182 W
2024/3/19 20:00:00,628 W,246 W,198 W,184 W
2024/3/19 21:00:00,677 W,189 W,305 W,183 W
2024/3/19 22:00:00,645 W,269 W,193 W,183 W
2024/3/19 23:00:00,843 W,301 W,359 W,183 W
2024/3/20 0:00:00,901 W,366 W,352 W,183 W
2024/3/20 1:00:00,710 W,219 W,308 W,183 W
2024/3/20 2:00:00,992 W,441 W,367 W,184 W
2024/3/20 3:00:00,786 W,371 W,232 W,183 W
2024/3/20 4:00:00,745 W,369 W,194 W,182 W
2024/3/20 5:00:00,736 W,254 W,299 W,183 W
2024/3/20 6:00:00,761 W,187 W,393 W,181 W
2024/3/20 7:00:00,557 W,220 W,187 W,150 W
2024/3/20 8:00:00,705 W,292 W,277 W,136 W
2024/3/20 9:00:00,"1,639 W","1,137 W",383 W,119 W
2024/3/20 10:00:00,"1,425 W",493 W,608 W,324 W
2024/3/20 11:00:00,"1,371 W",490 W,606 W,275 W
2024/3/20 12:00:00,"1,241 W",316 W,700 W,225 W
2024/3/20 13:00:00,"2,714 W",617 W,"1,690 W",407 W
2024/3/20 14:00:00,"2,435 W","1,208 W",816 W,411 W
2024/3/20 15:00:00,"1,484 W",544 W,537 W,403 W
2024/3/20 16:00:00,816 W,428 W,189 W,199 W
2024/3/20 17:00:00,838 W,446 W,187 W,205 W
2024/3/20 18:00:00,729 W,196 W,287 W,246 W
2024/3/20 19:00:00,805 W,218 W,321 W,266 W
2024/3/20 20:00:00,734 W,256 W,201 W,277 W
2024/3/20 21:00:00,769 W,297 W,194 W,278 W
2024/3/20 22:00:00,819 W,340 W,199 W,280 W
2024/3/20 23:00:00,879 W,404 W,196 W,279 W
2024/3/21 0:00:00,913 W,435 W,197 W,281 W
2024/3/21 1:00:00,977 W,336 W,360 W,281 W
2024/3/21 2:00:00,804 W,203 W,319 W,282 W
2024/3/21 3:00:00,799 W,205 W,313 W,281 W
2024/3/21 4:00:00,"1,075 W",498 W,298 W,279 W
2024/3/21 5:00:00,797 W,202 W,316 W,279 W
2024/3/21 6:00:00,885 W,339 W,271 W,275 W
2024/3/21 7:00:00,950 W,403 W,322 W,225 W
2024/3/21 8:00:00,636 W,318 W,121 W,197 W
2024/3/21 9:00:00,682 W,283 W,205 W,194 W
2024/3/21 11:00:00,966 W,547 W,286 W,133 W
2024/3/21 12:00:00,"1,024 W",328 W,565 W,131 W
2024/3/21 13:00:00,"1,990 W",506 W,"1,379 W",105 W
2024/3/21 14:00:00,"1,152 W",549 W,486 W,117 W
2024/3/21 15:00:00,"1,784 W",461 W,"1,197 W",126 W
2024/3/21 16:00:00,986 W,372 W,503 W,111 W
2024/3/21 17:00:00,923 W,394 W,415 W,114 W
2024/3/21 18:00:00,"1,120 W",371 W,605 W,144 W
2024/3/21 19:00:00,"1,167 W",760 W,223 W,184 W
2024/3/21 20:00:00,796 W,387 W,227 W,182 W
2024/3/21 21:00:00,842 W,424 W,236 W,182 W
2024/3/21 22:00:00,877 W,501 W,192 W,184 W
2024/3/21 23:00:00,649 W,275 W,192 W,182 W
2024/3/22 0:00:00,796 W,422 W,192 W,182 W
2024/3/22 1:00:00,"1,176 W",398 W,596 W,182 W
2024/3/22 2:00:00,894 W,251 W,460 W,183 W
2024/3/22 3:00:00,913 W,426 W,303 W,184 W
2024/3/22 4:00:00,700 W,237 W,281 W,182 W
2024/3/22 5:00:00,813 W,439 W,192 W,182 W
2024/3/22 6:00:00,903 W,274 W,447 W,182 W
2024/3/22 7:00:00,718 W,419 W,183 W,116 W
2024/3/22 8:00:00,722 W,435 W,184 W,103 W
2024/3/22 9:00:00,558 W,270 W,184 W,104 W
2024/3/22 10:00:00,"2,804 W",615 W,"1,432 W",757 W
2024/3/22 11:00:00,"1,528 W",435 W,354 W,739 W
2024/3/22 12:00:00,"3,879 W","2,013 W","1,391 W",475 W
2024/3/22 13:00:00,"1,487 W",413 W,344 W,730 W
2024/3/22 14:00:00,"1,935 W",559 W,"1,272 W",104 W
2024/3/22 15:00:00,"2,124 W",466 W,"1,408 W",250 W
2024/3/22 16:00:00,582 W,313 W,168 W,101 W
2024/3/22 17:00:00,741 W,393 W,217 W,131 W
2024/3/22 18:00:00,863 W,276 W,410 W,177 W
2024/3/22 19:00:00,897 W,296 W,419 W,182 W
2024/3/22 20:00:00,763 W,412 W,170 W,181 W
2024/3/22 21:00:00,642 W,268 W,192 W,182 W
2024/3/22 22:00:00,748 W,276 W,291 W,181 W
2024/3/22 23:00:00,581 W,205 W,193 W,183 W
2024/3/23 0:00:00,939 W,394 W,361 W,184 W
2024/3/23 1:00:00,572 W,210 W,178 W,184 W
2024/3/23 2:00:00,622 W,247 W,191 W,184 W
2024/3/23 3:00:00,896 W,419 W,291 W,186 W
2024/3/23 4:00:00,836 W,372 W,280 W,184 W
2024/3/23 5:00:00,762 W,400 W,177 W,185 W
2024/3/23 6:00:00,624 W,268 W,173 W,183 W
2024/3/23 7:00:00,855 W,459 W,262 W,134 W
2024/3/23 8:00:00,448 W,157 W,171 W,120 W
2024/3/23 9:00:00,435 W,155 W,168 W,112 W
2024/3/23 10:00:00,686 W,308 W,266 W,112 W
2024/3/23 19:00:00,747 W,300 W,262 W,185 W
2024/3/23 20:00:00,625 W,288 W,153 W,184 W
2024/3/23 21:00:00,690 W,322 W,183 W,185 W
2024/3/23 22:00:00,652 W,321 W,145 W,186 W
2024/3/23 23:00:00,861 W,353 W,324 W,184 W
2024/3/24 0:00:00,912 W,571 W,157 W,184 W
2024/3/24 1:00:00,"1,041 W",412 W,444 W,185 W
2024/3/24 2:00:00,825 W,320 W,319 W,186 W
2024/3/24 3:00:00,768 W,324 W,259 W,185 W
2024/3/24 4:00:00,510 W,179 W,147 W,184 W
2024/3/24 5:00:00,930 W,318 W,427 W,185 W
2024/3/24 6:00:00,684 W,284 W,221 W,179 W
2024/3/24 7:00:00,919 W,406 W,383 W,130 W
2024/3/24 8:00:00,711 W,356 W,241 W,114 W
2024/3/24 9:00:00,653 W,348 W,203 W,102 W
2024/3/24 10:00:00,561 W,306 W,153 W,102 W
2024/3/24 11:00:00,825 W,277 W,443 W,105 W
2024/3/24 12:00:00,864 W,495 W,264 W,105 W
2024/3/24 13:00:00,645 W,303 W,238 W,104 W
2024/3/24 14:00:00,920 W,303 W,511 W,106 W
2024/3/24 15:00:00,446 W,200 W,137 W,109 W
2024/3/24 16:00:00,728 W,445 W,169 W,114 W
2024/3/24 17:00:00,525 W,162 W,249 W,114 W
2024/3/24 18:00:00,498 W,172 W,182 W,144 W
2024/3/24 19:00:00,723 W,161 W,378 W,184 W
2024/3/24 20:00:00,723 W,277 W,264 W,182 W
2024/3/24 21:00:00,844 W,471 W,189 W,184 W
2024/3/24 22:00:00,696 W,292 W,221 W,183 W
2024/3/24 23:00:00,930 W,490 W,257 W,183 W
2024/3/25 0:00:00,642 W,302 W,155 W,185 W
2024/3/25 1:00:00,548 W,212 W,152 W,184 W
2024/3/25 2:00:00,784 W,186 W,414 W,184 W
2024/3/25 3:00:00,513 W,181 W,147 W,185 W
2024/3/25 4:00:00,797 W,449 W,163 W,185 W
2024/3/25 5:00:00,629 W,298 W,147 W,184 W
2024/3/25 6:00:00,730 W,408 W,149 W,173 W
2024/3/25 7:00:00,624 W,305 W,216 W,103 W
2024/3/25 8:00:00,504 W,262 W,136 W,106 W
2024/3/25 9:00:00,"1,321 W",990 W,138 W,193 W
2024/3/25 10:00:00,"4,138 W","3,629 W",268 W,241 W
2024/3/25 11:00:00,"4,208 W","3,694 W",380 W,134 W
2024/3/25 12:00:00,"1,555 W",420 W,986 W,149 W
2024/3/25 13:00:00,715 W,293 W,312 W,110 W
2024/3/25 14:00:00,636 W,214 W,288 W,134 W
2024/3/25 15:00:00,682 W,328 W,246 W,108 W
2024/3/25 16:00:00,716 W,438 W,172 W,106 W
2024/3/25 17:00:00,630 W,214 W,294 W,122 W
2024/3/25 18:00:00,696 W,381 W,171 W,144 W
2024/3/25 19:00:00,854 W,423 W,248 W,183 W
2024/3/25 20:00:00,710 W,257 W,269 W,184 W
2024/3/25 21:00:00,649 W,291 W,173 W,185 W
2024/3/25 22:00:00,663 W,299 W,179 W,185 W
2024/3/25 23:00:00,930 W,414 W,329 W,187 W
2024/3/26 0:00:00,681 W,314 W,181 W,186 W
2024/3/26 1:00:00,678 W,310 W,179 W,189 W
2024/3/26 2:00:00,921 W,341 W,391 W,189 W
2024/3/26 3:00:00,"1,008 W",640 W,180 W,188 W
2024/3/26 4:00:00,989 W,417 W,384 W,188 W
2024/3/26 5:00:00,692 W,307 W,197 W,188 W
2024/3/26 6:00:00,534 W,181 W,174 W,179 W
2024/3/26 7:00:00,587 W,295 W,170 W,122 W
2024/3/26 8:00:00,435 W,158 W,165 W,112 W
2024/3/26 9:00:00,655 W,327 W,214 W,114 W
2024/3/26 10:00:00,"1,244 W",238 W,479 W,527 W
2024/3/26 11:00:00,"2,099 W",663 W,935 W,501 W
2024/3/29 12:00:00,"1,269 W",602 W,514 W,153 W
2024/3/29 13:00:00,"2,635 W","1,083 W","1,407 W",145 W
2024/3/29 14:00:00,"1,883 W",495 W,"1,193 W",195 W
2024/3/29 15:00:00,"2,336 W","1,240 W",481 W,615 W
2024/3/29 16:00:00,961 W,443 W,412 W,106 W
2024/3/29 17:00:00,"1,011 W",552 W,346 W,113 W
2024/3/29 18:00:00,693 W,335 W,195 W,163 W
2024/3/29 19:00:00,624 W,189 W,253 W,182 W
2024/3/29 20:00:00,673 W,189 W,300 W,184 W
2024/3/29 21:00:00,995 W,613 W,198 W,184 W
2024/3/29 22:00:00,"1,096 W",563 W,349 W,184 W
2024/3/29 23:00:00,947 W,531 W,231 W,185 W
2024/3/30 0:00:00,846 W,436 W,225 W,185 W
2024/3/30 1:00:00,883 W,496 W,202 W,185 W
2024/3/30 2:00:00,"1,035 W",359 W,491 W,185 W
2024/3/30 3:00:00,960 W,526 W,249 W,185 W
2024/3/30 4:00:00,"1,040 W",555 W,300 W,185 W
2024/3/30 5:00:00,829 W,428 W,216 W,185 W
2024/3/30 6:00:00,899 W,336 W,383 W,180 W
2024/3/30 7:00:00,742 W,428 W,199 W,115 W
2024/3/30 8:00:00,"1,585 W","1,018 W",453 W,114 W
2024/3/30 9:00:00,989 W,460 W,423 W,106 W
2024/3/30 10:00:00,745 W,347 W,293 W,105 W
2024/3/30 11:00:00,837 W,533 W,196 W,108 W
2024/3/30 12:00:00,595 W,298 W,191 W,106 W
2024/3/30 13:00:00,815 W,279 W,429 W,107 W
2024/3/30 14:00:00,528 W,222 W,199 W,107 W
2024/3/30 15:00:00,790 W,484 W,196 W,110 W
2024/3/30 16:00:00,734 W,325 W,302 W,107 W
2024/3/30 17:00:00,683 W,377 W,200 W,106 W
2024/3/30 18:00:00,898 W,539 W,223 W,136 W
2024/3/30 19:00:00,864 W,362 W,320 W,182 W
2024/3/30 20:00:00,"1,627 W",762 W,667 W,198 W
2024/3/30 21:00:00,"1,196 W",551 W,457 W,188 W
2024/3/30 22:00:00,"1,041 W",521 W,327 W,193 W
2024/3/30 23:00:00,675 W,262 W,219 W,194 W
2024/3/31 0:00:00,892 W,493 W,206 W,193 W
2024/3/31 1:00:00,"1,185 W",656 W,337 W,192 W
2024/3/31 2:00:00,723 W,215 W,316 W,192 W
2024/3/31 3:00:00,865 W,469 W,204 W,192 W
2024/3/31 4:00:00,640 W,245 W,203 W,192 W
2024/3/31 5:00:00,"1,209 W",702 W,314 W,193 W
2024/3/31 6:00:00,636 W,242 W,225 W,169 W
2024/3/31 7:00:00,916 W,611 W,195 W,110 W
2024/3/31 8:00:00,706 W,234 W,364 W,108 W
2024/3/31 9:00:00,908 W,520 W,279 W,109 W
2024/3/31 10:00:00,"1,733 W",896 W,372 W,465 W
2024/3/31 11:00:00,938 W,554 W,248 W,136 W
2024/3/31 12:00:00,"1,306 W",857 W,308 W,141 W
2024/3/31 13:00:00,"2,956 W","1,380 W","1,457 W",119 W
2024/3/31 14:00:00,"1,276 W",526 W,343 W,407 W
2024/3/31 15:00:00,"1,665 W",902 W,373 W,390 W
2024/3/31 16:00:00,"1,310 W",660 W,542 W,108 W
2024/3/31 17:00:00,860 W,547 W,198 W,115 W
2024/3/31 18:00:00,681 W,355 W,195 W,131 W
2024/3/31 19:00:00,"1,196 W",573 W,431 W,192 W
2024/3/31 20:00:00,690 W,305 W,196 W,189 W
2024/3/31 21:00:00,"1,253 W",372 W,691 W,190 W
2024/3/31 22:00:00,"1,050 W",623 W,236 W,191 W
2024/3/31 23:00:00,826 W,316 W,318 W,192 W
2024/4/1 0:00:00,897 W,495 W,210 W,192 W
2024/4/1 1:00:00,903 W,373 W,336 W,194 W
2024/4/1 2:00:00,"1,116 W",675 W,247 W,194 W
2024/4/1 3:00:00,"1,050 W",341 W,515 W,194 W
2024/4/1 4:00:00,957 W,430 W,333 W,194 W
2024/4/1 5:00:00,985 W,448 W,343 W,194 W
2024/4/1 6:00:00,"1,018 W",647 W,215 W,156 W
2024/4/1 7:00:00,709 W,401 W,200 W,108 W
2024/4/1 8:00:00,687 W,292 W,288 W,107 W
2024/4/1 9:00:00,"1,863 W","1,323 W",434 W,106 W
2024/4/1 10:00:00,"4,613 W","3,857 W",335 W,421 W
2024/4/1 11:00:00,"4,477 W","3,854 W",351 W,272 W
2024/4/1 12:00:00,"4,158 W","2,715 W","1,274 W",169 W
2024/4/1 13:00:00,"1,742 W",568 W,767 W,407 W
2024/4/1 14:00:00,"2,518 W","1,888 W",475 W,155 W
2024/4/1 15:00:00,"1,275 W",667 W,457 W,151 W
2024/4/1 16:00:00,937 W,520 W,310 W,107 W
2024/4/1 17:00:00,953 W,652 W,195 W,106 W
2024/4/1 18:00:00,976 W,538 W,302 W,136 W
2024/4/1 19:00:00,941 W,322 W,431 W,188 W
2024/4/1 20:00:00,"2,876 W","1,771 W",916 W,189 W
2024/4/1 21:00:00,"1,150 W",626 W,335 W,189 W
2024/4/1 22:00:00,808 W,405 W,212 W,191 W
2024/4/1 23:00:00,"1,360 W",955 W,213 W,192 W
2024/4/2 0:00:00,"1,161 W",755 W,213 W,193 W
2024/4/2 1:00:00,793 W,398 W,209 W,186 W
2024/4/2 2:00:00,797 W,298 W,313 W,186 W
2024/4/2 3:00:00,665 W,271 W,207 W,187 W
2024/4/2 4:00:00,839 W,446 W,207 W,186 W
2024/4/2 5:00:00,615 W,283 W,147 W,185 W
2024/4/2 6:00:00,849 W,494 W,210 W,145 W
