Time,Total (W),Phase_A (W),Phase_B (W),Phase_C (W)
2024/4/25 0:00:00,738 W,164 W,390 W,184 W
2024/4/25 1:00:00,616 W,117 W,314 W,185 W
2024/4/25 2:00:00,"1,446 W",912 W,348 W,186 W
2024/4/25 3:00:00,"1,392 W",893 W,313 W,186 W
2024/4/25 4:00:00,699 W,159 W,355 W,185 W
2024/4/25 5:00:00,950 W,343 W,422 W,185 W
2024/4/25 6:00:00,814 W,386 W,294 W,134 W
2024/4/25 7:00:00,"1,587 W",865 W,610 W,112 W
2024/4/25 8:00:00,"1,218 W",789 W,325 W,104 W
2024/4/25 9:00:00,"1,412 W",364 W,945 W,103 W
2024/4/25 10:00:00,"1,560 W","1,107 W",316 W,137 W
2024/4/25 11:00:00,"1,360 W",725 W,496 W,139 W
2024/4/25 12:00:00,"1,292 W",726 W,431 W,135 W
2024/4/25 13:00:00,"1,449 W",896 W,415 W,138 W
2024/4/25 14:00:00,818 W,456 W,253 W,109 W
2024/4/25 15:00:00,869 W,379 W,354 W,136 W
2024/4/25 16:00:00,"1,163 W",747 W,311 W,105 W
2024/4/25 17:00:00,"1,073 W",736 W,232 W,105 W
2024/4/25 18:00:00,881 W,451 W,297 W,133 W
2024/4/25 19:00:00,506 W,143 W,186 W,177 W
2024/4/25 20:00:00,622 W,250 W,192 W,180 W
2024/4/25 21:00:00,"1,202 W",823 W,197 W,182 W
2024/4/25 22:00:00,"1,147 W",762 W,201 W,184 W
2024/4/25 23:00:00,888 W,347 W,357 W,184 W
2024/4/26 0:00:00,978 W,496 W,298 W,184 W
2024/4/26 1:00:00,847 W,339 W,324 W,184 W
2024/4/26 2:00:00,"1,288 W",862 W,241 W,185 W
2024/4/26 3:00:00,"1,387 W",881 W,321 W,185 W
2024/4/26 4:00:00,676 W,282 W,209 W,185 W
2024/4/26 5:00:00,668 W,277 W,207 W,184 W
2024/4/26 6:00:00,876 W,332 W,405 W,139 W
2024/4/26 7:00:00,"1,062 W",643 W,304 W,115 W
2024/4/26 8:00:00,"1,194 W",766 W,326 W,102 W
2024/4/26 9:00:00,"1,284 W",987 W,193 W,104 W
2024/4/26 10:00:00,"1,174 W",321 W,384 W,469 W
2024/4/26 11:00:00,"2,214 W",899 W,860 W,455 W
2024/4/26 12:00:00,"1,942 W",869 W,599 W,474 W
2024/4/26 13:00:00,875 W,515 W,220 W,140 W
2024/4/26 14:00:00,978 W,487 W,386 W,105 W
2024/4/26 15:00:00,938 W,322 W,304 W,312 W
2024/4/26 16:00:00,"1,317 W","1,017 W",196 W,104 W
2024/4/26 17:00:00,"1,125 W",834 W,188 W,103 W
2024/4/26 18:00:00,604 W,277 W,196 W,131 W
2024/4/26 19:00:00,778 W,269 W,329 W,180 W
2024/4/26 20:00:00,869 W,486 W,202 W,181 W
2024/4/26 21:00:00,"1,202 W",636 W,384 W,182 W
2024/4/26 22:00:00,"1,063 W",677 W,202 W,184 W
2024/4/26 23:00:00,770 W,146 W,439 W,185 W
2024/4/27 0:00:00,613 W,219 W,209 W,185 W
2024/4/27 1:00:00,"1,424 W",926 W,312 W,186 W
2024/4/27 2:00:00,"1,130 W",725 W,219 W,186 W
2024/4/27 3:00:00,773 W,277 W,311 W,185 W
2024/4/27 4:00:00,753 W,343 W,225 W,185 W
2024/4/27 5:00:00,842 W,343 W,315 W,184 W
2024/4/27 6:00:00,"1,191 W",770 W,284 W,137 W
2024/4/27 7:00:00,948 W,614 W,221 W,113 W
2024/4/27 8:00:00,591 W,254 W,227 W,110 W
2024/4/27 9:00:00,586 W,286 W,198 W,102 W
2024/4/27 10:00:00,663 W,247 W,307 W,109 W
2024/4/27 11:00:00,"1,026 W",717 W,204 W,105 W
2024/4/27 12:00:00,"1,211 W",817 W,288 W,106 W
2024/4/27 13:00:00,496 W,197 W,194 W,105 W
2024/4/27 14:00:00,534 W,147 W,281 W,106 W
2024/4/27 15:00:00,"1,159 W",819 W,236 W,104 W
2024/4/27 16:00:00,"1,044 W",740 W,199 W,105 W
2024/4/27 17:00:00,724 W,316 W,305 W,103 W
2024/4/27 18:00:00,404 W,87 W,195 W,122 W
2024/4/27 19:00:00,625 W,137 W,309 W,179 W
2024/4/27 20:00:00,"1,155 W",715 W,257 W,183 W
2024/4/27 21:00:00,"1,210 W",727 W,298 W,185 W
2024/4/27 22:00:00,623 W,239 W,200 W,184 W
2024/4/27 23:00:00,843 W,320 W,339 W,184 W
2024/4/28 0:00:00,683 W,256 W,242 W,185 W
2024/4/28 1:00:00,"1,382 W",902 W,295 W,185 W
2024/4/28 2:00:00,"1,294 W",905 W,204 W,185 W
2024/4/28 3:00:00,848 W,334 W,329 W,185 W
2024/4/28 4:00:00,894 W,489 W,220 W,185 W
2024/4/28 5:00:00,787 W,234 W,369 W,184 W
2024/4/28 6:00:00,"1,112 W",793 W,192 W,127 W
2024/4/28 7:00:00,"1,214 W",664 W,438 W,112 W
2024/4/28 8:00:00,487 W,141 W,241 W,105 W
2024/4/28 9:00:00,"1,230 W",913 W,214 W,103 W
2024/4/28 10:00:00,"1,175 W",544 W,217 W,414 W
2024/4/28 11:00:00,"1,916 W","1,105 W",392 W,419 W
2024/4/28 12:00:00,"1,228 W",802 W,333 W,93 W
2024/4/28 13:00:00,973 W,523 W,356 W,94 W
2024/4/28 14:00:00,944 W,513 W,238 W,193 W
2024/4/28 15:00:00,"1,894 W","1,400 W",400 W,94 W
2024/4/28 16:00:00,942 W,607 W,240 W,95 W
2024/4/28 17:00:00,"1,191 W",762 W,334 W,95 W
2024/4/28 18:00:00,712 W,380 W,212 W,120 W
2024/4/28 19:00:00,587 W,221 W,201 W,165 W
2024/4/28 20:00:00,"1,251 W",770 W,311 W,170 W
2024/4/28 21:00:00,"1,045 W",676 W,197 W,172 W
2024/4/28 22:00:00,742 W,257 W,312 W,173 W
2024/4/28 23:00:00,747 W,307 W,268 W,172 W
2024/4/29 0:00:00,734 W,213 W,349 W,172 W
2024/4/29 1:00:00,"1,129 W",748 W,208 W,173 W
2024/4/29 2:00:00,"1,228 W",721 W,334 W,173 W
2024/4/29 3:00:00,577 W,150 W,254 W,173 W
2024/4/29 4:00:00,668 W,167 W,328 W,173 W
2024/4/29 5:00:00,686 W,268 W,246 W,172 W
2024/4/29 6:00:00,913 W,600 W,196 W,117 W
2024/4/29 7:00:00,"1,177 W",719 W,357 W,101 W
2024/4/29 8:00:00,371 W,85 W,193 W,93 W
2024/4/29 9:00:00,"1,556 W","1,167 W",294 W,95 W
2024/4/29 10:00:00,"5,224 W","3,817 W","1,204 W",203 W
2024/4/29 11:00:00,"6,661 W","6,107 W",354 W,200 W
2024/4/29 12:00:00,"5,881 W","5,311 W",325 W,245 W
2024/4/29 13:00:00,"6,367 W","5,560 W",588 W,219 W
2024/4/29 14:00:00,"4,371 W","3,566 W",475 W,330 W
2024/4/29 15:00:00,"4,664 W","4,085 W",287 W,292 W
2024/4/29 16:00:00,"1,167 W",752 W,320 W,95 W
2024/4/29 17:00:00,599 W,303 W,201 W,95 W
2024/4/29 18:00:00,791 W,349 W,324 W,118 W
2024/4/29 19:00:00,650 W,289 W,191 W,170 W
2024/4/29 20:00:00,979 W,476 W,332 W,171 W
2024/4/29 21:00:00,"1,332 W",926 W,235 W,171 W
2024/4/29 22:00:00,"1,431 W",983 W,277 W,171 W
2024/4/29 23:00:00,862 W,382 W,308 W,172 W
2024/4/30 0:00:00,935 W,553 W,210 W,172 W
2024/4/30 1:00:00,801 W,420 W,208 W,173 W
2024/4/30 2:00:00,"1,143 W",694 W,276 W,173 W
2024/4/30 3:00:00,"1,358 W",969 W,217 W,172 W
2024/4/30 4:00:00,659 W,281 W,205 W,173 W
2024/4/30 5:00:00,778 W,333 W,272 W,173 W
2024/4/30 6:00:00,"1,056 W",642 W,298 W,116 W
2024/4/30 7:00:00,"1,203 W",830 W,271 W,102 W
2024/4/30 8:00:00,"1,236 W",825 W,318 W,93 W
2024/4/30 9:00:00,"1,380 W",991 W,295 W,94 W
2024/4/30 10:00:00,950 W,475 W,382 W,93 W
2024/4/30 11:00:00,"1,774 W",418 W,"1,254 W",102 W
2024/4/30 12:00:00,"1,435 W",703 W,638 W,94 W
2024/4/30 13:00:00,"2,108 W",917 W,"1,095 W",96 W
2024/4/30 14:00:00,"1,388 W",748 W,439 W,201 W
2024/4/30 15:00:00,"3,216 W","2,656 W",360 W,200 W
2024/4/30 16:00:00,"1,074 W",586 W,288 W,200 W
2024/4/30 17:00:00,"1,067 W",781 W,192 W,94 W
2024/4/30 18:00:00,"1,247 W",934 W,196 W,117 W
2024/4/30 19:00:00,"1,105 W",668 W,268 W,169 W
2024/4/30 20:00:00,948 W,303 W,474 W,171 W
2024/4/30 21:00:00,850 W,361 W,318 W,171 W
2024/4/30 22:00:00,465 W,94 W,200 W,171 W
2024/4/30 23:00:00,"1,361 W",853 W,335 W,173 W
2024/5/1 0:00:00,"1,166 W",769 W,224 W,173 W
2024/5/1 1:00:00,588 W,99 W,317 W,172 W
2024/5/1 2:00:00,"2,836 W","1,566 W","1,095 W",175 W
2024/5/1 3:00:00,"3,699 W","2,856 W",668 W,175 W
2024/5/1 4:00:00,778 W,407 W,196 W,175 W
2024/5/1 5:00:00,"1,090 W",627 W,290 W,173 W
2024/5/1 6:00:00,"1,426 W",967 W,343 W,116 W
2024/5/1 7:00:00,"1,248 W",885 W,259 W,104 W
2024/5/1 8:00:00,"1,297 W",832 W,369 W,96 W
2024/5/1 13:00:00,"2,123 W","1,817 W",208 W,98 W
2024/5/1 14:00:00,"1,218 W",929 W,191 W,98 W
2024/5/1 15:00:00,748 W,463 W,188 W,97 W
2024/5/1 16:00:00,644 W,351 W,198 W,95 W
2024/5/1 17:00:00,"1,225 W",964 W,166 W,95 W
2024/5/1 18:00:00,"1,303 W",896 W,293 W,114 W
2024/5/1 19:00:00,668 W,315 W,184 W,169 W
2024/5/1 20:00:00,674 W,254 W,248 W,172 W
2024/5/1 21:00:00,762 W,422 W,168 W,172 W
2024/5/1 22:00:00,"1,109 W",645 W,292 W,172 W
2024/5/1 23:00:00,"1,166 W",823 W,171 W,172 W
2024/5/2 0:00:00,858 W,390 W,296 W,172 W
2024/5/2 1:00:00,985 W,435 W,377 W,173 W
2024/5/2 2:00:00,819 W,222 W,423 W,174 W
2024/5/2 3:00:00,"1,341 W",845 W,322 W,174 W
2024/5/2 4:00:00,"1,325 W",832 W,319 W,174 W
2024/5/2 5:00:00,741 W,219 W,349 W,173 W
2024/5/2 6:00:00,653 W,375 W,167 W,111 W
2024/5/2 7:00:00,587 W,331 W,158 W,98 W
2024/5/2 8:00:00,"1,157 W",886 W,176 W,95 W
2024/5/2 9:00:00,"2,280 W","1,460 W",726 W,94 W
2024/5/2 10:00:00,578 W,198 W,286 W,94 W
2024/5/2 11:00:00,"3,403 W","1,987 W","1,322 W",94 W
2024/5/2 12:00:00,"1,016 W",427 W,494 W,95 W
2024/5/2 13:00:00,866 W,445 W,326 W,95 W
2024/5/2 14:00:00,"1,323 W",876 W,353 W,94 W
2024/5/2 15:00:00,"1,283 W",697 W,417 W,169 W
2024/5/2 16:00:00,742 W,264 W,314 W,164 W
2024/5/2 17:00:00,628 W,242 W,292 W,94 W
2024/5/2 18:00:00,795 W,278 W,397 W,120 W
2024/5/2 19:00:00,"1,283 W",820 W,294 W,169 W
2024/5/2 20:00:00,"1,153 W",660 W,321 W,172 W
2024/5/2 21:00:00,672 W,142 W,359 W,171 W
2024/5/2 22:00:00,622 W,143 W,306 W,173 W
2024/5/2 23:00:00,574 W,95 W,306 W,173 W
2024/5/3 0:00:00,"1,309 W",824 W,311 W,174 W
2024/5/3 1:00:00,"1,236 W",652 W,409 W,175 W
2024/5/3 2:00:00,719 W,97 W,448 W,174 W
2024/5/3 3:00:00,607 W,98 W,335 W,174 W
2024/5/3 4:00:00,706 W,154 W,377 W,175 W
2024/5/3 5:00:00,"1,215 W",733 W,308 W,174 W
2024/5/3 6:00:00,"1,147 W",822 W,197 W,128 W
2024/5/3 7:00:00,"1,087 W",800 W,185 W,102 W
2024/5/3 8:00:00,596 W,289 W,214 W,93 W
2024/5/3 9:00:00,"1,302 W","1,012 W",194 W,96 W
2024/5/3 10:00:00,"1,394 W",938 W,361 W,95 W
2024/5/3 11:00:00,"1,213 W",897 W,222 W,94 W
2024/5/3 12:00:00,"1,115 W",754 W,267 W,94 W
2024/5/3 13:00:00,"1,325 W",466 W,764 W,95 W
2024/5/3 14:00:00,409 W,105 W,210 W,94 W
2024/5/3 15:00:00,"1,350 W",418 W,838 W,94 W
2024/5/3 16:00:00,911 W,627 W,189 W,95 W
2024/5/3 17:00:00,984 W,698 W,193 W,93 W
2024/5/3 18:00:00,510 W,88 W,299 W,123 W
2024/5/3 19:00:00,458 W,86 W,201 W,171 W
2024/5/3 20:00:00,917 W,506 W,241 W,170 W
2024/5/3 21:00:00,975 W,592 W,212 W,171 W
2024/5/3 22:00:00,"1,182 W",811 W,199 W,172 W
2024/5/3 23:00:00,647 W,260 W,215 W,172 W
2024/5/4 0:00:00,665 W,247 W,246 W,172 W
2024/5/4 1:00:00,974 W,595 W,206 W,173 W
2024/5/4 2:00:00,"1,337 W",959 W,205 W,173 W
2024/5/4 3:00:00,"1,209 W",792 W,244 W,173 W
2024/5/4 4:00:00,724 W,340 W,210 W,174 W
2024/5/4 5:00:00,649 W,272 W,205 W,172 W
2024/5/4 6:00:00,676 W,355 W,202 W,119 W
2024/5/4 7:00:00,"1,148 W",843 W,198 W,107 W
2024/5/4 8:00:00,947 W,658 W,190 W,99 W
2024/5/4 9:00:00,"1,265 W",818 W,353 W,94 W
2024/5/4 10:00:00,517 W,220 W,203 W,94 W
2024/5/4 11:00:00,666 W,266 W,305 W,95 W
2024/5/4 12:00:00,"1,063 W",666 W,302 W,95 W
2024/5/4 13:00:00,"1,015 W",605 W,316 W,94 W
2024/5/4 14:00:00,"1,355 W",808 W,452 W,95 W
2024/5/4 15:00:00,850 W,447 W,309 W,94 W
2024/5/4 16:00:00,729 W,325 W,310 W,94 W
2024/5/4 17:00:00,765 W,442 W,207 W,116 W
2024/5/4 18:00:00,"1,028 W",759 W,129 W,140 W
2024/5/4 19:00:00,"1,258 W",892 W,197 W,169 W
2024/5/4 20:00:00,663 W,291 W,202 W,170 W
2024/5/4 21:00:00,831 W,447 W,212 W,172 W
2024/5/4 22:00:00,989 W,587 W,229 W,173 W
2024/5/4 23:00:00,"1,154 W",781 W,201 W,172 W
2024/5/5 0:00:00,"1,366 W",890 W,302 W,174 W
2024/5/5 1:00:00,519 W,140 W,206 W,173 W
2024/5/5 2:00:00,492 W,193 W,125 W,174 W
2024/5/5 3:00:00,487 W,102 W,212 W,173 W
2024/5/5 4:00:00,"1,077 W",693 W,210 W,174 W
2024/5/5 5:00:00,"1,197 W",719 W,305 W,173 W
2024/5/5 6:00:00,507 W,81 W,298 W,128 W
2024/5/5 7:00:00,675 W,267 W,298 W,110 W
2024/5/5 8:00:00,380 W,76 W,208 W,96 W
2024/5/5 9:00:00,"1,002 W",718 W,191 W,93 W
2024/5/5 10:00:00,"5,327 W","4,218 W",834 W,275 W
2024/5/5 11:00:00,"4,398 W","3,748 W",356 W,294 W
2024/5/5 12:00:00,"4,134 W","3,630 W",406 W,98 W
2024/5/5 13:00:00,"1,088 W",548 W,309 W,231 W
2024/5/5 14:00:00,"4,770 W","4,069 W",286 W,415 W
2024/5/5 15:00:00,"4,688 W","4,083 W",270 W,335 W
2024/5/5 16:00:00,661 W,259 W,200 W,202 W
2024/5/5 17:00:00,799 W,397 W,190 W,212 W
2024/5/5 18:00:00,681 W,306 W,132 W,243 W
2024/5/5 19:00:00,"1,399 W",831 W,292 W,276 W
2024/5/5 20:00:00,"1,375 W",888 W,211 W,276 W
2024/5/5 21:00:00,875 W,279 W,324 W,272 W
2024/5/5 22:00:00,908 W,333 W,299 W,276 W
2024/5/5 23:00:00,945 W,295 W,375 W,275 W
2024/5/6 0:00:00,"1,456 W",879 W,404 W,173 W
2024/5/6 1:00:00,"1,380 W",896 W,310 W,174 W
2024/5/6 2:00:00,"1,322 W",700 W,448 W,174 W
2024/5/6 3:00:00,894 W,354 W,367 W,173 W
2024/5/6 4:00:00,526 W,135 W,218 W,173 W
2024/5/6 5:00:00,"1,048 W",672 W,203 W,173 W
2024/5/6 6:00:00,"1,291 W",899 W,264 W,128 W
2024/5/6 7:00:00,642 W,242 W,296 W,104 W
2024/5/6 8:00:00,605 W,318 W,193 W,94 W
2024/5/6 9:00:00,"1,342 W","1,041 W",207 W,94 W
2024/5/6 10:00:00,"1,538 W","1,151 W",249 W,138 W
2024/5/6 11:00:00,"2,467 W","1,073 W","1,265 W",129 W
2024/5/6 12:00:00,"1,059 W",388 W,538 W,133 W
2024/5/6 13:00:00,"1,049 W",454 W,501 W,94 W
2024/5/6 14:00:00,711 W,284 W,335 W,92 W
2024/5/6 15:00:00,"1,193 W",790 W,251 W,152 W
2024/5/6 16:00:00,"1,443 W",872 W,454 W,117 W
2024/5/6 17:00:00,"1,063 W",751 W,189 W,123 W
2024/5/6 18:00:00,672 W,380 W,148 W,144 W
2024/5/6 19:00:00,622 W,222 W,210 W,190 W
2024/5/6 20:00:00,"1,023 W",513 W,312 W,198 W
2024/5/6 21:00:00,772 W,301 W,273 W,198 W
2024/5/6 22:00:00,"1,395 W",848 W,356 W,191 W
2024/5/6 23:00:00,705 W,230 W,289 W,186 W
2024/5/7 0:00:00,"1,475 W",922 W,358 W,195 W
2024/5/7 1:00:00,721 W,301 W,230 W,190 W
2024/5/7 2:00:00,710 W,296 W,223 W,191 W
2024/5/7 3:00:00,"1,058 W",545 W,323 W,190 W
2024/5/7 4:00:00,"1,342 W",791 W,362 W,189 W
2024/5/7 5:00:00,"1,312 W",893 W,231 W,188 W
2024/5/7 9:00:00,"1,883 W","1,232 W",217 W,434 W
2024/5/7 10:00:00,"1,690 W",516 W,796 W,378 W
2024/5/7 11:00:00,"1,483 W",837 W,344 W,302 W
2024/5/7 12:00:00,"1,643 W","1,029 W",283 W,331 W
2024/5/7 13:00:00,"1,989 W","1,083 W",556 W,350 W
2024/5/7 14:00:00,"1,728 W","1,062 W",365 W,301 W
2024/5/7 15:00:00,"1,733 W","1,135 W",310 W,288 W
2024/5/7 16:00:00,596 W,253 W,196 W,147 W
2024/5/7 17:00:00,"1,468 W","1,037 W",253 W,178 W
2024/5/7 18:00:00,"1,147 W",714 W,261 W,172 W
2024/5/7 19:00:00,734 W,380 W,171 W,183 W
2024/5/7 20:00:00,704 W,280 W,239 W,185 W
2024/5/7 21:00:00,"1,217 W",862 W,170 W,185 W
2024/5/7 22:00:00,"1,377 W",914 W,278 W,185 W
2024/5/7 23:00:00,801 W,285 W,330 W,186 W
2024/5/8 0:00:00,824 W,441 W,197 W,186 W
2024/5/8 1:00:00,702 W,336 W,180 W,186 W
2024/5/8 2:00:00,993 W,520 W,287 W,186 W
2024/5/8 3:00:00,"1,156 W",793 W,177 W,186 W
2024/5/8 4:00:00,"1,267 W",733 W,347 W,187 W
2024/5/8 5:00:00,642 W,257 W,200 W,185 W
2024/5/8 6:00:00,793 W,407 W,251 W,135 W
2024/5/8 7:00:00,496 W,210 W,165 W,121 W
2024/5/8 8:00:00,"1,220 W",805 W,291 W,124 W
2024/5/8 9:00:00,"1,010 W",623 W,278 W,109 W
2024/5/8 10:00:00,"1,054 W",538 W,234 W,282 W
2024/5/8 11:00:00,940 W,443 W,244 W,253 W
2024/5/8 12:00:00,616 W,210 W,268 W,138 W
2024/5/8 13:00:00,"2,907 W","2,454 W",337 W,116 W
2024/5/8 14:00:00,"1,172 W",838 W,216 W,118 W
2024/5/8 15:00:00,810 W,484 W,178 W,148 W
2024/5/8 16:00:00,644 W,302 W,207 W,135 W
2024/5/8 17:00:00,570 W,156 W,283 W,131 W
2024/5/8 18:00:00,"1,258 W",817 W,307 W,134 W
2024/5/8 19:00:00,"1,098 W",739 W,179 W,180 W
2024/5/8 20:00:00,629 W,245 W,200 W,184 W
2024/5/8 21:00:00,523 W,152 W,187 W,184 W
2024/5/8 22:00:00,963 W,357 W,420 W,186 W
2024/5/8 23:00:00,"1,239 W",834 W,220 W,185 W
2024/5/9 0:00:00,"1,050 W",677 W,187 W,186 W
2024/5/9 1:00:00,885 W,365 W,333 W,187 W
2024/5/9 2:00:00,698 W,201 W,311 W,186 W
2024/5/9 3:00:00,550 W,166 W,197 W,187 W
2024/5/9 4:00:00,"1,325 W",872 W,267 W,186 W
2024/5/9 5:00:00,"1,194 W",661 W,346 W,187 W
2024/5/9 6:00:00,616 W,256 W,191 W,169 W
2024/5/9 7:00:00,505 W,204 W,169 W,132 W
2024/5/9 8:00:00,845 W,407 W,314 W,124 W
2024/5/9 9:00:00,"1,011 W",730 W,174 W,107 W
2024/5/9 10:00:00,660 W,247 W,283 W,130 W
2024/5/9 11:00:00,818 W,369 W,320 W,129 W
2024/5/9 12:00:00,"5,210 W","4,645 W",435 W,130 W
2024/5/9 13:00:00,"5,523 W","3,911 W","1,504 W",108 W
2024/5/9 14:00:00,"5,397 W","3,837 W","1,333 W",227 W
2024/5/9 15:00:00,"1,926 W",336 W,"1,441 W",149 W
2024/5/9 16:00:00,601 W,282 W,214 W,105 W
2024/5/9 17:00:00,609 W,152 W,344 W,113 W
2024/5/9 18:00:00,"1,498 W",825 W,539 W,134 W
2024/5/9 19:00:00,980 W,635 W,163 W,182 W
2024/5/9 20:00:00,"1,038 W",679 W,175 W,184 W
2024/5/9 21:00:00,904 W,267 W,453 W,184 W
2024/5/9 22:00:00,702 W,221 W,296 W,185 W
2024/5/9 23:00:00,"1,248 W",771 W,291 W,186 W
2024/5/10 0:00:00,"1,331 W",911 W,234 W,186 W
2024/5/10 1:00:00,"1,374 W",994 W,193 W,187 W
2024/5/10 2:00:00,982 W,553 W,243 W,186 W
2024/5/10 3:00:00,875 W,403 W,283 W,189 W
2024/5/10 4:00:00,"1,344 W",923 W,235 W,186 W
2024/5/10 5:00:00,"1,356 W",926 W,243 W,187 W
2024/5/10 6:00:00,"1,295 W",865 W,283 W,147 W
2024/5/10 7:00:00,801 W,405 W,273 W,123 W
2024/5/10 8:00:00,626 W,364 W,159 W,103 W
2024/5/10 9:00:00,"1,737 W","1,477 W",158 W,102 W
2024/5/10 10:00:00,"2,588 W","1,152 W","1,133 W",303 W
2024/5/10 11:00:00,"5,013 W","4,382 W",528 W,103 W
2024/5/10 12:00:00,"4,526 W","3,765 W",391 W,370 W
2024/5/10 13:00:00,"1,271 W",443 W,462 W,366 W
2024/5/10 14:00:00,"1,758 W","1,319 W",327 W,112 W
2024/5/10 15:00:00,"1,276 W",934 W,241 W,101 W
2024/5/10 16:00:00,"1,165 W",672 W,388 W,105 W
2024/5/10 17:00:00,638 W,277 W,256 W,105 W
2024/5/10 18:00:00,849 W,351 W,267 W,231 W
2024/5/10 19:00:00,"1,201 W",747 W,278 W,176 W
2024/5/10 20:00:00,974 W,634 W,159 W,181 W
2024/5/10 21:00:00,"1,031 W",690 W,162 W,179 W
2024/5/10 22:00:00,678 W,219 W,278 W,181 W
2024/5/10 23:00:00,759 W,296 W,282 W,181 W
2024/5/11 0:00:00,"1,051 W",594 W,277 W,180 W
2024/5/11 1:00:00,"1,104 W",752 W,170 W,182 W
2024/5/11 2:00:00,"1,452 W",984 W,286 W,182 W
2024/5/11 3:00:00,589 W,222 W,186 W,181 W
2024/5/11 4:00:00,583 W,232 W,169 W,182 W
2024/5/11 5:00:00,849 W,393 W,275 W,181 W
2024/5/11 6:00:00,"1,167 W",750 W,272 W,145 W
2024/5/11 7:00:00,"1,092 W",804 W,168 W,120 W
2024/5/11 8:00:00,779 W,278 W,384 W,117 W
2024/5/11 9:00:00,483 W,218 W,160 W,105 W
2024/5/11 10:00:00,769 W,371 W,292 W,106 W
2024/5/11 11:00:00,"1,169 W",786 W,276 W,107 W
2024/5/11 12:00:00,"1,102 W",833 W,163 W,106 W
2024/5/11 13:00:00,485 W,159 W,215 W,111 W
2024/5/11 14:00:00,539 W,154 W,278 W,107 W
2024/5/11 15:00:00,495 W,218 W,170 W,107 W
2024/5/11 16:00:00,"1,010 W",642 W,260 W,108 W
2024/5/11 17:00:00,"1,222 W",849 W,265 W,108 W
2024/5/11 18:00:00,628 W,219 W,285 W,124 W
2024/5/11 19:00:00,546 W,206 W,161 W,179 W
2024/5/11 20:00:00,604 W,260 W,167 W,177 W
2024/5/11 21:00:00,"1,082 W",737 W,165 W,180 W
2024/5/11 22:00:00,"1,308 W",838 W,290 W,180 W
2024/5/11 23:00:00,753 W,300 W,273 W,180 W
2024/5/12 0:00:00,767 W,275 W,311 W,181 W
2024/5/12 1:00:00,717 W,234 W,300 W,183 W
2024/5/12 2:00:00,"1,077 W",723 W,171 W,183 W
2024/5/12 3:00:00,"1,167 W",793 W,192 W,182 W
2024/5/12 4:00:00,"1,226 W",749 W,296 W,181 W
2024/5/12 5:00:00,"1,368 W",999 W,175 W,194 W
2024/5/12 6:00:00,"1,392 W",884 W,357 W,151 W
2024/5/12 7:00:00,464 W,111 W,214 W,139 W
2024/5/12 8:00:00,"1,248 W",233 W,880 W,135 W
2024/5/12 9:00:00,"1,733 W","1,419 W",209 W,105 W
2024/5/12 10:00:00,"1,527 W",739 W,347 W,441 W
2024/5/12 11:00:00,"3,392 W",415 W,"2,154 W",823 W
2024/5/12 12:00:00,"5,743 W","3,346 W","1,883 W",514 W
2024/5/12 13:00:00,"1,290 W",297 W,816 W,177 W
2024/5/12 14:00:00,"2,335 W","1,009 W",757 W,569 W
2024/5/12 15:00:00,"1,841 W","1,071 W",632 W,138 W
2024/5/12 16:00:00,970 W,481 W,377 W,112 W
2024/5/12 17:00:00,786 W,212 W,457 W,117 W
2024/5/12 18:00:00,"1,406 W",774 W,501 W,131 W
2024/5/12 19:00:00,"1,334 W",792 W,367 W,175 W
2024/5/12 20:00:00,910 W,365 W,362 W,183 W
2024/5/12 21:00:00,749 W,204 W,363 W,182 W
2024/5/12 22:00:00,779 W,117 W,480 W,182 W
2024/5/12 23:00:00,"1,430 W",637 W,609 W,184 W
2024/5/13 0:00:00,"1,371 W",800 W,388 W,183 W
2024/5/13 1:00:00,734 W,169 W,381 W,184 W
2024/5/13 2:00:00,"1,029 W",346 W,499 W,184 W
2024/5/13 3:00:00,921 W,357 W,380 W,184 W
2024/5/13 4:00:00,"1,215 W",623 W,406 W,186 W
2024/5/13 5:00:00,"1,403 W",748 W,471 W,184 W
2024/5/13 6:00:00,810 W,276 W,389 W,145 W
2024/5/13 7:00:00,933 W,243 W,564 W,126 W
2024/5/13 8:00:00,"1,461 W",859 W,491 W,111 W
2024/5/13 9:00:00,"1,237 W",688 W,438 W,111 W
2024/5/13 10:00:00,"4,153 W","3,528 W",452 W,173 W
2024/5/13 11:00:00,"6,231 W","3,570 W","2,248 W",413 W
2024/5/13 12:00:00,"1,312 W",473 W,669 W,170 W
2024/5/13 13:00:00,"1,729 W","1,078 W",506 W,145 W
2024/5/13 14:00:00,"2,735 W",963 W,"1,600 W",172 W
2024/5/13 15:00:00,"1,337 W",349 W,727 W,261 W
2024/5/13 16:00:00,924 W,219 W,530 W,175 W
2024/5/13 17:00:00,"1,069 W",652 W,311 W,106 W
2024/5/13 18:00:00,"1,225 W",657 W,439 W,129 W
2024/5/13 19:00:00,"1,439 W",833 W,424 W,182 W
2024/5/13 20:00:00,722 W,230 W,308 W,184 W
2024/5/13 21:00:00,715 W,218 W,312 W,185 W
2024/5/13 22:00:00,"1,396 W",889 W,323 W,184 W
2024/5/13 23:00:00,"1,504 W",770 W,547 W,187 W
2024/5/14 0:00:00,979 W,345 W,448 W,186 W
2024/5/14 1:00:00,"1,063 W",345 W,529 W,189 W
2024/5/14 2:00:00,632 W,120 W,326 W,186 W
