Time,Total (W),Phase_A (W),Phase_B (W),Phase_C (W)
2024/2/24 16:00:00,"2,937 W",392 W,207 W,"2,338 W"
2024/2/24 17:00:00,971 W,392 W,202 W,377 W
2024/2/24 18:00:00,828 W,378 W,197 W,253 W
2024/2/24 19:00:00,"1,015 W",372 W,194 W,449 W
2024/2/24 20:00:00,"1,027 W",372 W,200 W,455 W
2024/2/24 21:00:00,"1,054 W",389 W,203 W,462 W
2024/2/24 22:00:00,"1,098 W",396 W,228 W,474 W
2024/2/24 23:00:00,"1,100 W",397 W,229 W,474 W
2024/2/25 0:00:00,"1,112 W",403 W,236 W,473 W
2024/2/25 1:00:00,"1,119 W",407 W,233 W,479 W
2024/2/25 2:00:00,"1,113 W",402 W,234 W,477 W
2024/2/25 3:00:00,"1,107 W",400 W,233 W,474 W
2024/2/25 4:00:00,"1,112 W",402 W,232 W,478 W
2024/2/25 5:00:00,"2,305 W",438 W,309 W,"1,558 W"
2024/2/25 6:00:00,"2,238 W",423 W,314 W,"1,501 W"
2024/2/25 7:00:00,"3,099 W",388 W,202 W,"2,509 W"
2024/2/25 8:00:00,"3,128 W",375 W,191 W,"2,562 W"
2024/2/25 9:00:00,"3,443 W",383 W,200 W,"2,860 W"
2024/2/25 10:00:00,"5,136 W",420 W,193 W,"4,523 W"
2024/2/25 11:00:00,"5,152 W",430 W,199 W,"4,523 W"
2024/2/25 12:00:00,"1,554 W",420 W,197 W,937 W
2024/2/25 13:00:00,"4,506 W",411 W,202 W,"3,893 W"
2024/2/25 14:00:00,"2,990 W",423 W,191 W,"2,376 W"
2024/2/25 15:00:00,"2,955 W",427 W,200 W,"2,328 W"
2024/2/25 16:00:00,"2,952 W",420 W,197 W,"2,335 W"
2024/2/25 17:00:00,961 W,389 W,204 W,368 W
2024/2/25 18:00:00,946 W,374 W,198 W,374 W
2024/2/25 19:00:00,"3,145 W",378 W,205 W,"2,562 W"
2024/2/25 20:00:00,"3,154 W",386 W,209 W,"2,559 W"
2024/2/25 21:00:00,"1,054 W",386 W,202 W,466 W
2024/2/25 22:00:00,"1,094 W",393 W,225 W,476 W
2024/2/25 23:00:00,"1,103 W",401 W,222 W,480 W
2024/2/26 0:00:00,"1,130 W",401 W,229 W,500 W
2024/2/26 1:00:00,"1,103 W",401 W,226 W,476 W
2024/2/26 2:00:00,"1,108 W",397 W,232 W,479 W
2024/2/26 3:00:00,"1,109 W",401 W,229 W,479 W
2024/2/26 4:00:00,"1,106 W",399 W,229 W,478 W
2024/2/26 5:00:00,"2,311 W",416 W,313 W,"1,582 W"
2024/2/26 6:00:00,"2,262 W",431 W,314 W,"1,517 W"
2024/2/26 7:00:00,"1,488 W",383 W,202 W,903 W
2024/2/26 8:00:00,"4,482 W",381 W,187 W,"3,914 W"
2024/2/26 9:00:00,"6,384 W",386 W,200 W,"5,798 W"
2024/2/26 10:00:00,"4,482 W",386 W,192 W,"3,904 W"
2024/2/26 11:00:00,"3,465 W",389 W,198 W,"2,878 W"
2024/2/26 12:00:00,"5,096 W",393 W,200 W,"4,503 W"
2024/2/26 13:00:00,"3,419 W",392 W,198 W,"2,829 W"
2024/2/26 14:00:00,"5,111 W",391 W,259 W,"4,461 W"
2024/2/26 15:00:00,"5,048 W",391 W,263 W,"4,394 W"
2024/2/26 16:00:00,"3,080 W",390 W,200 W,"2,490 W"
2024/2/26 17:00:00,964 W,399 W,202 W,363 W
2024/2/26 18:00:00,883 W,427 W,200 W,256 W
2024/2/26 19:00:00,"5,268 W",423 W,194 W,"4,651 W"
2024/2/26 20:00:00,"3,416 W",434 W,207 W,"2,775 W"
2024/2/26 21:00:00,"1,045 W",388 W,200 W,457 W
2024/2/26 22:00:00,"1,063 W",399 W,204 W,460 W
2024/2/26 23:00:00,"1,096 W",403 W,228 W,465 W
2024/2/27 0:00:00,"1,099 W",402 W,234 W,463 W
2024/2/27 1:00:00,"1,095 W",404 W,227 W,464 W
2024/2/27 2:00:00,"1,095 W",403 W,229 W,463 W
2024/2/27 3:00:00,"1,102 W",405 W,232 W,465 W
2024/2/27 4:00:00,"1,110 W",406 W,241 W,463 W
2024/2/27 5:00:00,"2,318 W",458 W,316 W,"1,544 W"
2024/2/27 6:00:00,"2,171 W",418 W,289 W,"1,464 W"
2024/2/27 7:00:00,"4,435 W",385 W,202 W,"3,848 W"
2024/2/27 8:00:00,"2,648 W",373 W,183 W,"2,092 W"
2024/2/27 9:00:00,"5,981 W",387 W,193 W,"5,401 W"
2024/2/27 10:00:00,"5,227 W",461 W,197 W,"4,569 W"
2024/2/27 11:00:00,"3,222 W",454 W,223 W,"2,545 W"
2024/2/27 12:00:00,"4,219 W",458 W,"1,196 W","2,565 W"
2024/2/27 13:00:00,"4,774 W",460 W,"1,495 W","2,819 W"
2024/2/27 14:00:00,"4,764 W",460 W,"1,488 W","2,816 W"
2024/2/27 15:00:00,"4,149 W",432 W,"1,218 W","2,499 W"
2024/2/27 16:00:00,"3,466 W",427 W,226 W,"2,813 W"
2024/2/27 17:00:00,"3,442 W",395 W,224 W,"2,823 W"
2024/2/27 18:00:00,"3,427 W",413 W,208 W,"2,806 W"
2024/2/27 19:00:00,"3,586 W",377 W,199 W,"3,010 W"
2024/2/27 20:00:00,"1,038 W",377 W,202 W,459 W
2024/2/27 21:00:00,"1,039 W",375 W,203 W,461 W
2024/2/27 22:00:00,"1,072 W",383 W,227 W,462 W
2024/2/27 23:00:00,"1,064 W",385 W,214 W,465 W
2024/2/28 0:00:00,"1,118 W",389 W,232 W,497 W
2024/2/28 1:00:00,"1,112 W",393 W,233 W,486 W
2024/2/28 2:00:00,"1,114 W",388 W,240 W,486 W
2024/2/28 3:00:00,"1,106 W",390 W,233 W,483 W
2024/2/28 4:00:00,"1,111 W",391 W,234 W,486 W
2024/2/28 5:00:00,"2,318 W",444 W,312 W,"1,562 W"
2024/2/28 6:00:00,"2,248 W",407 W,317 W,"1,524 W"
2024/2/28 7:00:00,"4,524 W",367 W,202 W,"3,955 W"
2024/2/28 8:00:00,"4,679 W",369 W,197 W,"4,113 W"
2024/2/28 9:00:00,"4,847 W",395 W,323 W,"4,129 W"
2024/2/28 10:00:00,"3,400 W",442 W,"1,673 W","1,285 W"
2024/2/28 11:00:00,"4,567 W",446 W,"1,726 W","2,395 W"
2024/2/28 12:00:00,"7,621 W",451 W,"1,512 W","5,658 W"
2024/2/28 13:00:00,"6,684 W",430 W,462 W,"5,792 W"
2024/2/28 14:00:00,"4,733 W",416 W,450 W,"3,867 W"
2024/2/28 15:00:00,"4,648 W",413 W,413 W,"3,822 W"
2024/2/28 16:00:00,"4,613 W",409 W,424 W,"3,780 W"
2024/2/28 17:00:00,"4,306 W",375 W,206 W,"3,725 W"
2024/2/28 18:00:00,858 W,366 W,211 W,281 W
2024/2/28 19:00:00,"5,208 W",358 W,215 W,"4,635 W"
2024/2/28 20:00:00,"1,065 W",369 W,204 W,492 W
2024/2/28 21:00:00,"1,073 W",372 W,204 W,497 W
2024/2/28 22:00:00,"1,090 W",375 W,218 W,497 W
2024/2/28 23:00:00,"1,120 W",384 W,233 W,503 W
2024/2/29 0:00:00,"1,122 W",383 W,230 W,509 W
2024/2/29 1:00:00,"1,132 W",392 W,234 W,506 W
2024/2/29 2:00:00,"1,128 W",389 W,232 W,507 W
2024/2/29 3:00:00,"1,128 W",388 W,234 W,506 W
2024/2/29 4:00:00,"1,122 W",381 W,232 W,509 W
2024/2/29 5:00:00,"1,116 W",379 W,227 W,510 W
2024/2/29 6:00:00,"1,017 W",409 W,308 W,300 W
2024/2/29 7:00:00,"5,043 W",397 W,206 W,"4,440 W"
2024/2/29 8:00:00,"6,076 W",383 W,"1,221 W","4,472 W"
2024/2/29 9:00:00,"7,701 W",417 W,"1,252 W","6,032 W"
2024/2/29 10:00:00,"5,138 W",457 W,"1,277 W","3,404 W"
2024/2/29 11:00:00,"5,625 W",607 W,443 W,"4,575 W"
2024/2/29 12:00:00,"7,271 W",464 W,429 W,"6,378 W"
2024/2/29 13:00:00,"5,798 W",462 W,432 W,"4,904 W"
2024/2/29 14:00:00,"5,647 W",432 W,451 W,"4,764 W"
2024/2/29 15:00:00,"4,787 W",434 W,403 W,"3,950 W"
2024/2/29 16:00:00,"3,655 W",437 W,641 W,"2,577 W"
2024/2/29 17:00:00,"1,125 W",438 W,235 W,452 W
2024/2/29 18:00:00,"5,268 W",391 W,253 W,"4,624 W"
2024/2/29 19:00:00,"5,470 W",395 W,259 W,"4,816 W"
2024/2/29 20:00:00,"1,086 W",398 W,232 W,456 W
2024/2/29 21:00:00,"1,129 W",403 W,270 W,456 W
2024/2/29 22:00:00,"1,119 W",402 W,256 W,461 W
2024/2/29 23:00:00,"1,168 W",408 W,304 W,456 W
2024/3/1 0:00:00,"1,136 W",408 W,259 W,469 W
2024/3/1 1:00:00,"1,181 W",410 W,308 W,463 W
2024/3/1 2:00:00,"1,124 W",405 W,256 W,463 W
2024/3/1 3:00:00,"1,125 W",410 W,254 W,461 W
2024/3/1 4:00:00,"1,155 W",406 W,286 W,463 W
2024/3/1 5:00:00,"1,118 W",401 W,256 W,461 W
2024/3/1 6:00:00,"2,129 W",433 W,332 W,"1,364 W"
2024/3/1 7:00:00,867 W,385 W,238 W,244 W
2024/3/1 8:00:00,"2,603 W",389 W,194 W,"2,020 W"
2024/3/1 9:00:00,"5,400 W",431 W,209 W,"4,760 W"
2024/3/1 10:00:00,"4,638 W",425 W,245 W,"3,968 W"
2024/3/1 12:00:00,"5,425 W",398 W,284 W,"4,743 W"
2024/3/1 13:00:00,"3,515 W",387 W,319 W,"2,809 W"
2024/3/1 14:00:00,"5,286 W",367 W,271 W,"4,648 W"
2024/3/1 15:00:00,"1,477 W",371 W,230 W,876 W
2024/3/1 16:00:00,"4,510 W",336 W,291 W,"3,883 W"
2024/3/1 17:00:00,869 W,342 W,283 W,244 W
2024/3/1 18:00:00,844 W,338 W,255 W,251 W
2024/3/1 19:00:00,"5,215 W",337 W,279 W,"4,599 W"
2024/3/1 20:00:00,"4,693 W",344 W,279 W,"4,070 W"
2024/3/1 21:00:00,"1,077 W",340 W,270 W,467 W
2024/3/1 22:00:00,"1,152 W",349 W,329 W,474 W
2024/3/1 23:00:00,"1,109 W",350 W,287 W,472 W
2024/3/2 0:00:00,"1,114 W",351 W,292 W,471 W
2024/3/2 1:00:00,"1,107 W",350 W,286 W,471 W
2024/3/2 2:00:00,"1,111 W",353 W,289 W,469 W
2024/3/2 3:00:00,"1,131 W",351 W,311 W,469 W
2024/3/2 4:00:00,"1,079 W",352 W,259 W,468 W
2024/3/2 5:00:00,"2,276 W",363 W,371 W,"1,542 W"
2024/3/2 6:00:00,"2,253 W",379 W,338 W,"1,536 W"
2024/3/2 7:00:00,864 W,335 W,272 W,257 W
2024/3/2 8:00:00,"3,059 W",329 W,232 W,"2,498 W"
2024/3/2 9:00:00,"5,252 W",335 W,270 W,"4,647 W"
2024/3/2 10:00:00,"4,431 W",336 W,234 W,"3,861 W"
2024/3/2 11:00:00,"5,492 W",576 W,270 W,"4,646 W"
2024/3/2 12:00:00,"4,764 W",607 W,280 W,"3,877 W"
2024/3/2 13:00:00,"5,250 W",600 W,237 W,"4,413 W"
2024/3/2 14:00:00,"5,669 W",590 W,289 W,"4,790 W"
2024/3/2 15:00:00,"4,763 W",597 W,241 W,"3,925 W"
2024/3/2 16:00:00,"1,504 W",344 W,271 W,889 W
2024/3/2 17:00:00,"5,254 W",348 W,279 W,"4,627 W"
2024/3/2 18:00:00,"4,497 W",341 W,285 W,"3,871 W"
2024/3/2 19:00:00,"2,496 W",337 W,239 W,"1,920 W"
2024/3/2 20:00:00,"3,089 W",346 W,247 W,"2,496 W"
2024/3/2 21:00:00,"1,078 W",348 W,256 W,474 W
2024/3/2 22:00:00,"1,135 W",351 W,305 W,479 W
2024/3/2 23:00:00,"1,141 W",358 W,297 W,486 W
2024/3/3 0:00:00,"1,120 W",362 W,261 W,497 W
2024/3/3 1:00:00,"1,184 W",376 W,310 W,498 W
2024/3/3 2:00:00,"1,122 W",367 W,262 W,493 W
2024/3/3 3:00:00,"1,132 W",368 W,266 W,498 W
2024/3/3 4:00:00,"1,121 W",359 W,265 W,497 W
2024/3/3 5:00:00,"1,124 W",350 W,306 W,468 W
2024/3/3 6:00:00,"2,318 W",397 W,336 W,"1,585 W"
2024/3/3 7:00:00,853 W,337 W,266 W,250 W
2024/3/3 8:00:00,"6,600 W",331 W,366 W,"5,903 W"
2024/3/3 9:00:00,"5,363 W",335 W,369 W,"4,659 W"
2024/3/3 10:00:00,"2,235 W",710 W,411 W,"1,114 W"
2024/3/3 11:00:00,"3,909 W",708 W,423 W,"2,778 W"
2024/3/3 12:00:00,"6,301 W",841 W,410 W,"5,050 W"
2024/3/3 13:00:00,"8,295 W","1,394 W",448 W,"6,453 W"
2024/3/3 14:00:00,"5,586 W","1,111 W",421 W,"4,054 W"
2024/3/3 15:00:00,"2,394 W",721 W,372 W,"1,301 W"
2024/3/3 16:00:00,"5,666 W",658 W,295 W,"4,713 W"
2024/3/3 17:00:00,884 W,368 W,251 W,265 W
2024/3/3 18:00:00,935 W,346 W,273 W,316 W
2024/3/3 19:00:00,"1,602 W",324 W,230 W,"1,048 W"
2024/3/3 20:00:00,"3,301 W",338 W,256 W,"2,707 W"
2024/3/3 21:00:00,"1,037 W",335 W,238 W,464 W
2024/3/3 22:00:00,"1,114 W",338 W,309 W,467 W
2024/3/3 23:00:00,"1,059 W",338 W,257 W,464 W
2024/3/4 0:00:00,"1,054 W",337 W,257 W,460 W
2024/3/4 1:00:00,"1,064 W",339 W,262 W,463 W
2024/3/4 2:00:00,"1,089 W",340 W,289 W,460 W
2024/3/4 3:00:00,"1,059 W",343 W,257 W,459 W
2024/3/4 4:00:00,"1,074 W",343 W,267 W,464 W
2024/3/4 5:00:00,"1,175 W",354 W,345 W,476 W
2024/3/4 6:00:00,"2,082 W",365 W,376 W,"1,341 W"
2024/3/4 7:00:00,810 W,328 W,241 W,241 W
2024/3/4 8:00:00,"3,423 W",317 W,253 W,"2,853 W"
2024/3/4 9:00:00,"3,390 W",369 W,387 W,"2,634 W"
2024/3/4 10:00:00,"5,974 W",779 W,409 W,"4,786 W"
2024/3/4 11:00:00,"5,255 W",860 W,384 W,"4,011 W"
2024/3/4 12:00:00,"1,917 W",467 W,456 W,994 W
2024/3/4 13:00:00,"4,456 W",834 W,690 W,"2,932 W"
2024/3/4 14:00:00,"5,755 W",820 W,436 W,"4,499 W"
2024/3/4 15:00:00,"4,712 W",367 W,461 W,"3,884 W"
2024/3/4 16:00:00,"1,572 W",378 W,270 W,924 W
2024/3/4 17:00:00,"3,553 W",592 W,362 W,"2,599 W"
2024/3/4 18:00:00,"1,698 W",399 W,316 W,983 W
2024/3/4 19:00:00,"4,536 W",378 W,268 W,"3,890 W"
2024/3/4 20:00:00,"5,534 W",384 W,260 W,"4,890 W"
2024/3/4 21:00:00,"1,191 W",378 W,297 W,516 W
2024/3/4 22:00:00,"1,177 W",384 W,278 W,515 W
2024/3/4 23:00:00,"1,173 W",385 W,268 W,520 W
2024/3/5 0:00:00,"1,220 W",386 W,317 W,517 W
2024/3/5 1:00:00,"1,190 W",388 W,276 W,526 W
2024/3/5 2:00:00,"1,198 W",391 W,282 W,525 W
2024/3/5 3:00:00,"1,187 W",384 W,285 W,518 W
2024/3/5 4:00:00,"1,225 W",403 W,305 W,517 W
2024/3/5 5:00:00,"2,351 W",406 W,346 W,"1,599 W"
2024/3/5 6:00:00,"2,074 W",396 W,328 W,"1,350 W"
2024/3/5 7:00:00,"4,542 W",366 W,272 W,"3,904 W"
2024/3/5 8:00:00,"3,563 W",359 W,222 W,"2,982 W"
2024/3/5 9:00:00,"1,799 W",361 W,363 W,"1,075 W"
2024/3/5 10:00:00,"5,468 W",363 W,426 W,"4,679 W"
2024/3/5 11:00:00,"5,685 W",361 W,421 W,"4,903 W"
2024/3/5 12:00:00,"3,496 W",365 W,373 W,"2,758 W"
2024/3/5 13:00:00,"1,889 W",356 W,414 W,"1,119 W"
2024/3/5 14:00:00,"5,382 W",389 W,371 W,"4,622 W"
2024/3/5 15:00:00,"4,890 W",490 W,372 W,"4,028 W"
2024/3/5 16:00:00,"1,965 W",512 W,409 W,"1,044 W"
2024/3/5 17:00:00,976 W,452 W,287 W,237 W
2024/3/5 18:00:00,980 W,448 W,232 W,300 W
2024/3/5 19:00:00,"2,532 W",456 W,249 W,"1,827 W"
2024/3/5 20:00:00,"1,855 W",376 W,277 W,"1,202 W"
2024/3/5 21:00:00,"1,065 W",362 W,251 W,452 W
2024/3/5 22:00:00,"1,086 W",369 W,259 W,458 W
2024/3/5 23:00:00,"1,117 W",374 W,283 W,460 W
2024/3/6 0:00:00,"1,091 W",373 W,256 W,462 W
2024/3/6 1:00:00,"1,097 W",375 W,262 W,460 W
2024/3/6 2:00:00,"1,103 W",374 W,256 W,473 W
2024/3/6 3:00:00,"1,105 W",378 W,261 W,466 W
2024/3/6 4:00:00,"1,156 W",375 W,309 W,472 W
2024/3/6 5:00:00,"1,227 W",417 W,341 W,469 W
2024/3/6 6:00:00,"2,070 W",398 W,339 W,"1,333 W"
2024/3/6 7:00:00,"1,459 W",355 W,261 W,843 W
2024/3/6 8:00:00,"3,058 W",353 W,228 W,"2,477 W"
2024/3/6 9:00:00,"5,280 W",358 W,278 W,"4,644 W"
2024/3/6 10:00:00,"3,808 W",744 W,537 W,"2,527 W"
2024/3/6 11:00:00,"4,917 W",745 W,274 W,"3,898 W"
2024/3/6 12:00:00,"4,804 W",374 W,309 W,"4,121 W"
2024/3/6 13:00:00,"4,838 W",714 W,310 W,"3,814 W"
2024/3/6 14:00:00,"1,560 W",371 W,265 W,924 W
2024/3/6 15:00:00,"1,496 W",356 W,296 W,844 W
2024/3/6 16:00:00,"4,337 W",338 W,317 W,"3,682 W"
2024/3/6 17:00:00,"4,434 W",349 W,240 W,"3,845 W"
2024/3/6 18:00:00,819 W,328 W,255 W,236 W
2024/3/6 19:00:00,"5,200 W",331 W,287 W,"4,582 W"
2024/3/6 20:00:00,"1,026 W",335 W,240 W,451 W
2024/3/6 21:00:00,"1,031 W",336 W,246 W,449 W
2024/3/6 22:00:00,"1,067 W",340 W,269 W,458 W
2024/3/6 23:00:00,"1,080 W",342 W,278 W,460 W
2024/3/7 0:00:00,"1,068 W",343 W,268 W,457 W
2024/3/7 1:00:00,"1,111 W",348 W,298 W,465 W
2024/3/7 2:00:00,"1,069 W",343 W,268 W,458 W
2024/3/7 3:00:00,"1,117 W",347 W,310 W,460 W
2024/3/7 4:00:00,"1,082 W",348 W,272 W,462 W
2024/3/7 5:00:00,"2,338 W",406 W,370 W,"1,562 W"
2024/3/7 6:00:00,"2,054 W",404 W,338 W,"1,312 W"
2024/3/7 7:00:00,"4,390 W",335 W,236 W,"3,819 W"
2024/3/7 8:00:00,"5,634 W",326 W,238 W,"5,070 W"
2024/3/7 9:00:00,"1,664 W",328 W,219 W,"1,117 W"
2024/3/7 10:00:00,"5,083 W",345 W,259 W,"4,479 W"
2024/3/7 11:00:00,"4,855 W",396 W,240 W,"4,219 W"
2024/3/7 12:00:00,"4,844 W",414 W,608 W,"3,822 W"
2024/3/7 13:00:00,"4,676 W",419 W,607 W,"3,650 W"
2024/3/7 14:00:00,"4,522 W",900 W,79 W,"3,543 W"
2024/3/7 15:00:00,"2,885 W",384 W,77 W,"2,424 W"
2024/3/7 16:00:00,"4,047 W",389 W,119 W,"3,539 W"
2024/3/7 17:00:00,"4,058 W",299 W,80 W,"3,679 W"
2024/3/7 18:00:00,"4,808 W",299 W,105 W,"4,404 W"
2024/3/7 19:00:00,"1,371 W",293 W,118 W,960 W
2024/3/7 20:00:00,"4,500 W",303 W,80 W,"4,117 W"
2024/3/7 21:00:00,721 W,304 W,107 W,310 W
2024/3/7 22:00:00,700 W,310 W,79 W,311 W
2024/3/7 23:00:00,748 W,310 W,105 W,333 W
2024/3/8 0:00:00,724 W,308 W,82 W,334 W
2024/3/8 1:00:00,739 W,313 W,92 W,334 W
2024/3/8 2:00:00,770 W,313 W,123 W,334 W
2024/3/8 3:00:00,748 W,310 W,106 W,332 W
2024/3/8 4:00:00,731 W,311 W,87 W,333 W
2024/3/8 5:00:00,"1,948 W",355 W,181 W,"1,412 W"
2024/3/8 6:00:00,"1,869 W",346 W,162 W,"1,361 W"
2024/3/8 7:00:00,513 W,287 W,114 W,112 W
2024/3/8 8:00:00,474 W,290 W,75 W,109 W
2024/3/8 9:00:00,482 W,297 W,73 W,112 W
2024/3/8 10:00:00,520 W,290 W,120 W,110 W
2024/3/8 11:00:00,485 W,299 W,74 W,112 W
2024/3/8 12:00:00,523 W,299 W,112 W,112 W
2024/3/8 13:00:00,533 W,302 W,116 W,115 W
2024/3/8 14:00:00,"3,935 W",303 W,80 W,"3,552 W"
2024/3/8 15:00:00,"4,895 W",306 W,106 W,"4,483 W"
2024/3/8 16:00:00,"1,119 W",301 W,121 W,697 W
2024/3/8 17:00:00,"4,166 W",305 W,83 W,"3,778 W"
2024/3/8 18:00:00,"4,121 W",302 W,106 W,"3,713 W"
2024/3/8 19:00:00,"4,560 W",300 W,123 W,"4,137 W"
2024/3/8 20:00:00,706 W,301 W,76 W,329 W
2024/3/8 21:00:00,741 W,305 W,104 W,332 W
2024/3/8 22:00:00,719 W,307 W,77 W,335 W
2024/3/8 23:00:00,748 W,310 W,105 W,333 W
2024/3/9 0:00:00,729 W,313 W,81 W,335 W
2024/3/9 1:00:00,779 W,314 W,131 W,334 W
2024/3/9 2:00:00,742 W,313 W,95 W,334 W
2024/3/9 3:00:00,738 W,314 W,90 W,334 W
2024/3/9 4:00:00,724 W,312 W,81 W,331 W
2024/3/9 5:00:00,"1,997 W",370 W,205 W,"1,422 W"
2024/3/9 6:00:00,548 W,339 W,80 W,129 W
2024/3/9 7:00:00,530 W,297 W,118 W,115 W
2024/3/9 8:00:00,474 W,288 W,75 W,111 W
2024/3/9 9:00:00,472 W,287 W,73 W,112 W
2024/3/9 10:00:00,510 W,291 W,110 W,109 W
2024/3/9 11:00:00,479 W,295 W,72 W,112 W
2024/3/9 12:00:00,562 W,297 W,74 W,191 W
2024/3/9 13:00:00,523 W,295 W,116 W,112 W
2024/3/9 14:00:00,486 W,295 W,78 W,113 W
2024/3/9 15:00:00,486 W,295 W,77 W,114 W
2024/3/9 16:00:00,528 W,295 W,122 W,111 W
2024/3/9 17:00:00,491 W,301 W,78 W,112 W
2024/3/9 18:00:00,536 W,296 W,120 W,120 W
2024/3/9 19:00:00,"1,345 W",294 W,74 W,977 W
2024/3/9 20:00:00,"4,344 W",304 W,107 W,"3,933 W"
2024/3/9 21:00:00,713 W,305 W,78 W,330 W
2024/3/9 22:00:00,747 W,306 W,108 W,333 W
2024/3/9 23:00:00,728 W,311 W,82 W,335 W
2024/3/10 0:00:00,806 W,330 W,141 W,335 W
2024/3/10 1:00:00,738 W,324 W,82 W,332 W
2024/3/10 2:00:00,780 W,326 W,120 W,334 W
2024/3/10 3:00:00,739 W,324 W,82 W,333 W
2024/3/10 4:00:00,741 W,325 W,83 W,333 W
2024/3/10 5:00:00,831 W,336 W,162 W,333 W
2024/3/10 6:00:00,686 W,364 W,186 W,136 W
2024/3/10 7:00:00,"4,655 W",317 W,81 W,"4,257 W"
2024/3/10 8:00:00,"5,246 W",313 W,"1,044 W","3,889 W"
2024/3/10 9:00:00,"5,451 W",501 W,"1,059 W","3,891 W"
2024/3/10 10:00:00,"5,807 W",870 W,"1,092 W","3,845 W"
2024/3/10 11:00:00,"5,185 W","1,218 W",181 W,"3,786 W"
2024/3/10 12:00:00,"5,520 W",571 W,"1,292 W","3,657 W"
2024/3/10 13:00:00,"3,115 W",561 W,142 W,"2,412 W"
2024/3/10 14:00:00,"4,100 W",319 W,154 W,"3,627 W"
2024/3/10 15:00:00,"3,117 W",348 W,158 W,"2,611 W"
2024/3/10 16:00:00,"4,370 W",318 W,105 W,"3,947 W"
2024/3/10 17:00:00,707 W,313 W,146 W,248 W
2024/3/10 18:00:00,532 W,310 W,102 W,120 W
2024/3/10 19:00:00,"4,406 W",316 W,133 W,"3,957 W"
2024/3/10 20:00:00,"4,326 W",323 W,80 W,"3,923 W"
2024/3/10 21:00:00,732 W,323 W,78 W,331 W
2024/3/10 22:00:00,783 W,325 W,124 W,334 W
2024/3/10 23:00:00,740 W,326 W,81 W,333 W
2024/3/11 0:00:00,785 W,326 W,125 W,334 W
2024/3/11 1:00:00,745 W,328 W,83 W,334 W
2024/3/11 2:00:00,789 W,329 W,127 W,333 W
2024/3/11 3:00:00,745 W,328 W,84 W,333 W
2024/3/11 4:00:00,744 W,326 W,86 W,332 W
2024/3/11 5:00:00,"1,959 W",371 W,165 W,"1,423 W"
2024/3/11 6:00:00,"1,625 W",353 W,125 W,"1,147 W"
2024/3/11 7:00:00,502 W,311 W,77 W,114 W
2024/3/11 8:00:00,"3,009 W",307 W,77 W,"2,625 W"
2024/3/11 9:00:00,"4,909 W",311 W,80 W,"4,518 W"
2024/3/11 10:00:00,"3,011 W",314 W,75 W,"2,622 W"
2024/3/11 11:00:00,"4,900 W",312 W,78 W,"4,510 W"
2024/3/11 12:00:00,"4,182 W",312 W,112 W,"3,758 W"
2024/3/11 13:00:00,"3,963 W",313 W,75 W,"3,575 W"
2024/3/11 14:00:00,"4,354 W",315 W,79 W,"3,960 W"
2024/3/11 15:00:00,"4,017 W",311 W,124 W,"3,582 W"
2024/3/11 16:00:00,"2,131 W",314 W,77 W,"1,740 W"
2024/3/11 17:00:00,"4,215 W",315 W,77 W,"3,823 W"
2024/3/11 18:00:00,680 W,317 W,120 W,243 W
2024/3/11 19:00:00,"4,245 W",318 W,83 W,"3,844 W"
2024/3/11 20:00:00,"1,427 W",323 W,120 W,984 W
2024/3/11 21:00:00,733 W,322 W,80 W,331 W
2024/3/11 22:00:00,790 W,329 W,127 W,334 W
2024/3/11 23:00:00,756 W,331 W,91 W,334 W
2024/3/12 0:00:00,803 W,335 W,133 W,335 W
2024/3/12 1:00:00,742 W,329 W,80 W,333 W
2024/3/12 2:00:00,785 W,330 W,121 W,334 W
2024/3/12 3:00:00,763 W,336 W,93 W,334 W
2024/3/12 4:00:00,761 W,333 W,94 W,334 W
2024/3/12 5:00:00,864 W,338 W,194 W,332 W
2024/3/12 6:00:00,854 W,356 W,160 W,338 W
2024/3/12 7:00:00,"4,153 W",313 W,80 W,"3,760 W"
2024/3/12 8:00:00,"4,531 W",494 W,117 W,"3,920 W"
2024/3/12 9:00:00,"4,355 W",496 W,77 W,"3,782 W"
2024/3/12 10:00:00,"6,245 W",582 W,998 W,"4,665 W"
2024/3/12 11:00:00,"2,282 W",348 W,"1,026 W",908 W
2024/3/12 12:00:00,"4,528 W",382 W,133 W,"4,013 W"
2024/3/12 13:00:00,"4,655 W",311 W,632 W,"3,712 W"
2024/3/12 14:00:00,"4,101 W",323 W,118 W,"3,660 W"
2024/3/12 15:00:00,"1,576 W",318 W,417 W,841 W
2024/3/12 16:00:00,"4,163 W",346 W,84 W,"3,733 W"
2024/3/12 17:00:00,740 W,328 W,83 W,329 W
2024/3/12 18:00:00,601 W,327 W,119 W,155 W
2024/3/12 19:00:00,"4,393 W",308 W,109 W,"3,976 W"
2024/3/12 20:00:00,"4,363 W",316 W,89 W,"3,958 W"
2024/3/12 21:00:00,813 W,314 W,130 W,369 W
2024/3/12 22:00:00,780 W,317 W,93 W,370 W
2024/3/12 23:00:00,832 W,320 W,138 W,374 W
2024/3/13 0:00:00,782 W,318 W,94 W,370 W
2024/3/13 1:00:00,787 W,319 W,95 W,373 W
2024/3/13 2:00:00,861 W,316 W,173 W,372 W
2024/3/13 3:00:00,820 W,319 W,131 W,370 W
