Time,Total (W),Phase_A (W),Phase_B (W),Phase_C (W)
2024/3/6 14:00:00,393 W,54 W,195 W,144 W
2024/3/6 15:00:00,316 W,23 W,150 W,143 W
2024/3/6 16:00:00,211 W,25 W,151 W,35 W
2024/3/6 17:00:00,183 W,24 W,152 W,7 W
2024/3/6 18:00:00,201 W,23 W,146 W,32 W
2024/3/6 19:00:00,262 W,22 W,235 W,5 W
2024/3/6 20:00:00,266 W,24 W,235 W,7 W
2024/3/6 21:00:00,272 W,24 W,242 W,6 W
2024/3/6 22:00:00,305 W,24 W,245 W,36 W
2024/3/6 23:00:00,310 W,24 W,252 W,34 W
2024/3/7 0:00:00,281 W,25 W,251 W,5 W
2024/3/7 1:00:00,330 W,40 W,255 W,35 W
2024/3/7 2:00:00,285 W,25 W,255 W,5 W
2024/3/7 3:00:00,312 W,25 W,255 W,32 W
2024/3/7 4:00:00,287 W,26 W,255 W,6 W
2024/3/7 5:00:00,222 W,25 W,192 W,5 W
2024/3/7 6:00:00,243 W,25 W,184 W,34 W
2024/3/7 7:00:00,174 W,23 W,146 W,5 W
2024/3/7 8:00:00,174 W,23 W,145 W,6 W
2024/3/7 9:00:00,256 W,22 W,199 W,35 W
2024/3/7 10:00:00,"1,708 W",25 W,560 W,"1,123 W"
2024/3/7 11:00:00,"1,748 W",27 W,620 W,"1,101 W"
2024/3/7 12:00:00,492 W,38 W,223 W,231 W
2024/3/7 13:00:00,"1,041 W",23 W,803 W,215 W
2024/3/7 14:00:00,415 W,38 W,236 W,141 W
2024/3/7 15:00:00,411 W,24 W,229 W,158 W
2024/3/7 16:00:00,145 W,23 W,87 W,35 W
2024/3/7 17:00:00,117 W,24 W,88 W,5 W
2024/3/7 18:00:00,195 W,23 W,136 W,36 W
2024/3/7 19:00:00,186 W,22 W,159 W,5 W
2024/3/7 20:00:00,194 W,23 W,166 W,5 W
2024/3/7 21:00:00,232 W,24 W,171 W,37 W
2024/3/7 22:00:00,206 W,25 W,175 W,6 W
2024/3/7 23:00:00,206 W,25 W,176 W,5 W
2024/3/8 0:00:00,237 W,25 W,178 W,34 W
2024/3/8 1:00:00,210 W,26 W,178 W,6 W
2024/3/8 2:00:00,213 W,25 W,181 W,7 W
2024/3/8 3:00:00,208 W,25 W,177 W,6 W
2024/3/8 4:00:00,210 W,25 W,179 W,6 W
2024/3/8 5:00:00,209 W,25 W,178 W,6 W
2024/3/8 6:00:00,183 W,24 W,126 W,33 W
2024/3/8 7:00:00,119 W,22 W,92 W,5 W
2024/3/8 8:00:00,141 W,22 W,86 W,33 W
2024/3/8 9:00:00,112 W,23 W,83 W,6 W
2024/3/8 10:00:00,"1,018 W",22 W,86 W,910 W
2024/3/8 11:00:00,"1,081 W",23 W,87 W,971 W
2024/3/8 12:00:00,"1,088 W",24 W,85 W,979 W
2024/3/8 13:00:00,"1,126 W",24 W,86 W,"1,016 W"
2024/3/8 14:00:00,"1,108 W",24 W,87 W,997 W
2024/3/8 15:00:00,119 W,23 W,90 W,6 W
2024/3/8 16:00:00,122 W,25 W,91 W,6 W
2024/3/8 17:00:00,123 W,25 W,93 W,5 W
2024/3/8 18:00:00,147 W,24 W,88 W,35 W
2024/3/8 19:00:00,178 W,23 W,150 W,5 W
2024/3/8 20:00:00,215 W,24 W,186 W,5 W
2024/3/8 21:00:00,246 W,25 W,186 W,35 W
2024/3/8 22:00:00,251 W,24 W,192 W,35 W
2024/3/8 23:00:00,222 W,25 W,192 W,5 W
2024/3/9 0:00:00,225 W,26 W,194 W,5 W
2024/3/9 1:00:00,257 W,26 W,196 W,35 W
2024/3/9 2:00:00,227 W,25 W,197 W,5 W
2024/3/9 3:00:00,228 W,26 W,196 W,6 W
2024/3/9 4:00:00,"1,273 W",26 W,193 W,"1,054 W"
2024/3/9 5:00:00,"1,250 W",25 W,195 W,"1,030 W"
2024/3/9 6:00:00,"1,168 W",25 W,128 W,"1,015 W"
2024/3/9 7:00:00,"1,144 W",24 W,89 W,"1,031 W"
2024/3/9 8:00:00,"1,035 W",23 W,86 W,926 W
2024/3/9 9:00:00,"1,087 W",22 W,85 W,980 W
2024/3/9 10:00:00,"1,030 W",23 W,85 W,922 W
2024/3/9 11:00:00,"1,035 W",23 W,84 W,928 W
2024/3/9 12:00:00,"1,056 W",24 W,86 W,946 W
2024/3/9 13:00:00,"1,072 W",24 W,86 W,962 W
2024/3/9 14:00:00,148 W,23 W,90 W,35 W
2024/3/9 15:00:00,119 W,24 W,89 W,6 W
2024/3/9 16:00:00,145 W,22 W,88 W,35 W
2024/3/9 17:00:00,153 W,26 W,91 W,36 W
2024/3/9 18:00:00,168 W,24 W,139 W,5 W
2024/3/9 19:00:00,238 W,23 W,181 W,34 W
2024/3/9 20:00:00,242 W,24 W,182 W,36 W
2024/3/9 21:00:00,214 W,25 W,184 W,5 W
2024/3/9 22:00:00,220 W,25 W,190 W,5 W
2024/3/9 23:00:00,253 W,25 W,192 W,36 W
2024/3/10 0:00:00,262 W,25 W,197 W,40 W
2024/3/10 1:00:00,256 W,25 W,193 W,38 W
2024/3/10 2:00:00,225 W,25 W,195 W,5 W
2024/3/10 3:00:00,223 W,25 W,192 W,6 W
2024/3/10 4:00:00,251 W,25 W,193 W,33 W
2024/3/10 5:00:00,222 W,25 W,191 W,6 W
2024/3/10 6:00:00,155 W,25 W,125 W,5 W
2024/3/10 7:00:00,145 W,23 W,87 W,35 W
2024/3/10 8:00:00,140 W,23 W,82 W,35 W
2024/3/10 9:00:00,290 W,66 W,80 W,144 W
2024/3/10 10:00:00,775 W,45 W,551 W,179 W
2024/3/10 11:00:00,838 W,51 W,580 W,207 W
2024/3/10 12:00:00,423 W,61 W,184 W,178 W
2024/3/10 13:00:00,921 W,49 W,676 W,196 W
2024/3/10 14:00:00,880 W,38 W,646 W,196 W
2024/3/10 15:00:00,827 W,47 W,555 W,225 W
2024/3/10 16:00:00,"1,262 W",2 W,137 W,"1,123 W"
2024/3/10 17:00:00,"1,043 W",2 W,88 W,953 W
2024/3/10 18:00:00,"1,042 W",2 W,86 W,954 W
2024/3/10 19:00:00,"1,146 W",2 W,177 W,967 W
2024/3/10 20:00:00,"1,187 W",2 W,181 W,"1,004 W"
2024/3/10 21:00:00,224 W,2 W,186 W,36 W
2024/3/10 22:00:00,195 W,2 W,187 W,6 W
2024/3/10 23:00:00,198 W,2 W,191 W,5 W
2024/3/11 0:00:00,228 W,2 W,191 W,35 W
2024/3/11 1:00:00,203 W,2 W,195 W,6 W
2024/3/11 2:00:00,202 W,2 W,195 W,5 W
2024/3/11 3:00:00,233 W,3 W,195 W,35 W
2024/3/11 4:00:00,203 W,3 W,194 W,6 W
2024/3/11 5:00:00,200 W,3 W,192 W,5 W
2024/3/11 6:00:00,"1,109 W",2 W,123 W,984 W
2024/3/11 7:00:00,"1,058 W",2 W,90 W,966 W
2024/3/11 8:00:00,"1,199 W",2 W,86 W,"1,111 W"
2024/3/11 9:00:00,"1,041 W",1 W,86 W,954 W
2024/3/11 10:00:00,"1,065 W",2 W,84 W,979 W
2024/3/11 11:00:00,123 W,2 W,84 W,37 W
2024/3/11 12:00:00,91 W,2 W,83 W,6 W
2024/3/11 13:00:00,92 W,2 W,85 W,5 W
2024/3/11 14:00:00,123 W,2 W,86 W,35 W
2024/3/11 15:00:00,94 W,2 W,87 W,5 W
2024/3/11 16:00:00,94 W,2 W,87 W,5 W
2024/3/11 17:00:00,92 W,2 W,85 W,5 W
2024/3/11 18:00:00,127 W,2 W,89 W,36 W
2024/3/11 19:00:00,192 W,2 W,184 W,6 W
2024/3/11 20:00:00,192 W,2 W,184 W,6 W
2024/3/11 21:00:00,226 W,2 W,189 W,35 W
2024/3/11 22:00:00,386 W,2 W,193 W,191 W
2024/3/11 23:00:00,207 W,2 W,199 W,6 W
2024/3/12 0:00:00,209 W,3 W,199 W,7 W
2024/3/12 1:00:00,"1,244 W",3 W,195 W,"1,046 W"
2024/3/12 2:00:00,"1,248 W",3 W,196 W,"1,049 W"
2024/3/12 3:00:00,"1,290 W",3 W,197 W,"1,090 W"
2024/3/12 4:00:00,237 W,2 W,199 W,36 W
2024/3/12 5:00:00,201 W,2 W,193 W,6 W
2024/3/12 6:00:00,194 W,2 W,187 W,5 W
2024/3/12 7:00:00,125 W,2 W,88 W,35 W
2024/3/12 8:00:00,103 W,2 W,96 W,5 W
2024/3/12 9:00:00,392 W,60 W,106 W,226 W
2024/3/12 10:00:00,"1,106 W",49 W,831 W,226 W
2024/3/12 11:00:00,"1,052 W",64 W,792 W,196 W
2024/3/12 12:00:00,571 W,63 W,312 W,196 W
2024/3/12 13:00:00,"1,070 W",48 W,756 W,266 W
2024/3/12 14:00:00,"1,682 W",40 W,522 W,"1,120 W"
2024/3/12 15:00:00,"1,544 W",64 W,308 W,"1,172 W"
2024/3/12 16:00:00,"1,009 W",2 W,70 W,937 W
2024/3/12 17:00:00,81 W,2 W,74 W,5 W
2024/3/12 18:00:00,111 W,2 W,73 W,36 W
2024/3/12 19:00:00,173 W,2 W,164 W,7 W
2024/3/12 20:00:00,175 W,2 W,168 W,5 W
2024/3/12 21:00:00,207 W,2 W,169 W,36 W
2024/3/12 22:00:00,184 W,2 W,177 W,5 W
2024/3/12 23:00:00,184 W,2 W,177 W,5 W
2024/3/13 0:00:00,"1,259 W",2 W,181 W,"1,076 W"
2024/3/13 1:00:00,"1,259 W",2 W,178 W,"1,079 W"
2024/3/13 2:00:00,"1,219 W",2 W,178 W,"1,039 W"
2024/3/13 3:00:00,188 W,2 W,181 W,5 W
2024/3/13 4:00:00,216 W,2 W,179 W,35 W
2024/3/13 5:00:00,185 W,2 W,178 W,5 W
2024/3/13 6:00:00,119 W,2 W,111 W,6 W
2024/3/13 7:00:00,81 W,2 W,73 W,6 W
2024/3/13 8:00:00,78 W,2 W,70 W,6 W
2024/3/13 9:00:00,"1,025 W",2 W,123 W,900 W
2024/3/13 10:00:00,"1,589 W",55 W,435 W,"1,099 W"
2024/3/13 11:00:00,630 W,53 W,352 W,225 W
2024/3/13 12:00:00,758 W,60 W,502 W,196 W
2024/3/13 13:00:00,644 W,54 W,366 W,224 W
2024/3/13 14:00:00,858 W,60 W,572 W,226 W
2024/3/13 15:00:00,441 W,64 W,181 W,196 W
2024/3/13 16:00:00,"1,089 W",2 W,151 W,936 W
2024/3/13 17:00:00,"1,178 W",2 W,152 W,"1,024 W"
2024/3/13 18:00:00,"1,123 W",2 W,154 W,967 W
2024/3/13 19:00:00,251 W,2 W,243 W,6 W
2024/3/13 20:00:00,254 W,2 W,247 W,5 W
2024/3/13 21:00:00,256 W,2 W,249 W,5 W
2024/3/13 22:00:00,262 W,3 W,254 W,5 W
2024/3/13 23:00:00,291 W,2 W,254 W,35 W
2024/3/14 0:00:00,"1,321 W",2 W,258 W,"1,061 W"
2024/3/14 1:00:00,"1,308 W",2 W,255 W,"1,051 W"
2024/3/14 2:00:00,296 W,3 W,259 W,34 W
2024/3/14 3:00:00,266 W,2 W,259 W,5 W
2024/3/14 4:00:00,264 W,2 W,257 W,5 W
2024/3/14 5:00:00,291 W,2 W,257 W,32 W
2024/3/14 6:00:00,225 W,2 W,189 W,34 W
2024/3/14 7:00:00,180 W,2 W,173 W,5 W
2024/3/14 8:00:00,"1,107 W",2 W,151 W,954 W
2024/3/14 9:00:00,"1,343 W",55 W,203 W,"1,085 W"
2024/3/14 10:00:00,"1,642 W",62 W,349 W,"1,231 W"
2024/3/14 11:00:00,690 W,39 W,385 W,266 W
2024/3/14 12:00:00,381 W,58 W,127 W,196 W
2024/3/14 13:00:00,650 W,38 W,416 W,196 W
2024/3/14 14:00:00,337 W,23 W,135 W,179 W
2024/3/14 15:00:00,374 W,75 W,121 W,178 W
2024/3/14 16:00:00,117 W,2 W,109 W,6 W
2024/3/14 17:00:00,119 W,2 W,112 W,5 W
2024/3/14 18:00:00,"1,100 W",2 W,111 W,987 W
2024/3/14 19:00:00,"1,153 W",2 W,199 W,952 W
2024/3/14 20:00:00,"1,211 W",2 W,209 W,"1,000 W"
2024/3/14 21:00:00,219 W,2 W,212 W,5 W
2024/3/14 22:00:00,227 W,2 W,220 W,5 W
2024/3/14 23:00:00,226 W,2 W,219 W,5 W
2024/3/15 0:00:00,259 W,2 W,222 W,35 W
2024/3/15 1:00:00,"1,306 W",2 W,223 W,"1,081 W"
2024/3/15 2:00:00,"1,318 W",2 W,225 W,"1,091 W"
2024/3/15 3:00:00,"1,344 W",2 W,222 W,"1,120 W"
2024/3/15 4:00:00,223 W,2 W,216 W,5 W
2024/3/15 5:00:00,223 W,2 W,215 W,6 W
2024/3/15 6:00:00,147 W,2 W,109 W,36 W
2024/3/15 7:00:00,147 W,2 W,110 W,35 W
2024/3/15 8:00:00,114 W,2 W,108 W,4 W
2024/3/15 9:00:00,"1,011 W",2 W,107 W,902 W
2024/3/15 10:00:00,"1,013 W",2 W,103 W,908 W
2024/3/15 11:00:00,"1,037 W",2 W,105 W,930 W
2024/3/15 12:00:00,"1,005 W",2 W,105 W,898 W
2024/3/15 13:00:00,148 W,2 W,110 W,36 W
2024/3/15 14:00:00,115 W,2 W,108 W,5 W
2024/3/15 15:00:00,145 W,2 W,109 W,34 W
2024/3/15 16:00:00,145 W,2 W,108 W,35 W
2024/3/15 17:00:00,118 W,2 W,111 W,5 W
2024/3/15 18:00:00,121 W,2 W,113 W,6 W
2024/3/15 19:00:00,244 W,2 W,206 W,36 W
2024/3/15 20:00:00,"1,192 W",2 W,204 W,986 W
2024/3/15 21:00:00,"1,221 W",2 W,208 W,"1,011 W"
2024/3/15 22:00:00,"1,253 W",2 W,210 W,"1,041 W"
2024/3/15 23:00:00,"1,283 W",2 W,211 W,"1,070 W"
2024/3/16 0:00:00,223 W,2 W,216 W,5 W
2024/3/16 1:00:00,224 W,2 W,217 W,5 W
2024/3/16 2:00:00,255 W,2 W,217 W,36 W
2024/3/16 3:00:00,225 W,2 W,217 W,6 W
2024/3/16 4:00:00,225 W,2 W,218 W,5 W
2024/3/16 5:00:00,250 W,2 W,215 W,33 W
2024/3/16 6:00:00,153 W,2 W,146 W,5 W
2024/3/16 7:00:00,"1,109 W",2 W,111 W,996 W
2024/3/16 8:00:00,"1,078 W",2 W,107 W,969 W
2024/3/16 9:00:00,134 W,1 W,101 W,32 W
2024/3/16 10:00:00,111 W,2 W,104 W,5 W
2024/3/16 11:00:00,"1,382 W",2 W,155 W,"1,225 W"
2024/3/16 12:00:00,417 W,2 W,119 W,296 W
2024/3/16 13:00:00,122 W,2 W,115 W,5 W
2024/3/16 14:00:00,153 W,2 W,116 W,35 W
2024/3/16 15:00:00,"1,098 W",2 W,143 W,953 W
2024/3/16 16:00:00,160 W,2 W,126 W,32 W
2024/3/16 17:00:00,"1,113 W",2 W,117 W,994 W
2024/3/16 18:00:00,"1,112 W",2 W,113 W,997 W
2024/3/16 19:00:00,"1,129 W",2 W,202 W,925 W
2024/3/16 20:00:00,250 W,2 W,243 W,5 W
2024/3/16 21:00:00,283 W,2 W,246 W,35 W
2024/3/16 22:00:00,254 W,2 W,247 W,5 W
2024/3/16 23:00:00,258 W,2 W,251 W,5 W
2024/3/17 0:00:00,291 W,2 W,252 W,37 W
2024/3/17 1:00:00,262 W,2 W,255 W,5 W
2024/3/17 2:00:00,261 W,2 W,253 W,6 W
2024/3/17 3:00:00,"1,331 W",2 W,251 W,"1,078 W"
2024/3/17 4:00:00,"1,316 W",2 W,247 W,"1,067 W"
2024/3/17 5:00:00,"1,287 W",2 W,246 W,"1,039 W"
2024/3/17 6:00:00,"1,131 W",2 W,148 W,981 W
2024/3/17 7:00:00,149 W,2 W,112 W,35 W
2024/3/17 8:00:00,159 W,2 W,153 W,4 W
2024/3/17 9:00:00,375 W,75 W,157 W,143 W
2024/3/17 10:00:00,"1,225 W",87 W,894 W,244 W
2024/3/17 11:00:00,750 W,78 W,458 W,214 W
2024/3/17 12:00:00,803 W,68 W,490 W,245 W
2024/3/17 13:00:00,"1,488 W",64 W,"1,060 W",364 W
2024/3/17 14:00:00,"1,707 W",24 W,"1,352 W",331 W
2024/3/17 15:00:00,"1,447 W",24 W,"1,216 W",207 W
2024/3/17 16:00:00,"1,192 W",2 W,158 W,"1,032 W"
2024/3/17 17:00:00,"1,098 W",2 W,127 W,969 W
2024/3/17 18:00:00,"1,076 W",2 W,122 W,952 W
2024/3/17 19:00:00,"1,169 W",2 W,216 W,951 W
2024/3/17 20:00:00,"1,258 W",2 W,211 W,"1,045 W"
2024/3/17 21:00:00,266 W,2 W,224 W,40 W
2024/3/17 22:00:00,280 W,2 W,238 W,40 W
2024/3/17 23:00:00,303 W,2 W,230 W,71 W
2024/3/18 0:00:00,274 W,2 W,231 W,41 W
2024/3/18 1:00:00,279 W,2 W,237 W,40 W
2024/3/18 2:00:00,310 W,2 W,239 W,69 W
2024/3/18 3:00:00,272 W,2 W,229 W,41 W
2024/3/18 4:00:00,460 W,2 W,233 W,225 W
2024/3/18 5:00:00,270 W,2 W,228 W,40 W
2024/3/18 6:00:00,202 W,2 W,159 W,41 W
2024/3/18 7:00:00,"1,096 W",2 W,122 W,972 W
2024/3/18 8:00:00,"1,009 W",2 W,121 W,886 W
2024/3/18 9:00:00,"1,327 W",62 W,160 W,"1,105 W"
2024/3/18 10:00:00,"1,726 W",76 W,535 W,"1,115 W"
2024/3/18 11:00:00,"1,573 W",82 W,405 W,"1,086 W"
2024/3/18 12:00:00,774 W,105 W,509 W,160 W
2024/3/18 13:00:00,"2,129 W",73 W,"1,628 W",428 W
2024/3/18 14:00:00,"2,285 W",74 W,849 W,"1,362 W"
2024/3/18 15:00:00,"2,257 W",63 W,885 W,"1,309 W"
2024/3/18 16:00:00,246 W,24 W,152 W,70 W
2024/3/18 17:00:00,252 W,24 W,157 W,71 W
2024/3/18 18:00:00,221 W,23 W,158 W,40 W
2024/3/18 19:00:00,310 W,24 W,246 W,40 W
2024/3/18 20:00:00,347 W,26 W,249 W,72 W
2024/3/18 21:00:00,318 W,23 W,254 W,41 W
2024/3/18 22:00:00,320 W,24 W,256 W,40 W
2024/3/18 23:00:00,355 W,28 W,256 W,71 W
2024/3/19 0:00:00,327 W,28 W,258 W,41 W
2024/3/19 1:00:00,326 W,29 W,257 W,40 W
2024/3/19 2:00:00,355 W,29 W,257 W,69 W
2024/3/19 3:00:00,"1,377 W",29 W,256 W,"1,092 W"
2024/3/19 4:00:00,"1,335 W",28 W,257 W,"1,050 W"
2024/3/19 5:00:00,"1,354 W",28 W,254 W,"1,072 W"
2024/3/19 6:00:00,"1,267 W",24 W,187 W,"1,056 W"
2024/3/19 7:00:00,"1,232 W",24 W,195 W,"1,013 W"
2024/3/19 8:00:00,"1,142 W",23 W,150 W,969 W
2024/3/19 9:00:00,"1,219 W",24 W,206 W,989 W
2024/3/19 10:00:00,"1,559 W",0 W,504 W,"1,055 W"
2024/3/19 11:00:00,399 W,53 W,148 W,198 W
2024/3/19 12:00:00,653 W,83 W,335 W,235 W
2024/3/19 13:00:00,934 W,52 W,789 W,93 W
2024/3/19 14:00:00,409 W,31 W,163 W,215 W
2024/3/19 15:00:00,368 W,25 W,66 W,277 W
2024/3/19 16:00:00,212 W,24 W,149 W,39 W
2024/3/19 17:00:00,147 W,24 W,91 W,32 W
2024/3/19 18:00:00,154 W,25 W,90 W,39 W
2024/3/19 19:00:00,208 W,24 W,180 W,4 W
2024/3/19 20:00:00,273 W,25 W,213 W,35 W
2024/3/19 21:00:00,273 W,24 W,214 W,35 W
2024/3/19 22:00:00,248 W,25 W,218 W,5 W
2024/3/19 23:00:00,283 W,29 W,219 W,35 W
2024/3/20 0:00:00,254 W,28 W,221 W,5 W
2024/3/20 1:00:00,252 W,21 W,226 W,5 W
2024/3/20 2:00:00,290 W,29 W,227 W,34 W
2024/3/20 3:00:00,289 W,28 W,227 W,34 W
2024/3/20 4:00:00,256 W,28 W,223 W,5 W
2024/3/20 5:00:00,433 W,28 W,222 W,183 W
2024/3/20 6:00:00,182 W,27 W,122 W,33 W
2024/3/20 7:00:00,156 W,23 W,99 W,34 W
2024/3/20 8:00:00,113 W,23 W,86 W,4 W
2024/3/20 9:00:00,548 W,78 W,272 W,198 W
2024/3/20 10:00:00,"2,294 W",802 W,"1,090 W",402 W
2024/3/20 11:00:00,"1,326 W",24 W,908 W,394 W
2024/3/20 12:00:00,"1,772 W",773 W,623 W,376 W
2024/3/20 13:00:00,940 W,3 W,682 W,255 W
2024/3/20 14:00:00,836 W,3 W,577 W,256 W
2024/3/20 15:00:00,629 W,3 W,369 W,257 W
2024/3/20 16:00:00,177 W,2 W,134 W,41 W
2024/3/20 17:00:00,117 W,2 W,81 W,34 W
2024/3/20 18:00:00,144 W,2 W,138 W,4 W
2024/3/20 19:00:00,211 W,1 W,175 W,35 W
2024/3/20 20:00:00,189 W,2 W,181 W,6 W
2024/3/20 21:00:00,213 W,2 W,179 W,32 W
2024/3/20 22:00:00,191 W,2 W,183 W,6 W
2024/3/20 23:00:00,228 W,2 W,185 W,41 W
2024/3/21 0:00:00,195 W,2 W,187 W,6 W
2024/3/21 1:00:00,196 W,2 W,188 W,6 W
2024/3/21 2:00:00,200 W,2 W,192 W,6 W
2024/3/21 3:00:00,227 W,2 W,190 W,35 W
2024/3/21 4:00:00,195 W,2 W,188 W,5 W
2024/3/21 5:00:00,223 W,2 W,189 W,32 W
2024/3/21 6:00:00,128 W,2 W,121 W,5 W
2024/3/21 7:00:00,86 W,2 W,78 W,6 W
2024/3/21 8:00:00,86 W,2 W,79 W,5 W
2024/3/21 9:00:00,354 W,76 W,78 W,200 W
2024/3/21 10:00:00,"1,157 W",80 W,810 W,267 W
2024/3/21 11:00:00,853 W,74 W,511 W,268 W
2024/3/21 12:00:00,834 W,78 W,453 W,303 W
2024/3/21 13:00:00,644 W,25 W,480 W,139 W
2024/3/21 14:00:00,239 W,26 W,105 W,108 W
2024/3/21 15:00:00,"1,407 W",785 W,112 W,510 W
2024/3/21 16:00:00,298 W,15 W,81 W,202 W
2024/3/21 17:00:00,128 W,16 W,82 W,30 W
2024/3/21 18:00:00,103 W,15 W,83 W,5 W
2024/3/21 19:00:00,201 W,15 W,180 W,6 W
2024/3/21 20:00:00,200 W,15 W,179 W,6 W
2024/3/21 21:00:00,228 W,16 W,178 W,34 W
2024/3/21 22:00:00,210 W,18 W,186 W,6 W
2024/3/21 23:00:00,241 W,19 W,186 W,36 W
2024/3/22 0:00:00,212 W,19 W,187 W,6 W
2024/3/22 1:00:00,247 W,19 W,192 W,36 W
2024/3/22 2:00:00,219 W,19 W,194 W,6 W
2024/3/22 3:00:00,249 W,19 W,194 W,36 W
2024/3/22 4:00:00,216 W,20 W,191 W,5 W
2024/3/22 5:00:00,210 W,19 W,186 W,5 W
2024/3/22 6:00:00,175 W,18 W,122 W,35 W
2024/3/22 7:00:00,105 W,15 W,84 W,6 W
2024/3/22 8:00:00,261 W,15 W,84 W,162 W
2024/3/22 9:00:00,103 W,15 W,83 W,5 W
2024/3/22 10:00:00,"1,251 W",74 W,81 W,"1,096 W"
2024/3/22 11:00:00,"1,225 W",66 W,79 W,"1,080 W"
2024/3/22 12:00:00,403 W,71 W,126 W,206 W
2024/3/22 13:00:00,362 W,72 W,83 W,207 W
2024/3/22 14:00:00,332 W,25 W,98 W,209 W
2024/3/22 15:00:00,403 W,77 W,139 W,187 W
2024/3/22 16:00:00,294 W,2 W,81 W,211 W
2024/3/22 17:00:00,120 W,2 W,83 W,35 W
2024/3/22 18:00:00,112 W,2 W,105 W,5 W
2024/3/22 19:00:00,187 W,2 W,180 W,5 W
2024/3/22 20:00:00,"1,152 W",2 W,181 W,969 W
2024/3/22 21:00:00,"1,176 W",2 W,184 W,990 W
2024/3/22 22:00:00,"1,163 W",2 W,188 W,973 W
2024/3/22 23:00:00,"1,223 W",3 W,186 W,"1,034 W"
2024/3/23 0:00:00,"1,209 W",2 W,187 W,"1,020 W"
2024/3/23 1:00:00,"1,239 W",3 W,191 W,"1,045 W"
2024/3/23 2:00:00,"1,436 W",2 W,197 W,"1,237 W"
2024/3/23 3:00:00,207 W,3 W,199 W,5 W
2024/3/23 4:00:00,203 W,2 W,194 W,7 W
2024/3/23 5:00:00,232 W,2 W,193 W,37 W
2024/3/23 6:00:00,162 W,2 W,124 W,36 W
2024/3/23 7:00:00,96 W,2 W,88 W,6 W
2024/3/23 8:00:00,123 W,2 W,87 W,34 W
2024/3/23 9:00:00,91 W,2 W,84 W,5 W
2024/3/23 10:00:00,119 W,2 W,83 W,34 W
2024/3/23 19:00:00,"1,182 W",2 W,194 W,986 W
2024/3/23 20:00:00,236 W,2 W,198 W,36 W
2024/3/23 21:00:00,206 W,2 W,198 W,6 W
2024/3/23 22:00:00,233 W,2 W,198 W,33 W
2024/3/23 23:00:00,396 W,2 W,205 W,189 W
2024/3/24 0:00:00,211 W,2 W,204 W,5 W
2024/3/24 1:00:00,217 W,2 W,209 W,6 W
2024/3/24 2:00:00,221 W,2 W,213 W,6 W
2024/3/24 3:00:00,249 W,2 W,210 W,37 W
2024/3/24 4:00:00,217 W,2 W,210 W,5 W
2024/3/24 5:00:00,249 W,2 W,212 W,35 W
2024/3/24 6:00:00,134 W,2 W,126 W,6 W
2024/3/24 7:00:00,121 W,2 W,86 W,33 W
2024/3/24 8:00:00,91 W,2 W,84 W,5 W
2024/3/24 9:00:00,91 W,2 W,84 W,5 W
2024/3/24 10:00:00,121 W,2 W,84 W,35 W
2024/3/24 11:00:00,94 W,2 W,86 W,6 W
2024/3/24 12:00:00,"1,096 W",2 W,86 W,"1,008 W"
2024/3/24 13:00:00,"1,088 W",2 W,87 W,999 W
2024/3/24 14:00:00,"1,097 W",2 W,86 W,"1,009 W"
2024/3/24 15:00:00,"1,057 W",2 W,85 W,970 W
2024/3/24 16:00:00,"1,106 W",2 W,86 W,"1,018 W"
2024/3/24 17:00:00,"1,087 W",2 W,89 W,996 W
2024/3/24 18:00:00,"1,135 W",2 W,151 W,982 W
2024/3/24 19:00:00,"1,220 W",2 W,179 W,"1,039 W"
2024/3/24 20:00:00,"1,196 W",2 W,183 W,"1,011 W"
2024/3/24 21:00:00,"1,249 W",2 W,185 W,"1,062 W"
2024/3/24 22:00:00,"1,280 W",2 W,192 W,"1,086 W"
2024/3/24 23:00:00,"1,284 W",2 W,194 W,"1,088 W"
2024/3/25 0:00:00,"1,275 W",2 W,196 W,"1,077 W"
2024/3/25 1:00:00,"1,284 W",2 W,196 W,"1,086 W"
2024/3/25 2:00:00,"1,305 W",2 W,197 W,"1,106 W"
2024/3/25 3:00:00,"1,298 W",2 W,198 W,"1,098 W"
2024/3/25 4:00:00,"1,294 W",3 W,197 W,"1,094 W"
2024/3/25 5:00:00,"1,286 W",2 W,197 W,"1,087 W"
2024/3/25 6:00:00,"1,164 W",2 W,125 W,"1,037 W"
2024/3/25 7:00:00,"1,040 W",2 W,88 W,950 W
2024/3/25 8:00:00,"1,104 W",2 W,83 W,"1,019 W"
2024/3/25 9:00:00,"1,345 W",57 W,123 W,"1,165 W"
2024/3/25 10:00:00,"1,694 W",87 W,418 W,"1,189 W"
2024/3/25 11:00:00,"1,623 W",77 W,384 W,"1,162 W"
2024/3/25 12:00:00,485 W,91 W,185 W,209 W
2024/3/25 13:00:00,"1,296 W",87 W,772 W,437 W
2024/3/25 14:00:00,684 W,65 W,204 W,415 W
2024/3/25 15:00:00,958 W,89 W,457 W,412 W
2024/3/25 16:00:00,161 W,2 W,88 W,71 W
2024/3/25 17:00:00,97 W,2 W,89 W,6 W
2024/3/25 18:00:00,93 W,2 W,86 W,5 W
2024/3/25 19:00:00,180 W,2 W,173 W,5 W
2024/3/25 20:00:00,"1,243 W",2 W,210 W,"1,031 W"
2024/3/25 21:00:00,224 W,2 W,216 W,6 W
