Time,Total (W),Phase_A (W),Phase_B (W),Phase_C (W)
2024/4/28 6:00:00,119 W,2 W,84 W,33 W
2024/4/28 7:00:00,88 W,2 W,81 W,5 W
2024/4/28 8:00:00,810 W,1 W,80 W,729 W
2024/4/28 9:00:00,928 W,43 W,203 W,682 W
2024/4/28 10:00:00,"1,570 W",46 W,"1,240 W",284 W
2024/4/28 11:00:00,"1,064 W",45 W,308 W,711 W
2024/4/28 12:00:00,"1,651 W",62 W,795 W,794 W
2024/4/28 13:00:00,"1,577 W",50 W,"1,113 W",414 W
2024/4/28 14:00:00,"1,320 W",39 W,590 W,691 W
2024/4/28 15:00:00,"1,543 W",37 W,582 W,924 W
2024/4/28 16:00:00,232 W,2 W,124 W,106 W
2024/4/28 17:00:00,134 W,2 W,127 W,5 W
2024/4/28 18:00:00,818 W,2 W,128 W,688 W
2024/4/28 19:00:00,151 W,1 W,145 W,5 W
2024/4/28 20:00:00,221 W,2 W,214 W,5 W
2024/4/28 21:00:00,"1,057 W",1 W,250 W,806 W
2024/4/28 22:00:00,795 W,2 W,253 W,540 W
2024/4/28 23:00:00,293 W,2 W,255 W,36 W
2024/4/29 0:00:00,299 W,2 W,260 W,37 W
2024/4/29 1:00:00,906 W,2 W,263 W,641 W
2024/4/29 2:00:00,302 W,2 W,264 W,36 W
2024/4/29 3:00:00,300 W,2 W,262 W,36 W
2024/4/29 4:00:00,763 W,2 W,262 W,499 W
2024/4/29 5:00:00,931 W,2 W,167 W,762 W
2024/4/29 6:00:00,136 W,2 W,129 W,5 W
2024/4/29 7:00:00,780 W,2 W,123 W,655 W
2024/4/29 8:00:00,771 W,2 W,119 W,650 W
2024/4/29 9:00:00,667 W,21 W,194 W,452 W
2024/4/29 10:00:00,733 W,20 W,308 W,405 W
2024/4/29 11:00:00,"1,257 W",47 W,397 W,813 W
2024/4/29 12:00:00,"1,938 W",47 W,926 W,965 W
2024/4/29 13:00:00,"1,571 W",47 W,"1,240 W",284 W
2024/4/29 14:00:00,"1,938 W",93 W,"1,047 W",798 W
2024/4/29 15:00:00,"1,583 W",36 W,804 W,743 W
2024/4/29 16:00:00,194 W,22 W,167 W,5 W
2024/4/29 17:00:00,222 W,18 W,167 W,37 W
2024/4/29 18:00:00,989 W,21 W,164 W,804 W
2024/4/29 19:00:00,381 W,20 W,357 W,4 W
2024/4/29 20:00:00,393 W,22 W,364 W,7 W
2024/4/29 21:00:00,721 W,21 W,276 W,424 W
2024/4/29 22:00:00,787 W,25 W,277 W,485 W
2024/4/29 23:00:00,344 W,26 W,282 W,36 W
2024/4/30 0:00:00,410 W,26 W,379 W,5 W
2024/4/30 1:00:00,"1,286 W",26 W,379 W,881 W
2024/4/30 2:00:00,445 W,27 W,382 W,36 W
2024/4/30 3:00:00,411 W,27 W,379 W,5 W
2024/4/30 4:00:00,352 W,27 W,286 W,39 W
2024/4/30 5:00:00,722 W,26 W,204 W,492 W
2024/4/30 6:00:00,199 W,25 W,169 W,5 W
2024/4/30 7:00:00,231 W,21 W,166 W,44 W
2024/4/30 8:00:00,529 W,21 W,161 W,347 W
2024/4/30 9:00:00,"1,238 W",37 W,265 W,936 W
2024/4/30 10:00:00,887 W,53 W,507 W,327 W
2024/4/30 11:00:00,623 W,20 W,489 W,114 W
2024/4/30 12:00:00,"1,489 W",49 W,628 W,812 W
2024/4/30 13:00:00,"1,976 W",37 W,"1,035 W",904 W
2024/4/30 14:00:00,884 W,22 W,478 W,384 W
2024/4/30 15:00:00,"1,497 W",62 W,558 W,877 W
2024/4/30 16:00:00,653 W,2 W,116 W,535 W
2024/4/30 17:00:00,149 W,2 W,109 W,38 W
2024/4/30 18:00:00,117 W,2 W,110 W,5 W
2024/4/30 19:00:00,804 W,2 W,197 W,605 W
2024/4/30 20:00:00,240 W,2 W,202 W,36 W
2024/4/30 21:00:00,208 W,2 W,201 W,5 W
2024/4/30 22:00:00,867 W,2 W,203 W,662 W
2024/4/30 23:00:00,636 W,2 W,206 W,428 W
2024/5/1 0:00:00,246 W,2 W,206 W,38 W
2024/5/1 1:00:00,218 W,2 W,210 W,6 W
2024/5/1 2:00:00,"1,240 W",2 W,214 W,"1,024 W"
2024/5/1 3:00:00,"1,221 W",1 W,216 W,"1,004 W"
2024/5/1 4:00:00,970 W,2 W,215 W,753 W
2024/5/1 5:00:00,221 W,2 W,214 W,5 W
2024/5/1 6:00:00,553 W,2 W,113 W,438 W
2024/5/1 7:00:00,811 W,1 W,108 W,702 W
2024/5/1 8:00:00,799 W,1 W,112 W,686 W
2024/5/1 9:00:00,566 W,0 W,102 W,464 W
2024/5/1 10:00:00,806 W,0 W,105 W,701 W
2024/5/1 11:00:00,146 W,0 W,108 W,38 W
2024/5/1 12:00:00,510 W,0 W,109 W,401 W
2024/5/1 13:00:00,"1,060 W",0 W,110 W,950 W
2024/5/1 14:00:00,745 W,1 W,112 W,632 W
2024/5/1 15:00:00,120 W,1 W,113 W,6 W
2024/5/1 16:00:00,738 W,1 W,113 W,624 W
2024/5/1 17:00:00,116 W,2 W,109 W,5 W
2024/5/1 18:00:00,148 W,2 W,108 W,38 W
2024/5/1 19:00:00,917 W,1 W,195 W,721 W
2024/5/1 20:00:00,207 W,2 W,198 W,7 W
2024/5/1 21:00:00,241 W,1 W,202 W,38 W
2024/5/1 22:00:00,823 W,2 W,206 W,615 W
2024/5/1 23:00:00,742 W,2 W,209 W,531 W
2024/5/2 0:00:00,219 W,2 W,212 W,5 W
2024/5/2 1:00:00,219 W,2 W,212 W,5 W
2024/5/2 2:00:00,944 W,2 W,214 W,728 W
2024/5/2 3:00:00,251 W,2 W,214 W,35 W
2024/5/2 4:00:00,251 W,2 W,212 W,37 W
2024/5/2 5:00:00,"1,057 W",2 W,212 W,843 W
2024/5/2 6:00:00,590 W,2 W,111 W,477 W
2024/5/2 7:00:00,141 W,2 W,102 W,37 W
2024/5/2 8:00:00,699 W,2 W,104 W,593 W
2024/5/2 9:00:00,"1,064 W",39 W,103 W,922 W
2024/5/2 10:00:00,"1,452 W",47 W,"1,158 W",247 W
2024/5/2 11:00:00,"1,162 W",63 W,822 W,277 W
2024/5/2 12:00:00,"1,333 W",58 W,519 W,756 W
2024/5/2 13:00:00,"1,024 W",49 W,707 W,268 W
2024/5/2 14:00:00,691 W,31 W,309 W,351 W
2024/5/2 15:00:00,"1,514 W",60 W,441 W,"1,013 W"
2024/5/2 16:00:00,159 W,2 W,122 W,35 W
2024/5/2 17:00:00,125 W,2 W,118 W,5 W
2024/5/2 18:00:00,555 W,2 W,121 W,432 W
2024/5/2 19:00:00,213 W,1 W,207 W,5 W
2024/5/2 20:00:00,220 W,1 W,214 W,5 W
2024/5/2 21:00:00,771 W,2 W,216 W,553 W
2024/5/2 22:00:00,804 W,2 W,222 W,580 W
2024/5/2 23:00:00,232 W,2 W,225 W,5 W
2024/5/3 0:00:00,267 W,2 W,228 W,37 W
2024/5/3 1:00:00,"1,058 W",2 W,228 W,828 W
2024/5/3 2:00:00,236 W,2 W,228 W,6 W
2024/5/3 3:00:00,237 W,2 W,228 W,7 W
2024/5/3 4:00:00,848 W,2 W,229 W,617 W
2024/5/3 5:00:00,268 W,2 W,229 W,37 W
2024/5/3 6:00:00,163 W,2 W,125 W,36 W
2024/5/3 7:00:00,704 W,2 W,114 W,588 W
2024/5/3 8:00:00,817 W,2 W,115 W,700 W
2024/5/3 9:00:00,495 W,0 W,290 W,205 W
2024/5/3 10:00:00,942 W,21 W,176 W,745 W
2024/5/3 11:00:00,"1,023 W",37 W,116 W,870 W
2024/5/3 12:00:00,512 W,50 W,148 W,314 W
2024/5/3 13:00:00,"1,070 W",66 W,336 W,668 W
2024/5/3 14:00:00,"1,148 W",21 W,364 W,763 W
2024/5/3 15:00:00,516 W,49 W,236 W,231 W
2024/5/3 16:00:00,544 W,1 W,117 W,426 W
2024/5/3 17:00:00,819 W,1 W,116 W,702 W
2024/5/3 18:00:00,130 W,2 W,122 W,6 W
2024/5/3 19:00:00,185 W,2 W,145 W,38 W
2024/5/3 20:00:00,790 W,1 W,211 W,578 W
2024/5/3 21:00:00,221 W,2 W,213 W,6 W
2024/5/3 22:00:00,223 W,2 W,216 W,5 W
2024/5/3 23:00:00,911 W,2 W,222 W,687 W
2024/5/4 0:00:00,234 W,2 W,226 W,6 W
2024/5/4 1:00:00,235 W,2 W,228 W,5 W
2024/5/4 2:00:00,765 W,2 W,228 W,535 W
2024/5/4 3:00:00,234 W,2 W,227 W,5 W
2024/5/4 4:00:00,236 W,2 W,228 W,6 W
2024/5/4 5:00:00,616 W,2 W,162 W,452 W
2024/5/4 6:00:00,551 W,2 W,126 W,423 W
2024/5/4 7:00:00,159 W,2 W,122 W,35 W
2024/5/4 8:00:00,124 W,2 W,116 W,6 W
2024/5/4 9:00:00,725 W,2 W,119 W,604 W
2024/5/4 10:00:00,157 W,2 W,120 W,35 W
2024/5/4 11:00:00,134 W,2 W,127 W,5 W
2024/5/4 12:00:00,662 W,2 W,128 W,532 W
2024/5/4 13:00:00,474 W,2 W,128 W,344 W
2024/5/4 14:00:00,137 W,2 W,130 W,5 W
2024/5/4 15:00:00,864 W,2 W,129 W,733 W
2024/5/4 16:00:00,776 W,2 W,123 W,651 W
2024/5/4 17:00:00,129 W,2 W,122 W,5 W
2024/5/4 18:00:00,175 W,2 W,136 W,37 W
2024/5/4 19:00:00,689 W,2 W,208 W,479 W
2024/5/4 20:00:00,219 W,1 W,212 W,6 W
2024/5/4 21:00:00,226 W,2 W,219 W,5 W
2024/5/4 22:00:00,737 W,2 W,218 W,517 W
2024/5/4 23:00:00,996 W,2 W,218 W,776 W
2024/5/5 0:00:00,233 W,2 W,226 W,5 W
2024/5/5 1:00:00,267 W,2 W,228 W,37 W
2024/5/5 2:00:00,858 W,2 W,231 W,625 W
2024/5/5 3:00:00,236 W,2 W,229 W,5 W
2024/5/5 4:00:00,236 W,2 W,229 W,5 W
2024/5/5 5:00:00,775 W,2 W,230 W,543 W
2024/5/5 6:00:00,508 W,2 W,126 W,380 W
2024/5/5 7:00:00,155 W,2 W,119 W,34 W
2024/5/5 8:00:00,437 W,2 W,116 W,319 W
2024/5/5 9:00:00,805 W,37 W,118 W,650 W
2024/5/5 10:00:00,859 W,47 W,485 W,327 W
2024/5/5 11:00:00,693 W,20 W,343 W,330 W
2024/5/5 12:00:00,"2,053 W",37 W,"1,001 W","1,015 W"
2024/5/5 13:00:00,"1,612 W",36 W,"1,207 W",369 W
2024/5/5 14:00:00,"1,645 W",79 W,993 W,573 W
2024/5/5 15:00:00,"1,809 W",50 W,728 W,"1,031 W"
2024/5/5 16:00:00,230 W,19 W,81 W,130 W
2024/5/5 17:00:00,103 W,18 W,80 W,5 W
2024/5/5 18:00:00,834 W,18 W,82 W,734 W
2024/5/5 19:00:00,688 W,17 W,200 W,471 W
2024/5/5 20:00:00,230 W,18 W,207 W,5 W
2024/5/5 21:00:00,609 W,19 W,206 W,384 W
2024/5/5 22:00:00,989 W,19 W,209 W,761 W
2024/5/5 23:00:00,236 W,17 W,214 W,5 W
2024/5/6 0:00:00,277 W,21 W,218 W,38 W
2024/5/6 1:00:00,865 W,21 W,218 W,626 W
2024/5/6 2:00:00,246 W,22 W,219 W,5 W
2024/5/6 3:00:00,279 W,21 W,221 W,37 W
2024/5/6 4:00:00,"1,050 W",21 W,221 W,808 W
2024/5/6 5:00:00,954 W,21 W,215 W,718 W
2024/5/6 6:00:00,108 W,20 W,83 W,5 W
2024/5/6 7:00:00,109 W,18 W,85 W,6 W
2024/5/6 8:00:00,542 W,18 W,82 W,442 W
2024/5/6 9:00:00,571 W,53 W,134 W,384 W
2024/5/6 10:00:00,845 W,42 W,436 W,367 W
2024/5/6 11:00:00,"1,389 W",50 W,712 W,627 W
2024/5/6 12:00:00,"1,197 W",47 W,797 W,353 W
2024/5/6 13:00:00,"1,957 W",45 W,"1,107 W",805 W
2024/5/6 14:00:00,"1,091 W",30 W,210 W,851 W
2024/5/6 15:00:00,408 W,46 W,122 W,240 W
2024/5/6 16:00:00,674 W,20 W,104 W,550 W
2024/5/6 17:00:00,540 W,20 W,101 W,419 W
2024/5/6 18:00:00,130 W,20 W,105 W,5 W
2024/5/6 19:00:00,799 W,19 W,181 W,599 W
2024/5/6 20:00:00,974 W,25 W,202 W,747 W
2024/5/6 21:00:00,240 W,26 W,208 W,6 W
2024/5/6 22:00:00,234 W,27 W,201 W,6 W
2024/5/6 23:00:00,700 W,22 W,201 W,477 W
2024/5/7 0:00:00,272 W,48 W,217 W,7 W
2024/5/7 1:00:00,696 W,29 W,218 W,449 W
2024/5/7 2:00:00,763 W,27 W,221 W,515 W
2024/5/7 3:00:00,284 W,27 W,220 W,37 W
2024/5/7 4:00:00,252 W,27 W,219 W,6 W
2024/5/7 5:00:00,825 W,27 W,154 W,644 W
2024/5/7 9:00:00,585 W,52 W,354 W,179 W
2024/5/7 10:00:00,"1,145 W",50 W,814 W,281 W
2024/5/7 11:00:00,916 W,47 W,571 W,298 W
2024/5/7 12:00:00,948 W,52 W,234 W,662 W
2024/5/7 13:00:00,853 W,38 W,368 W,447 W
2024/5/7 14:00:00,754 W,46 W,358 W,350 W
2024/5/7 15:00:00,"1,243 W",46 W,347 W,850 W
2024/5/7 16:00:00,803 W,2 W,82 W,719 W
2024/5/7 17:00:00,994 W,3 W,101 W,890 W
2024/5/7 18:00:00,128 W,1 W,105 W,22 W
2024/5/7 19:00:00,864 W,1 W,176 W,687 W
2024/5/7 20:00:00,711 W,2 W,177 W,532 W
2024/5/7 21:00:00,231 W,1 W,178 W,52 W
2024/5/7 22:00:00,208 W,2 W,184 W,22 W
2024/5/7 23:00:00,901 W,2 W,182 W,717 W
2024/5/8 0:00:00,"1,182 W",2 W,183 W,997 W
2024/5/8 1:00:00,208 W,2 W,184 W,22 W
2024/5/8 2:00:00,941 W,2 W,184 W,755 W
2024/5/8 3:00:00,810 W,2 W,186 W,622 W
2024/5/8 4:00:00,239 W,2 W,185 W,52 W
2024/5/8 5:00:00,205 W,2 W,181 W,22 W
2024/5/8 6:00:00,642 W,2 W,83 W,557 W
2024/5/8 7:00:00,474 W,2 W,81 W,391 W
2024/5/8 8:00:00,106 W,2 W,82 W,22 W
2024/5/8 9:00:00,904 W,37 W,83 W,784 W
2024/5/8 10:00:00,"1,553 W",45 W,777 W,731 W
2024/5/8 11:00:00,879 W,46 W,500 W,333 W
2024/5/8 12:00:00,918 W,49 W,576 W,293 W
2024/5/8 13:00:00,"1,563 W",38 W,890 W,635 W
2024/5/8 14:00:00,"1,476 W",51 W,436 W,989 W
2024/5/8 15:00:00,641 W,106 W,323 W,212 W
2024/5/8 16:00:00,157 W,2 W,66 W,89 W
2024/5/8 17:00:00,909 W,1 W,67 W,841 W
2024/5/8 18:00:00,126 W,2 W,68 W,56 W
2024/5/8 19:00:00,244 W,2 W,155 W,87 W
2024/5/8 20:00:00,687 W,2 W,158 W,527 W
2024/5/8 21:00:00,921 W,1 W,160 W,760 W
2024/5/8 22:00:00,250 W,2 W,161 W,87 W
2024/5/8 23:00:00,222 W,2 W,163 W,57 W
2024/5/9 0:00:00,"1,050 W",2 W,164 W,884 W
2024/5/9 1:00:00,255 W,2 W,166 W,87 W
2024/5/9 2:00:00,227 W,2 W,168 W,57 W
2024/5/9 3:00:00,807 W,2 W,166 W,639 W
2024/5/9 4:00:00,226 W,2 W,167 W,57 W
2024/5/9 5:00:00,225 W,2 W,165 W,58 W
2024/5/9 6:00:00,694 W,2 W,87 W,605 W
2024/5/9 7:00:00,816 W,2 W,64 W,750 W
2024/5/9 8:00:00,153 W,2 W,64 W,87 W
2024/5/9 9:00:00,896 W,37 W,117 W,742 W
2024/5/9 10:00:00,"1,680 W",44 W,865 W,771 W
2024/5/9 11:00:00,788 W,49 W,347 W,392 W
2024/5/9 12:00:00,766 W,69 W,132 W,565 W
2024/5/9 13:00:00,"1,497 W",38 W,718 W,741 W
2024/5/9 14:00:00,662 W,48 W,467 W,147 W
2024/5/9 15:00:00,"1,183 W",51 W,139 W,993 W
2024/5/9 16:00:00,869 W,22 W,65 W,782 W
2024/5/9 17:00:00,107 W,21 W,64 W,22 W
2024/5/9 18:00:00,805 W,21 W,67 W,717 W
2024/5/9 19:00:00,743 W,21 W,140 W,582 W
2024/5/9 20:00:00,235 W,21 W,161 W,53 W
2024/5/9 21:00:00,917 W,26 W,159 W,732 W
2024/5/9 22:00:00,"1,044 W",25 W,162 W,857 W
2024/5/9 23:00:00,243 W,26 W,165 W,52 W
2024/5/10 0:00:00,215 W,26 W,166 W,23 W
2024/5/10 1:00:00,793 W,26 W,166 W,601 W
2024/5/10 2:00:00,247 W,26 W,167 W,54 W
2024/5/10 3:00:00,217 W,27 W,168 W,22 W
2024/5/10 4:00:00,689 W,27 W,167 W,495 W
2024/5/10 5:00:00,710 W,26 W,170 W,514 W
2024/5/10 6:00:00,125 W,25 W,78 W,22 W
2024/5/10 7:00:00,110 W,21 W,66 W,23 W
2024/5/10 8:00:00,833 W,20 W,64 W,749 W
2024/5/10 9:00:00,160 W,20 W,118 W,22 W
2024/5/10 10:00:00,695 W,43 W,340 W,312 W
2024/5/10 11:00:00,"1,281 W",46 W,348 W,887 W
2024/5/10 12:00:00,720 W,47 W,428 W,245 W
2024/5/10 13:00:00,640 W,21 W,544 W,75 W
2024/5/10 14:00:00,"1,200 W",49 W,273 W,878 W
2024/5/10 15:00:00,871 W,50 W,453 W,368 W
2024/5/10 16:00:00,93 W,2 W,68 W,23 W
2024/5/10 17:00:00,502 W,2 W,68 W,432 W
2024/5/10 18:00:00,732 W,2 W,68 W,662 W
2024/5/10 19:00:00,179 W,2 W,155 W,22 W
2024/5/10 20:00:00,847 W,1 W,157 W,689 W
2024/5/10 21:00:00,910 W,2 W,177 W,731 W
2024/5/10 22:00:00,231 W,2 W,175 W,54 W
2024/5/10 23:00:00,203 W,2 W,179 W,22 W
2024/5/11 0:00:00,902 W,2 W,179 W,721 W
2024/5/11 1:00:00,238 W,2 W,181 W,55 W
2024/5/11 2:00:00,206 W,2 W,180 W,24 W
2024/5/11 3:00:00,759 W,2 W,183 W,574 W
2024/5/11 4:00:00,707 W,2 W,183 W,522 W
2024/5/11 5:00:00,128 W,2 W,104 W,22 W
2024/5/11 6:00:00,102 W,2 W,79 W,21 W
2024/5/11 7:00:00,553 W,2 W,67 W,484 W
2024/5/11 8:00:00,91 W,2 W,67 W,22 W
2024/5/11 9:00:00,120 W,2 W,67 W,51 W
2024/5/11 10:00:00,548 W,2 W,67 W,479 W
2024/5/11 11:00:00,729 W,2 W,66 W,661 W
2024/5/11 12:00:00,93 W,2 W,68 W,23 W
2024/5/11 13:00:00,121 W,2 W,66 W,53 W
2024/5/11 14:00:00,676 W,2 W,66 W,608 W
2024/5/11 15:00:00,90 W,2 W,66 W,22 W
2024/5/11 16:00:00,124 W,2 W,67 W,55 W
2024/5/11 17:00:00,701 W,2 W,67 W,632 W
2024/5/11 18:00:00,91 W,2 W,67 W,22 W
2024/5/11 19:00:00,214 W,2 W,159 W,53 W
2024/5/11 20:00:00,598 W,2 W,158 W,438 W
2024/5/11 21:00:00,618 W,2 W,160 W,456 W
2024/5/11 22:00:00,218 W,2 W,162 W,54 W
2024/5/11 23:00:00,370 W,2 W,164 W,204 W
2024/5/12 0:00:00,"1,060 W",2 W,166 W,892 W
2024/5/12 1:00:00,224 W,2 W,168 W,54 W
2024/5/12 2:00:00,193 W,2 W,168 W,23 W
2024/5/12 3:00:00,191 W,2 W,166 W,23 W
2024/5/12 4:00:00,718 W,2 W,169 W,547 W
2024/5/12 5:00:00,193 W,2 W,169 W,22 W
2024/5/12 6:00:00,657 W,2 W,81 W,574 W
2024/5/12 7:00:00,94 W,2 W,70 W,22 W
2024/5/12 8:00:00,97 W,2 W,73 W,22 W
2024/5/12 9:00:00,512 W,2 W,121 W,389 W
2024/5/12 10:00:00,"1,092 W",47 W,83 W,962 W
2024/5/12 11:00:00,"1,140 W",49 W,466 W,625 W
2024/5/12 12:00:00,"1,912 W",31 W,352 W,"1,529 W"
2024/5/12 13:00:00,"1,801 W",18 W,567 W,"1,216 W"
2024/5/12 14:00:00,763 W,19 W,239 W,505 W
2024/5/12 15:00:00,533 W,19 W,83 W,431 W
2024/5/12 16:00:00,831 W,20 W,84 W,727 W
2024/5/12 17:00:00,157 W,20 W,83 W,54 W
2024/5/12 18:00:00,159 W,22 W,84 W,53 W
2024/5/12 19:00:00,791 W,19 W,176 W,596 W
2024/5/12 20:00:00,887 W,20 W,173 W,694 W
2024/5/12 21:00:00,247 W,20 W,174 W,53 W
2024/5/12 22:00:00,905 W,21 W,177 W,707 W
2024/5/12 23:00:00,643 W,21 W,178 W,444 W
2024/5/13 0:00:00,255 W,22 W,180 W,53 W
2024/5/13 1:00:00,228 W,22 W,183 W,23 W
2024/5/13 2:00:00,786 W,22 W,182 W,582 W
2024/5/13 3:00:00,730 W,23 W,184 W,523 W
2024/5/13 4:00:00,228 W,24 W,182 W,22 W
2024/5/13 5:00:00,226 W,22 W,181 W,23 W
2024/5/13 6:00:00,621 W,31 W,92 W,498 W
2024/5/13 7:00:00,154 W,19 W,82 W,53 W
2024/5/13 8:00:00,124 W,20 W,82 W,22 W
2024/5/13 9:00:00,"1,342 W",54 W,133 W,"1,155 W"
2024/5/13 10:00:00,"1,106 W",47 W,303 W,756 W
2024/5/13 11:00:00,857 W,68 W,457 W,332 W
2024/5/13 12:00:00,"1,177 W",50 W,729 W,398 W
2024/5/13 13:00:00,"2,210 W",45 W,"1,063 W","1,102 W"
2024/5/13 14:00:00,"1,147 W",30 W,835 W,282 W
2024/5/13 15:00:00,"1,099 W",616 W,191 W,292 W
2024/5/13 16:00:00,901 W,20 W,165 W,716 W
2024/5/13 17:00:00,790 W,20 W,164 W,606 W
2024/5/13 18:00:00,209 W,20 W,167 W,22 W
2024/5/13 19:00:00,602 W,19 W,230 W,353 W
2024/5/13 20:00:00,872 W,20 W,228 W,624 W
2024/5/13 21:00:00,277 W,20 W,235 W,22 W
2024/5/13 22:00:00,284 W,22 W,241 W,21 W
2024/5/13 23:00:00,"1,151 W",22 W,247 W,882 W
2024/5/14 0:00:00,296 W,23 W,250 W,23 W
2024/5/14 1:00:00,690 W,23 W,213 W,454 W
2024/5/14 2:00:00,789 W,24 W,211 W,554 W
2024/5/14 3:00:00,254 W,23 W,207 W,24 W
2024/5/14 4:00:00,258 W,23 W,212 W,23 W
2024/5/14 5:00:00,795 W,23 W,210 W,562 W
2024/5/14 6:00:00,179 W,22 W,103 W,54 W
2024/5/14 7:00:00,132 W,20 W,89 W,23 W
2024/5/14 8:00:00,949 W,20 W,88 W,841 W
2024/5/14 9:00:00,"1,036 W",603 W,189 W,244 W
2024/5/14 10:00:00,750 W,49 W,440 W,261 W
2024/5/14 11:00:00,968 W,56 W,202 W,710 W
2024/5/14 12:00:00,857 W,57 W,555 W,245 W
2024/5/14 13:00:00,"1,571 W",59 W,"1,235 W",277 W
2024/5/14 14:00:00,"1,519 W",31 W,638 W,850 W
2024/5/14 15:00:00,"1,145 W",40 W,222 W,883 W
2024/5/14 16:00:00,157 W,21 W,82 W,54 W
2024/5/14 17:00:00,568 W,22 W,80 W,466 W
2024/5/14 18:00:00,658 W,22 W,83 W,553 W
2024/5/14 19:00:00,248 W,22 W,174 W,52 W
2024/5/14 20:00:00,940 W,22 W,173 W,745 W
2024/5/14 21:00:00,"1,089 W",21 W,179 W,889 W
2024/5/14 22:00:00,256 W,25 W,177 W,54 W
2024/5/14 23:00:00,230 W,26 W,181 W,23 W
2024/5/15 0:00:00,942 W,27 W,180 W,735 W
2024/5/15 1:00:00,262 W,27 W,183 W,52 W
2024/5/15 2:00:00,231 W,27 W,181 W,23 W
2024/5/15 3:00:00,"1,064 W",26 W,183 W,855 W
2024/5/15 4:00:00,935 W,27 W,186 W,722 W
2024/5/15 5:00:00,233 W,27 W,184 W,22 W
2024/5/15 6:00:00,161 W,26 W,84 W,51 W
2024/5/15 7:00:00,911 W,21 W,83 W,807 W
2024/5/15 8:00:00,261 W,22 W,82 W,157 W
2024/5/15 9:00:00,"1,033 W",581 W,133 W,319 W
2024/5/15 10:00:00,"1,545 W",51 W,639 W,855 W
2024/5/15 11:00:00,"1,384 W",55 W,410 W,919 W
2024/5/15 12:00:00,"1,416 W",39 W,496 W,881 W
2024/5/15 13:00:00,"1,755 W",24 W,"1,624 W",107 W
2024/5/15 14:00:00,"2,339 W",56 W,"1,199 W","1,084 W"
2024/5/15 15:00:00,"2,144 W",48 W,916 W,"1,180 W"
2024/5/15 16:00:00,112 W,20 W,70 W,22 W
2024/5/15 17:00:00,112 W,20 W,70 W,22 W
2024/5/15 18:00:00,195 W,25 W,72 W,98 W
2024/5/15 19:00:00,584 W,17 W,140 W,427 W
2024/5/15 20:00:00,676 W,19 W,191 W,466 W
2024/5/15 21:00:00,264 W,19 W,193 W,52 W
2024/5/15 22:00:00,645 W,24 W,192 W,429 W
2024/5/15 23:00:00,734 W,24 W,193 W,517 W
2024/5/16 0:00:00,244 W,25 W,197 W,22 W
2024/5/16 1:00:00,261 W,38 W,200 W,23 W
2024/5/16 2:00:00,"1,108 W",25 W,197 W,886 W
2024/5/16 3:00:00,274 W,25 W,196 W,53 W
2024/5/16 4:00:00,276 W,25 W,198 W,53 W
2024/5/16 5:00:00,540 W,24 W,100 W,416 W
2024/5/16 6:00:00,670 W,24 W,69 W,577 W
2024/5/16 7:00:00,136 W,19 W,65 W,52 W
2024/5/16 8:00:00,109 W,19 W,69 W,21 W
2024/5/16 9:00:00,"1,074 W",45 W,267 W,762 W
2024/5/16 10:00:00,"1,196 W",49 W,934 W,213 W
2024/5/16 11:00:00,"1,062 W",86 W,764 W,212 W
2024/5/16 12:00:00,"1,993 W",49 W,824 W,"1,120 W"
2024/5/16 13:00:00,"1,854 W",19 W,"1,503 W",332 W
2024/5/16 14:00:00,"1,448 W",19 W,"1,070 W",359 W
2024/5/16 15:00:00,"1,122 W",43 W,480 W,599 W
2024/5/16 16:00:00,152 W,1 W,129 W,22 W
2024/5/16 17:00:00,182 W,1 W,126 W,55 W
2024/5/16 18:00:00,776 W,1 W,130 W,645 W
2024/5/16 19:00:00,240 W,0 W,218 W,22 W
2024/5/16 20:00:00,270 W,1 W,216 W,53 W
2024/5/16 21:00:00,"1,007 W",0 W,217 W,790 W
2024/5/16 22:00:00,950 W,1 W,219 W,730 W
2024/5/16 23:00:00,277 W,1 W,223 W,53 W
2024/5/17 0:00:00,"1,014 W",1 W,225 W,788 W
2024/5/17 1:00:00,718 W,1 W,227 W,490 W
2024/5/17 2:00:00,282 W,1 W,227 W,54 W
2024/5/17 3:00:00,251 W,1 W,228 W,22 W
2024/5/17 4:00:00,"1,123 W",1 W,227 W,895 W
2024/5/17 5:00:00,213 W,1 W,160 W,52 W
2024/5/17 6:00:00,149 W,1 W,127 W,21 W
2024/5/17 7:00:00,780 W,1 W,178 W,601 W
2024/5/17 8:00:00,994 W,0 W,124 W,870 W
2024/5/17 9:00:00,601 W,67 W,180 W,354 W
2024/5/17 10:00:00,"1,836 W",34 W,627 W,"1,175 W"
2024/5/17 11:00:00,"1,612 W",46 W,492 W,"1,074 W"
2024/5/17 12:00:00,"1,284 W",48 W,852 W,384 W
2024/5/17 13:00:00,"2,141 W",37 W,"1,300 W",804 W
2024/5/17 14:00:00,"1,871 W",36 W,825 W,"1,010 W"
2024/5/17 15:00:00,958 W,54 W,625 W,279 W
2024/5/17 16:00:00,138 W,1 W,84 W,53 W
2024/5/17 17:00:00,517 W,1 W,83 W,433 W
2024/5/17 18:00:00,109 W,1 W,86 W,22 W
2024/5/17 19:00:00,257 W,1 W,204 W,52 W
2024/5/17 20:00:00,997 W,1 W,206 W,790 W
