,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
56,792.0,733.0,706.0,684.0,784.0,722.0,962.0,662.0,513.0,525.0,3249.0,1862.0,1289.0,1386.0,1961.0,2182.0,541.0,594.0,748.0,689.0,657.0,754.0,727.0,818.0
57,755.0,620.0,800.0,801.0,710.0,886.0,752.0,527.0,647.0,1086.0,644.0,894.0,633.0,755.0,775.0,1993.0,541.0,510.0,793.0,829.0,949.0,659.0,748.0,1032.0
58,580.0,580.0,1045.0,872.0,873.0,745.0,853.0,635.0,493.0,1287.0,1028.0,1993.0,844.0,1318.0,1630.0,627.0,699.0,521.0,770.0,762.0,662.0,1037.0,1144.0,814.0
59,1078.0,924.0,938.0,908.0,1068.0,810.0,879.0,692.0,834.0,1136.0,808.0,5245.0,5252.0,1207.0,948.0,1804.0,1391.0,821.0,945.0,1358.0,790.0,695.0,773.0,944.0
60,773.0,629.0,897.0,941.0,871.0,791.0,827.0,748.0,586.0,1972.0,1586.0,2322.0,1550.0,1360.0,1277.0,1137.0,861.0,1947.0,628.0,902.0,711.0,747.0,975.0,881.0
61,902.0,772.0,1020.0,946.0,913.0,852.0,902.0,767.0,786.0,1626.0,1167.0,1232.0,1040.0,998.0,956.0,1495.0,1077.0,817.0,869.0,1029.0,889.0,903.0,792.0,757.0
62,1585.0,918.0,712.0,992.0,807.0,838.0,868.0,912.0,542.0,655.0,1692.0,942.0,863.0,837.0,905.0,1496.0,4337.0,788.0,722.0,731.0,940.0,797.0,935.0,687.0
63,548.0,706.0,668.0,987.0,814.0,655.0,593.0,453.0,445.0,723.0,981.0,681.0,666.0,616.0,458.0,1901.0,738.0,785.0,774.0,554.0,639.0,658.0,687.0,550.0
64,699.0,673.0,637.0,554.0,549.0,664.0,654.0,898.0,674.0,640.0,448.0,454.0,603.0,601.0,758.0,459.0,494.0,688.0,680.0,701.0,647.0,692.0,660.0,715.0
65,668.0,709.0,774.0,548.0,583.0,754.0,814.0,629.0,545.0,1302.0,1187.0,952.0,697.0,772.0,981.0,693.0,554.0,665.0,494.0,638.0,568.0,643.0,685.0,673.0
66,918.0,706.0,797.0,775.0,1205.0,831.0,751.0,678.0,760.0,766.0,653.0,755.0,716.0,608.0,568.0,1065.0,782.0,850.0,838.0,735.0,788.0,899.0,655.0,784.0
67,698.0,896.0,772.0,1008.0,948.0,755.0,775.0,657.0,692.0,1611.0,1202.0,1222.0,671.0,1386.0,1226.0,608.0,687.0,831.0,1048.0,808.0,844.0,728.0,762.0,944.0
68,754.0,938.0,944.0,701.0,588.0,736.0,574.0,818.0,634.0,1662.0,1185.0,868.0,1875.0,1421.0,2640.0,1203.0,819.0,836.0,559.0,921.0,626.0,672.0,677.0,769.0
69,873.0,857.0,1131.0,760.0,798.0,685.0,1108.0,713.0,586.0,669.0,1001.0,757.0,1090.0,1119.0,1039.0,1202.0,941.0,618.0,746.0,1081.0,810.0,623.0,647.0,1090.0
70,969.0,776.0,942.0,785.0,698.0,836.0,564.0,585.0,506.0,469.0,1072.0,584.0,684.0,607.0,889.0,629.0,761.0,752.0,743.0,1084.0,685.0,940.0,834.0,822.0
71,886.0,583.0,589.0,805.0,922.0,1185.0,923.0,914.0,819.0,650.0,517.0,1219.0,729.0,636.0,637.0,586.0,607.0,681.0,734.0,999.0,765.0,666.0,773.0,575.0
72,594.0,595.0,858.0,852.0,697.0,811.0,720.0,1016.0,777.0,1500.0,720.0,920.0,661.0,4914.0,1692.0,1083.0,831.0,607.0,663.0,764.0,824.0,891.0,1119.0,828.0
73,1060.0,767.0,608.0,791.0,579.0,711.0,596.0,1039.0,783.0,1557.0,2188.0,2075.0,1663.0,1430.0,1125.0,1749.0,725.0,1397.0,837.0,916.0,678.0,714.0,780.0,936.0
74,1034.0,849.0,1057.0,924.0,708.0,713.0,653.0,476.0,788.0,1506.0,2555.0,1140.0,924.0,1000.0,1094.0,1162.0,937.0,760.0,637.0,743.0,560.0,833.0,785.0,794.0
75,901.0,710.0,992.0,786.0,745.0,736.0,761.0,557.0,705.0,1639.0,1425.0,1371.0,1241.0,2714.0,2435.0,1322.0,774.0,686.0,769.0,867.0,628.0,677.0,645.0,843.0
76,913.0,977.0,804.0,799.0,1075.0,797.0,885.0,950.0,636.0,682.0,1994.0,966.0,1024.0,1990.0,1152.0,1484.0,816.0,838.0,729.0,805.0,734.0,769.0,819.0,879.0
77,796.0,1176.0,894.0,913.0,700.0,813.0,903.0,718.0,722.0,558.0,2804.0,1528.0,3879.0,1487.0,1935.0,1784.0,986.0,923.0,1120.0,1167.0,796.0,842.0,877.0,649.0
78,939.0,572.0,622.0,896.0,836.0,762.0,624.0,855.0,448.0,435.0,686.0,928.0,902.0,804.0,802.0,2124.0,582.0,741.0,863.0,897.0,763.0,642.0,748.0,581.0
79,912.0,1041.0,825.0,768.0,510.0,930.0,684.0,919.0,711.0,653.0,561.0,825.0,864.0,645.0,920.0,894.0,895.0,921.0,836.0,747.0,625.0,690.0,652.0,861.0
80,642.0,548.0,784.0,513.0,797.0,629.0,730.0,624.0,504.0,1321.0,4138.0,4208.0,1555.0,715.0,636.0,446.0,728.0,525.0,498.0,723.0,723.0,844.0,696.0,930.0
81,681.0,678.0,921.0,1008.0,989.0,692.0,534.0,587.0,435.0,655.0,1244.0,2099.0,1598.0,1685.0,1546.0,682.0,716.0,630.0,696.0,854.0,710.0,649.0,663.0,930.0
82,1042.0,979.0,1095.0,1092.0,978.0,958.0,950.0,854.0,882.0,1410.0,1816.0,2188.0,2365.0,2045.0,2114.0,1728.0,1111.0,930.0,950.0,1008.0,971.0,908.0,992.0,1000.0
83,1056.0,940.0,931.0,908.0,1069.0,944.0,884.0,856.0,841.0,1390.0,1994.0,2213.0,2039.0,1914.0,1960.0,1599.0,1094.0,963.0,939.0,918.0,911.0,839.0,862.0,994.0
84,1010.0,976.0,880.0,970.0,1110.0,1022.0,910.0,913.0,859.0,1189.0,2006.0,2173.0,1269.0,2635.0,1883.0,1635.0,1036.0,945.0,997.0,1004.0,960.0,974.0,867.0,1040.0
85,846.0,883.0,1035.0,960.0,1040.0,829.0,899.0,742.0,1585.0,989.0,745.0,837.0,595.0,815.0,528.0,2336.0,961.0,1011.0,693.0,624.0,673.0,995.0,1096.0,947.0
86,892.0,1185.0,723.0,865.0,640.0,1209.0,636.0,916.0,706.0,908.0,1733.0,938.0,1306.0,2956.0,1276.0,790.0,734.0,683.0,898.0,864.0,1627.0,1196.0,1041.0,675.0
87,897.0,903.0,1116.0,1050.0,957.0,985.0,1018.0,709.0,687.0,1863.0,4613.0,4477.0,4158.0,1742.0,2518.0,1665.0,1310.0,860.0,681.0,1196.0,690.0,1253.0,1050.0,826.0
88,1161.0,793.0,797.0,665.0,839.0,615.0,849.0,1156.0,1512.0,2012.0,3079.0,1518.0,1087.0,1315.0,1788.0,1275.0,937.0,953.0,976.0,941.0,2876.0,1150.0,808.0,1360.0
89,1033.0,781.0,658.0,709.0,770.0,701.0,774.0,538.0,703.0,1546.0,1287.0,763.0,2027.0,2948.0,2797.0,1309.0,889.0,818.0,692.0,1372.0,1260.0,548.0,862.0,1710.0
90,760.0,662.0,814.0,864.0,1499.0,1007.0,713.0,773.0,800.0,1380.0,2217.0,1999.0,1277.0,1947.0,874.0,890.0,843.0,706.0,709.0,903.0,577.0,685.0,617.0,692.0
91,990.0,1251.0,807.0,1900.0,1152.0,985.0,973.0,1020.0,1726.0,673.0,1575.0,1757.0,1258.0,1377.0,1948.0,991.0,749.0,1243.0,1094.0,725.0,1009.0,808.0,924.0,947.0
92,886.0,940.0,909.0,742.0,985.0,1411.0,874.0,738.0,729.0,816.0,868.0,968.0,775.0,790.0,919.0,1090.0,1013.0,825.0,536.0,769.0,1053.0,807.0,779.0,656.0
93,1262.0,874.0,848.0,943.0,970.0,1098.0,1127.0,1165.0,947.0,1334.0,1307.0,4006.0,2038.0,2066.0,1121.0,613.0,770.0,673.0,789.0,1311.0,811.0,915.0,803.0,861.0
94,828.0,841.0,894.0,1059.0,885.0,1281.0,1048.0,1003.0,854.0,743.0,2104.0,2865.0,2278.0,2258.0,1852.0,1969.0,1079.0,891.0,989.0,890.0,910.0,955.0,942.0,980.0
95,780.0,1414.0,1428.0,2365.0,1005.0,1887.0,1848.0,895.0,2179.0,2113.0,1851.0,2135.0,2262.0,1861.0,2165.0,1786.0,965.0,1029.0,912.0,931.0,944.0,939.0,906.0,984.0
96,1497.0,1408.0,1011.0,983.0,1088.0,1441.0,1235.0,998.0,662.0,1312.0,1342.0,3259.0,3309.0,1776.0,2489.0,3118.0,1346.0,859.0,920.0,1106.0,1414.0,940.0,754.0,867.0
97,1577.0,822.0,1014.0,811.0,1684.0,1204.0,663.0,638.0,594.0,865.0,1027.0,1132.0,700.0,634.0,1123.0,2336.0,1502.0,1147.0,1050.0,765.0,852.0,943.0,1214.0,1203.0
98,1428.0,973.0,916.0,810.0,1538.0,1690.0,908.0,716.0,914.0,1284.0,1899.0,1339.0,1596.0,4979.0,2572.0,1303.0,1654.0,1159.0,1605.0,1253.0,807.0,1003.0,1205.0,1408.0
99,736.0,1636.0,1367.0,859.0,749.0,993.0,1340.0,1416.0,624.0,915.0,765.0,1400.0,1408.0,761.0,784.0,1894.0,669.0,842.0,761.0,1402.0,1295.0,1180.0,967.0,775.0
100,1010.0,866.0,941.0,1401.0,1279.0,904.0,820.0,759.0,1122.0,1822.0,1372.0,1471.0,1298.0,1785.0,1244.0,676.0,1262.0,1124.0,775.0,920.0,710.0,1382.0,1245.0,1563.0
101,1500.0,1416.0,873.0,936.0,615.0,1261.0,1220.0,608.0,553.0,1561.0,6156.0,6232.0,6818.0,6772.0,4674.0,1805.0,1111.0,604.0,1101.0,1421.0,730.0,587.0,933.0,1239.0
102,971.0,1491.0,1456.0,1446.0,1135.0,878.0,737.0,1276.0,1320.0,759.0,1231.0,1144.0,1480.0,1598.0,3551.0,4975.0,1544.0,1705.0,647.0,1011.0,1460.0,1474.0,739.0,1056.0
103,955.0,1091.0,975.0,1130.0,1342.0,1740.0,814.0,814.0,783.0,1160.0,1193.0,989.0,1098.0,880.0,1489.0,2021.0,908.0,1274.0,1192.0,1144.0,933.0,1014.0,1646.0,1594.0
104,1482.0,1414.0,984.0,1012.0,959.0,1433.0,1436.0,961.0,752.0,1281.0,1493.0,2697.0,3831.0,958.0,3862.0,1396.0,719.0,969.0,979.0,1373.0,1558.0,822.0,756.0,1319.0
105,989.0,1145.0,1336.0,1253.0,615.0,1112.0,1165.0,1518.0,1488.0,833.0,1401.0,2778.0,2280.0,1747.0,789.0,1582.0,1597.0,941.0,1036.0,1042.0,1666.0,1259.0,767.0,1126.0
106,1094.0,1035.0,702.0,1448.0,1374.0,796.0,915.0,797.0,1400.0,1259.0,827.0,829.0,676.0,1387.0,1384.0,1769.0,1126.0,1216.0,1432.0,810.0,762.0,1277.0,1382.0,1749.0
107,1504.0,986.0,749.0,824.0,1503.0,1441.0,1178.0,702.0,970.0,1919.0,1715.0,2714.0,2427.0,2876.0,2296.0,908.0,924.0,937.0,1352.0,1403.0,811.0,814.0,666.0,1287.0
108,957.0,1115.0,1240.0,1388.0,1531.0,947.0,776.0,702.0,1066.0,1887.0,1144.0,4099.0,1650.0,3315.0,2471.0,1894.0,3363.0,1487.0,1253.0,750.0,1023.0,1267.0,1189.0,1463.0
109,1370.0,1320.0,931.0,937.0,1241.0,1653.0,1462.0,864.0,1142.0,868.0,1128.0,1336.0,745.0,793.0,926.0,2992.0,879.0,866.0,1401.0,1354.0,1030.0,898.0,760.0,1266.0
110,1067.0,1135.0,1369.0,1354.0,2195.0,726.0,1247.0,1298.0,1397.0,798.0,949.0,2995.0,2103.0,2134.0,1557.0,1331.0,1298.0,835.0,748.0,871.0,1290.0,1482.0,1077.0,987.0
111,738.0,616.0,1446.0,1392.0,699.0,950.0,814.0,1587.0,1218.0,1412.0,1560.0,1360.0,1292.0,1449.0,818.0,1524.0,1127.0,1241.0,811.0,632.0,983.0,1279.0,1083.0,769.0
112,978.0,847.0,1288.0,1387.0,676.0,668.0,876.0,1062.0,1194.0,1284.0,1174.0,2214.0,1942.0,875.0,978.0,869.0,1163.0,1073.0,881.0,506.0,622.0,1202.0,1147.0,888.0
113,613.0,1424.0,1130.0,773.0,753.0,842.0,1191.0,948.0,591.0,586.0,663.0,1026.0,1211.0,496.0,534.0,938.0,1317.0,1125.0,604.0,778.0,869.0,1202.0,1063.0,770.0
114,683.0,1382.0,1294.0,848.0,894.0,787.0,1112.0,1214.0,487.0,1230.0,1175.0,1916.0,1228.0,973.0,944.0,1159.0,1044.0,724.0,404.0,625.0,1155.0,1210.0,623.0,843.0
115,734.0,1129.0,1228.0,577.0,668.0,686.0,913.0,1177.0,371.0,1556.0,5224.0,6661.0,5881.0,6367.0,4371.0,1894.0,942.0,1191.0,712.0,587.0,1251.0,1045.0,742.0,747.0
116,935.0,801.0,1143.0,1358.0,659.0,778.0,1056.0,1203.0,1236.0,1380.0,950.0,1774.0,1435.0,2108.0,1388.0,4664.0,1167.0,599.0,791.0,650.0,979.0,1332.0,1431.0,862.0
117,1166.0,588.0,2836.0,3699.0,778.0,1090.0,1426.0,1248.0,1297.0,1410.0,1816.0,2188.0,2365.0,2123.0,1218.0,3216.0,1074.0,1067.0,1247.0,1105.0,948.0,850.0,465.0,1361.0
118,858.0,985.0,819.0,1341.0,1325.0,741.0,653.0,587.0,1157.0,2280.0,578.0,3403.0,1016.0,866.0,1323.0,748.0,644.0,1225.0,1303.0,668.0,674.0,762.0,1109.0,1166.0
119,1309.0,1236.0,719.0,607.0,706.0,1215.0,1147.0,1087.0,596.0,1302.0,1394.0,1213.0,1115.0,1325.0,409.0,1283.0,742.0,628.0,795.0,1283.0,1153.0,672.0,622.0,574.0
120,665.0,974.0,1337.0,1209.0,724.0,649.0,676.0,1148.0,947.0,1265.0,517.0,666.0,1063.0,1015.0,1355.0,1350.0,911.0,984.0,510.0,458.0,917.0,975.0,1182.0,647.0
121,1366.0,519.0,492.0,487.0,1077.0,1197.0,507.0,675.0,380.0,1002.0,5327.0,4398.0,4134.0,1088.0,4770.0,850.0,729.0,765.0,1028.0,1258.0,663.0,831.0,989.0,1154.0
122,1456.0,1380.0,1322.0,894.0,526.0,1048.0,1291.0,642.0,605.0,1342.0,1538.0,2467.0,1059.0,1049.0,711.0,4688.0,661.0,799.0,681.0,1399.0,1375.0,875.0,908.0,945.0
123,1475.0,721.0,710.0,1058.0,1342.0,1312.0,916.0,841.0,978.0,1883.0,1690.0,1483.0,1643.0,1989.0,1728.0,1193.0,1443.0,1063.0,672.0,622.0,1023.0,772.0,1395.0,705.0
124,824.0,702.0,993.0,1156.0,1267.0,642.0,793.0,496.0,1220.0,1010.0,1054.0,940.0,616.0,2907.0,1172.0,1733.0,596.0,1468.0,1147.0,734.0,704.0,1217.0,1377.0,801.0
125,1050.0,885.0,698.0,550.0,1325.0,1194.0,616.0,505.0,845.0,1011.0,660.0,818.0,5210.0,5523.0,5397.0,810.0,644.0,570.0,1258.0,1098.0,629.0,523.0,963.0,1239.0
126,1331.0,1374.0,982.0,875.0,1344.0,1356.0,1295.0,801.0,626.0,1737.0,2588.0,5013.0,4526.0,1271.0,1758.0,1926.0,601.0,609.0,1498.0,980.0,1038.0,904.0,702.0,1248.0
127,1051.0,1104.0,1452.0,589.0,583.0,849.0,1167.0,1092.0,779.0,483.0,769.0,1169.0,1102.0,485.0,539.0,1276.0,1165.0,638.0,849.0,1201.0,974.0,1031.0,678.0,759.0
128,767.0,717.0,1077.0,1167.0,1226.0,1368.0,1392.0,464.0,1248.0,1733.0,1527.0,3392.0,5743.0,1290.0,2335.0,495.0,1010.0,1222.0,628.0,546.0,604.0,1082.0,1308.0,753.0
