Time,Total (W),Phase_A (W),Phase_B (W),Phase_C (W)
3/4/2024 21:00,321 W,146 W,133 W,42 W
3/4/2024 22:00,325 W,146 W,134 W,45 W
3/4/2024 23:00,260 W,125 W,101 W,34 W
3/5/2024 0:00,263 W,128 W,100 W,35 W
3/5/2024 1:00,262 W,125 W,101 W,36 W
3/5/2024 2:00,262 W,124 W,101 W,37 W
3/5/2024 3:00,271 W,136 W,101 W,34 W
3/5/2024 4:00,270 W,134 W,101 W,35 W
3/5/2024 5:00,224 W,139 W,56 W,29 W
3/5/2024 6:00,226 W,143 W,57 W,26 W
3/5/2024 7:00,215 W,137 W,55 W,23 W
3/5/2024 8:00,752 W,153 W,136 W,463 W
3/5/2024 9:00,795 W,319 W,121 W,355 W
3/5/2024 10:00,"1,109 W",404 W,425 W,280 W
3/5/2024 11:00,"1,216 W",500 W,154 W,562 W
3/5/2024 12:00,"1,109 W",243 W,135 W,731 W
3/5/2024 13:00,"1,355 W",272 W,649 W,434 W
3/5/2024 14:00,"1,068 W",392 W,376 W,300 W
3/5/2024 15:00,809 W,333 W,452 W,24 W
3/5/2024 16:00,419 W,275 W,75 W,69 W
3/5/2024 17:00,330 W,204 W,75 W,51 W
3/5/2024 18:00,294 W,178 W,75 W,41 W
3/5/2024 19:00,295 W,127 W,116 W,52 W
3/5/2024 20:00,214 W,112 W,60 W,42 W
3/5/2024 21:00,223 W,120 W,61 W,42 W
3/5/2024 22:00,223 W,116 W,62 W,45 W
3/5/2024 23:00,224 W,115 W,62 W,47 W
3/6/2024 0:00,222 W,114 W,62 W,46 W
3/6/2024 1:00,224 W,115 W,63 W,46 W
3/6/2024 2:00,223 W,116 W,62 W,45 W
3/6/2024 3:00,237 W,128 W,63 W,46 W
3/6/2024 4:00,240 W,131 W,63 W,46 W
3/6/2024 5:00,237 W,131 W,62 W,44 W
3/6/2024 6:00,175 W,131 W,18 W,26 W
3/6/2024 7:00,159 W,123 W,15 W,21 W
3/6/2024 8:00,624 W,503 W,74 W,47 W
3/6/2024 9:00,651 W,503 W,130 W,18 W
3/6/2024 10:00,"2,103 W",234 W,887 W,982 W
3/6/2024 11:00,"1,621 W",548 W,137 W,936 W
3/6/2024 12:00,"1,833 W",228 W,907 W,698 W
3/6/2024 13:00,"1,259 W",264 W,353 W,642 W
3/6/2024 14:00,"1,644 W",225 W,897 W,522 W
3/6/2024 15:00,315 W,220 W,75 W,20 W
3/6/2024 16:00,695 W,594 W,67 W,34 W
3/6/2024 17:00,190 W,172 W,7 W,11 W
3/6/2024 18:00,153 W,155 W,6 W,-8 W
3/6/2024 19:00,197 W,140 W,50 W,7 W
3/6/2024 20:00,184 W,129 W,49 W,6 W
3/6/2024 21:00,195 W,136 W,51 W,8 W
3/6/2024 22:00,191 W,131 W,51 W,9 W
3/6/2024 23:00,192 W,130 W,51 W,11 W
3/7/2024 0:00,194 W,134 W,51 W,9 W
3/7/2024 1:00,198 W,137 W,51 W,10 W
3/7/2024 2:00,202 W,143 W,51 W,8 W
3/7/2024 3:00,199 W,139 W,52 W,8 W
3/7/2024 4:00,195 W,136 W,51 W,8 W
3/7/2024 5:00,147 W,143 W,7 W,-3 W
3/7/2024 6:00,147 W,146 W,7 W,-6 W
3/7/2024 7:00,174 W,147 W,25 W,2 W
3/7/2024 8:00,371 W,147 W,82 W,142 W
3/7/2024 9:00,"1,324 W","1,169 W",126 W,29 W
3/7/2024 10:00,"1,847 W",496 W,988 W,363 W
3/7/2024 11:00,"1,397 W",567 W,556 W,274 W
3/7/2024 12:00,623 W,316 W,201 W,106 W
3/7/2024 13:00,"1,680 W",500 W,595 W,585 W
3/7/2024 14:00,957 W,231 W,642 W,84 W
3/7/2024 15:00,445 W,262 W,142 W,41 W
3/7/2024 16:00,346 W,145 W,144 W,57 W
3/7/2024 17:00,307 W,131 W,143 W,33 W
3/7/2024 18:00,307 W,117 W,142 W,48 W
3/7/2024 19:00,699 W,399 W,236 W,64 W
3/7/2024 20:00,441 W,132 W,237 W,72 W
3/7/2024 21:00,293 W,105 W,130 W,58 W
3/7/2024 22:00,291 W,97 W,131 W,63 W
3/7/2024 23:00,297 W,101 W,131 W,65 W
3/8/2024 0:00,293 W,97 W,132 W,64 W
3/8/2024 1:00,302 W,103 W,132 W,67 W
3/8/2024 2:00,295 W,98 W,132 W,65 W
3/8/2024 3:00,297 W,103 W,132 W,62 W
3/8/2024 4:00,296 W,98 W,133 W,65 W
3/8/2024 5:00,243 W,112 W,87 W,44 W
3/8/2024 6:00,235 W,112 W,86 W,37 W
3/8/2024 7:00,451 W,122 W,105 W,224 W
3/8/2024 8:00,264 W,132 W,102 W,30 W
3/8/2024 9:00,905 W,392 W,136 W,377 W
3/8/2024 10:00,592 W,118 W,105 W,369 W
3/8/2024 11:00,172 W,110 W,44 W,18 W
3/8/2024 12:00,262 W,186 W,44 W,32 W
3/8/2024 13:00,192 W,112 W,44 W,36 W
3/8/2024 14:00,776 W,519 W,47 W,210 W
3/8/2024 15:00,209 W,122 W,45 W,42 W
3/8/2024 16:00,199 W,115 W,45 W,39 W
3/8/2024 17:00,522 W,437 W,46 W,39 W
3/8/2024 18:00,233 W,118 W,84 W,31 W
3/8/2024 19:00,288 W,127 W,120 W,41 W
3/8/2024 20:00,286 W,125 W,121 W,40 W
3/8/2024 21:00,268 W,103 W,120 W,45 W
3/8/2024 22:00,283 W,113 W,122 W,48 W
3/8/2024 23:00,292 W,118 W,122 W,52 W
3/9/2024 0:00,289 W,115 W,122 W,52 W
3/9/2024 1:00,293 W,119 W,122 W,52 W
3/9/2024 2:00,297 W,119 W,122 W,56 W
3/9/2024 3:00,296 W,122 W,122 W,52 W
3/9/2024 4:00,303 W,133 W,122 W,48 W
3/9/2024 5:00,243 W,132 W,78 W,33 W
3/9/2024 6:00,238 W,128 W,78 W,32 W
3/9/2024 7:00,236 W,136 W,77 W,23 W
3/9/2024 8:00,232 W,140 W,76 W,16 W
3/9/2024 9:00,229 W,135 W,76 W,18 W
3/9/2024 10:00,237 W,143 W,76 W,18 W
3/9/2024 11:00,230 W,135 W,76 W,19 W
3/9/2024 12:00,574 W,419 W,136 W,19 W
3/9/2024 13:00,250 W,133 W,83 W,34 W
3/9/2024 14:00,262 W,142 W,84 W,36 W
3/9/2024 15:00,229 W,120 W,84 W,25 W
3/9/2024 16:00,233 W,125 W,84 W,24 W
3/9/2024 17:00,250 W,140 W,84 W,26 W
3/9/2024 18:00,264 W,137 W,84 W,43 W
3/9/2024 19:00,358 W,121 W,178 W,59 W
3/9/2024 20:00,284 W,119 W,121 W,44 W
3/9/2024 21:00,243 W,113 W,71 W,59 W
3/9/2024 22:00,243 W,110 W,71 W,62 W
3/9/2024 23:00,242 W,104 W,71 W,67 W
3/10/2024 0:00,247 W,108 W,72 W,67 W
3/10/2024 1:00,247 W,114 W,71 W,62 W
3/10/2024 2:00,245 W,111 W,71 W,63 W
3/10/2024 3:00,243 W,111 W,71 W,61 W
3/10/2024 4:00,247 W,112 W,71 W,64 W
3/10/2024 5:00,242 W,110 W,71 W,61 W
3/10/2024 6:00,184 W,117 W,27 W,40 W
3/10/2024 7:00,503 W,424 W,46 W,33 W
3/10/2024 8:00,734 W,143 W,104 W,487 W
3/10/2024 9:00,389 W,200 W,84 W,105 W
3/10/2024 10:00,"1,811 W",706 W,394 W,711 W
3/10/2024 11:00,897 W,241 W,373 W,283 W
3/10/2024 12:00,515 W,229 W,125 W,161 W
3/10/2024 13:00,945 W,273 W,613 W,59 W
3/10/2024 14:00,"1,155 W",240 W,859 W,56 W
3/10/2024 15:00,"1,177 W",414 W,710 W,53 W
3/10/2024 16:00,396 W,162 W,159 W,75 W
3/10/2024 17:00,382 W,173 W,164 W,45 W
3/10/2024 18:00,370 W,145 W,162 W,63 W
3/10/2024 19:00,664 W,192 W,257 W,215 W
3/10/2024 20:00,290 W,116 W,148 W,26 W
3/10/2024 21:00,298 W,120 W,150 W,28 W
3/10/2024 22:00,290 W,109 W,152 W,29 W
3/10/2024 23:00,302 W,117 W,155 W,30 W
3/11/2024 0:00,305 W,120 W,155 W,30 W
3/11/2024 1:00,312 W,124 W,157 W,31 W
3/11/2024 2:00,315 W,126 W,157 W,32 W
3/11/2024 3:00,315 W,126 W,157 W,32 W
3/11/2024 4:00,315 W,130 W,155 W,30 W
3/11/2024 5:00,265 W,125 W,111 W,29 W
3/11/2024 6:00,269 W,135 W,108 W,26 W
3/11/2024 7:00,576 W,424 W,127 W,25 W
3/11/2024 8:00,261 W,119 W,120 W,22 W
3/11/2024 9:00,241 W,128 W,103 W,10 W
3/11/2024 10:00,385 W,274 W,100 W,11 W
3/11/2024 11:00,373 W,264 W,99 W,10 W
3/11/2024 12:00,227 W,119 W,100 W,8 W
3/11/2024 13:00,214 W,117 W,99 W,-2 W
3/11/2024 14:00,244 W,119 W,102 W,23 W
3/11/2024 15:00,237 W,122 W,102 W,13 W
3/11/2024 16:00,241 W,127 W,102 W,12 W
3/11/2024 17:00,281 W,136 W,120 W,25 W
3/11/2024 18:00,269 W,123 W,123 W,23 W
3/11/2024 19:00,445 W,133 W,257 W,55 W
3/11/2024 20:00,432 W,124 W,259 W,49 W
3/11/2024 21:00,359 W,124 W,204 W,31 W
3/11/2024 22:00,359 W,119 W,206 W,34 W
3/11/2024 23:00,366 W,122 W,209 W,35 W
3/12/2024 0:00,369 W,125 W,209 W,35 W
3/12/2024 1:00,362 W,124 W,206 W,32 W
3/12/2024 2:00,368 W,129 W,207 W,32 W
3/12/2024 3:00,369 W,125 W,209 W,35 W
3/12/2024 4:00,365 W,124 W,208 W,33 W
3/12/2024 5:00,363 W,127 W,205 W,31 W
3/12/2024 6:00,323 W,128 W,170 W,25 W
3/12/2024 7:00,226 W,123 W,105 W,-2 W
3/12/2024 8:00,927 W,423 W,183 W,321 W
3/12/2024 9:00,495 W,181 W,181 W,133 W
3/12/2024 10:00,"1,488 W",397 W,501 W,590 W
3/12/2024 11:00,"1,222 W",419 W,577 W,226 W
3/12/2024 12:00,837 W,223 W,440 W,174 W
3/12/2024 13:00,"1,188 W",576 W,533 W,79 W
3/12/2024 14:00,"1,094 W",525 W,545 W,24 W
3/12/2024 15:00,"1,267 W",332 W,584 W,351 W
3/12/2024 16:00,363 W,216 W,99 W,48 W
3/12/2024 17:00,557 W,192 W,341 W,24 W
3/12/2024 18:00,276 W,179 W,74 W,23 W
3/12/2024 19:00,234 W,150 W,59 W,25 W
3/12/2024 20:00,278 W,143 W,110 W,25 W
3/12/2024 21:00,262 W,128 W,110 W,24 W
3/12/2024 22:00,278 W,137 W,112 W,29 W
3/12/2024 23:00,274 W,132 W,112 W,30 W
3/13/2024 0:00,293 W,150 W,113 W,30 W
3/13/2024 1:00,286 W,145 W,112 W,29 W
3/13/2024 2:00,288 W,149 W,112 W,27 W
3/13/2024 3:00,290 W,148 W,113 W,29 W
3/13/2024 4:00,283 W,142 W,113 W,28 W
3/13/2024 5:00,288 W,150 W,112 W,26 W
3/13/2024 6:00,227 W,153 W,67 W,7 W
3/13/2024 7:00,489 W,437 W,35 W,17 W
3/13/2024 8:00,657 W,189 W,92 W,376 W
3/13/2024 9:00,913 W,649 W,133 W,131 W
3/13/2024 10:00,"1,365 W",351 W,736 W,278 W
3/13/2024 11:00,834 W,217 W,216 W,401 W
3/13/2024 12:00,434 W,265 W,91 W,78 W
3/13/2024 13:00,"1,667 W",287 W,904 W,476 W
3/13/2024 14:00,734 W,231 W,159 W,344 W
3/13/2024 15:00,489 W,187 W,268 W,34 W
3/13/2024 16:00,832 W,182 W,604 W,46 W
3/13/2024 17:00,525 W,412 W,78 W,35 W
3/13/2024 18:00,245 W,115 W,96 W,34 W
3/13/2024 19:00,344 W,92 W,206 W,46 W
3/13/2024 20:00,316 W,94 W,171 W,51 W
3/13/2024 21:00,179 W,83 W,63 W,33 W
3/13/2024 22:00,187 W,85 W,64 W,38 W
3/13/2024 23:00,184 W,83 W,64 W,37 W
3/14/2024 0:00,186 W,81 W,65 W,40 W
3/14/2024 1:00,182 W,80 W,64 W,38 W
3/14/2024 2:00,186 W,81 W,65 W,40 W
3/14/2024 3:00,185 W,79 W,65 W,41 W
3/14/2024 4:00,183 W,80 W,64 W,39 W
3/14/2024 5:00,125 W,85 W,20 W,20 W
3/14/2024 6:00,126 W,91 W,19 W,16 W
3/14/2024 7:00,165 W,102 W,37 W,26 W
3/14/2024 8:00,643 W,506 W,137 W,0 W
3/14/2024 9:00,354 W,223 W,134 W,-3 W
3/14/2024 10:00,"1,609 W",561 W,950 W,98 W
3/14/2024 11:00,"1,046 W",212 W,380 W,454 W
3/14/2024 12:00,607 W,239 W,254 W,114 W
3/14/2024 13:00,"1,119 W",301 W,507 W,311 W
3/14/2024 14:00,"1,208 W",512 W,493 W,203 W
3/14/2024 15:00,342 W,177 W,136 W,29 W
3/14/2024 16:00,277 W,95 W,136 W,46 W
3/14/2024 17:00,205 W,111 W,65 W,29 W
3/14/2024 18:00,110 W,76 W,25 W,9 W
3/14/2024 19:00,463 W,103 W,151 W,209 W
3/14/2024 20:00,168 W,82 W,52 W,34 W
3/14/2024 21:00,152 W,69 W,51 W,32 W
3/14/2024 22:00,161 W,76 W,52 W,33 W
3/14/2024 23:00,153 W,68 W,52 W,33 W
3/15/2024 0:00,157 W,71 W,52 W,34 W
3/15/2024 1:00,162 W,74 W,53 W,35 W
3/15/2024 2:00,153 W,65 W,52 W,36 W
3/15/2024 3:00,156 W,70 W,52 W,34 W
3/15/2024 4:00,152 W,69 W,51 W,32 W
3/15/2024 5:00,159 W,76 W,51 W,32 W
3/15/2024 6:00,112 W,94 W,7 W,11 W
3/15/2024 7:00,112 W,96 W,7 W,9 W
3/15/2024 8:00,113 W,78 W,25 W,10 W
3/15/2024 9:00,74 W,71 W,6 W,-3 W
3/15/2024 10:00,78 W,75 W,6 W,-3 W
3/15/2024 11:00,393 W,363 W,32 W,-2 W
3/15/2024 12:00,118 W,90 W,31 W,-3 W
3/15/2024 13:00,114 W,85 W,31 W,-2 W
3/15/2024 14:00,123 W,94 W,31 W,-2 W
3/15/2024 15:00,129 W,100 W,31 W,-2 W
3/15/2024 16:00,138 W,110 W,30 W,-2 W
3/15/2024 17:00,432 W,400 W,32 W,0 W
3/15/2024 18:00,538 W,502 W,34 W,2 W
3/15/2024 19:00,225 W,88 W,110 W,27 W
3/15/2024 20:00,146 W,80 W,50 W,16 W
3/15/2024 21:00,146 W,78 W,51 W,17 W
3/15/2024 22:00,143 W,77 W,51 W,15 W
3/15/2024 23:00,148 W,78 W,52 W,18 W
3/16/2024 0:00,142 W,74 W,51 W,17 W
3/16/2024 1:00,142 W,72 W,52 W,18 W
3/16/2024 2:00,140 W,71 W,52 W,17 W
3/16/2024 3:00,138 W,68 W,52 W,18 W
3/16/2024 4:00,140 W,70 W,52 W,18 W
3/16/2024 5:00,84 W,76 W,7 W,1 W
3/16/2024 6:00,90 W,84 W,7 W,-1 W
3/16/2024 7:00,89 W,82 W,7 W,0 W
3/16/2024 8:00,100 W,97 W,6 W,-3 W
3/16/2024 9:00,95 W,95 W,6 W,-6 W
3/16/2024 10:00,96 W,95 W,6 W,-5 W
3/16/2024 11:00,117 W,106 W,8 W,3 W
3/16/2024 12:00,122 W,98 W,24 W,0 W
3/16/2024 13:00,539 W,506 W,33 W,0 W
3/16/2024 14:00,152 W,120 W,32 W,0 W
3/16/2024 15:00,179 W,138 W,31 W,10 W
3/16/2024 16:00,156 W,107 W,32 W,17 W
3/16/2024 17:00,573 W,528 W,34 W,11 W
3/16/2024 18:00,138 W,97 W,31 W,10 W
3/16/2024 19:00,161 W,84 W,50 W,27 W
3/16/2024 20:00,161 W,81 W,51 W,29 W
3/16/2024 21:00,155 W,74 W,52 W,29 W
3/16/2024 22:00,151 W,68 W,52 W,31 W
3/16/2024 23:00,150 W,65 W,52 W,33 W
3/17/2024 0:00,156 W,71 W,52 W,33 W
3/17/2024 1:00,152 W,67 W,52 W,33 W
3/17/2024 2:00,162 W,78 W,52 W,32 W
3/17/2024 3:00,161 W,77 W,52 W,32 W
3/17/2024 4:00,162 W,79 W,52 W,31 W
3/17/2024 5:00,101 W,79 W,7 W,15 W
3/17/2024 6:00,111 W,93 W,7 W,11 W
3/17/2024 7:00,113 W,97 W,7 W,9 W
3/17/2024 8:00,501 W,100 W,67 W,334 W
3/17/2024 9:00,244 W,184 W,62 W,-2 W
3/17/2024 10:00,"1,755 W",860 W,634 W,261 W
3/17/2024 11:00,"1,418 W",286 W,477 W,655 W
3/17/2024 12:00,830 W,237 W,413 W,180 W
3/17/2024 13:00,763 W,291 W,174 W,298 W
3/17/2024 14:00,"1,158 W",328 W,485 W,345 W
3/17/2024 15:00,"1,188 W",347 W,178 W,663 W
3/17/2024 16:00,338 W,196 W,120 W,22 W
3/17/2024 17:00,279 W,179 W,64 W,36 W
3/17/2024 18:00,259 W,164 W,63 W,32 W
3/17/2024 19:00,274 W,136 W,107 W,31 W
3/17/2024 20:00,264 W,126 W,106 W,32 W
3/17/2024 21:00,274 W,130 W,108 W,36 W
3/17/2024 22:00,272 W,126 W,108 W,38 W
3/17/2024 23:00,273 W,124 W,108 W,41 W
3/18/2024 0:00,274 W,124 W,108 W,42 W
3/18/2024 1:00,278 W,125 W,109 W,44 W
3/18/2024 2:00,283 W,129 W,110 W,44 W
3/18/2024 3:00,281 W,130 W,109 W,42 W
3/18/2024 4:00,282 W,134 W,109 W,39 W
3/18/2024 5:00,283 W,136 W,109 W,38 W
3/18/2024 6:00,251 W,134 W,98 W,19 W
3/18/2024 7:00,541 W,424 W,100 W,17 W
3/18/2024 8:00,753 W,154 W,157 W,442 W
3/18/2024 9:00,476 W,250 W,121 W,105 W
3/18/2024 10:00,"1,492 W",241 W,896 W,355 W
3/18/2024 11:00,"1,041 W",293 W,679 W,69 W
3/18/2024 12:00,499 W,257 W,96 W,146 W
3/18/2024 13:00,"1,224 W",491 W,675 W,58 W
3/18/2024 14:00,"1,076 W",569 W,243 W,264 W
3/18/2024 15:00,709 W,474 W,77 W,158 W
3/18/2024 16:00,358 W,230 W,75 W,53 W
3/18/2024 17:00,344 W,218 W,72 W,54 W
3/18/2024 18:00,359 W,273 W,31 W,55 W
3/18/2024 19:00,609 W,480 W,75 W,54 W
3/18/2024 20:00,275 W,192 W,50 W,33 W
3/18/2024 21:00,277 W,192 W,50 W,35 W
3/18/2024 22:00,283 W,198 W,50 W,35 W
3/18/2024 23:00,276 W,189 W,50 W,37 W
3/19/2024 0:00,287 W,197 W,50 W,40 W
3/19/2024 1:00,281 W,190 W,50 W,41 W
3/19/2024 2:00,294 W,188 W,51 W,55 W
3/19/2024 3:00,290 W,185 W,50 W,55 W
3/19/2024 4:00,298 W,195 W,51 W,52 W
3/19/2024 5:00,298 W,195 W,50 W,53 W
3/19/2024 6:00,227 W,187 W,6 W,34 W
3/19/2024 7:00,210 W,177 W,5 W,28 W
3/19/2024 8:00,353 W,194 W,143 W,16 W
3/19/2024 9:00,410 W,250 W,141 W,19 W
3/19/2024 10:00,"2,006 W",216 W,"1,150 W",640 W
3/19/2024 11:00,"1,213 W",243 W,681 W,289 W
3/19/2024 12:00,"1,538 W",499 W,421 W,618 W
3/19/2024 13:00,932 W,288 W,184 W,460 W
3/19/2024 14:00,"1,496 W",290 W,"1,065 W",141 W
3/19/2024 15:00,"2,458 W",647 W,"1,356 W",455 W
3/19/2024 16:00,537 W,158 W,325 W,54 W
3/19/2024 17:00,595 W,482 W,66 W,47 W
3/19/2024 18:00,231 W,134 W,65 W,32 W
3/19/2024 19:00,287 W,115 W,126 W,46 W
3/19/2024 20:00,220 W,102 W,67 W,51 W
3/19/2024 21:00,221 W,106 W,67 W,48 W
3/19/2024 22:00,224 W,106 W,68 W,50 W
3/19/2024 23:00,225 W,105 W,67 W,53 W
3/20/2024 0:00,228 W,108 W,68 W,52 W
3/20/2024 1:00,229 W,107 W,68 W,54 W
3/20/2024 2:00,229 W,105 W,68 W,56 W
3/20/2024 3:00,231 W,110 W,69 W,52 W
3/20/2024 4:00,232 W,113 W,68 W,51 W
3/20/2024 5:00,208 W,116 W,58 W,34 W
3/20/2024 6:00,206 W,120 W,57 W,29 W
3/20/2024 7:00,211 W,127 W,57 W,27 W
3/20/2024 8:00,471 W,143 W,174 W,154 W
3/20/2024 9:00,424 W,166 W,124 W,134 W
3/20/2024 10:00,"2,246 W",624 W,"1,012 W",610 W
3/20/2024 11:00,"1,638 W",970 W,472 W,196 W
3/20/2024 12:00,"1,119 W",254 W,176 W,689 W
3/20/2024 13:00,"2,040 W",539 W,684 W,817 W
3/20/2024 14:00,"1,280 W",249 W,198 W,833 W
3/20/2024 15:00,"1,517 W",549 W,521 W,447 W
3/20/2024 16:00,609 W,512 W,67 W,30 W
3/20/2024 17:00,886 W,785 W,68 W,33 W
3/20/2024 18:00,657 W,495 W,111 W,51 W
3/20/2024 19:00,181 W,85 W,50 W,46 W
3/20/2024 20:00,188 W,86 W,50 W,52 W
3/20/2024 21:00,181 W,82 W,50 W,49 W
3/20/2024 22:00,188 W,85 W,51 W,52 W
3/20/2024 23:00,190 W,85 W,51 W,54 W
3/21/2024 0:00,191 W,85 W,51 W,55 W
3/21/2024 1:00,194 W,88 W,51 W,55 W
3/21/2024 2:00,198 W,89 W,52 W,57 W
3/21/2024 3:00,196 W,88 W,51 W,57 W
3/21/2024 4:00,196 W,89 W,51 W,56 W
3/21/2024 5:00,196 W,90 W,51 W,55 W
3/21/2024 6:00,137 W,94 W,7 W,36 W
3/21/2024 7:00,115 W,80 W,5 W,30 W
3/21/2024 8:00,281 W,104 W,121 W,56 W
3/21/2024 9:00,966 W,478 W,125 W,363 W
3/21/2024 10:00,773 W,483 W,139 W,151 W
3/21/2024 11:00,"1,269 W",499 W,613 W,157 W
3/21/2024 12:00,935 W,506 W,367 W,62 W
3/21/2024 13:00,"1,282 W",338 W,926 W,18 W
3/21/2024 14:00,752 W,180 W,547 W,25 W
3/21/2024 15:00,"1,760 W",629 W,644 W,487 W
3/21/2024 16:00,729 W,542 W,168 W,19 W
3/21/2024 17:00,860 W,771 W,68 W,21 W
3/21/2024 18:00,583 W,495 W,67 W,21 W
3/21/2024 19:00,194 W,109 W,50 W,35 W
3/21/2024 20:00,203 W,116 W,50 W,37 W
3/21/2024 21:00,200 W,112 W,50 W,38 W
3/21/2024 22:00,204 W,112 W,51 W,41 W
3/21/2024 23:00,213 W,120 W,51 W,42 W
3/22/2024 0:00,212 W,121 W,51 W,40 W
3/22/2024 1:00,223 W,129 W,52 W,42 W
3/22/2024 2:00,226 W,132 W,52 W,42 W
3/22/2024 3:00,225 W,129 W,52 W,44 W
3/22/2024 4:00,226 W,133 W,52 W,41 W
3/22/2024 5:00,218 W,128 W,51 W,39 W
3/22/2024 6:00,169 W,140 W,7 W,22 W
3/22/2024 7:00,156 W,129 W,7 W,20 W
3/22/2024 8:00,250 W,126 W,122 W,2 W
3/22/2024 9:00,634 W,165 W,124 W,345 W
3/22/2024 10:00,"1,542 W",651 W,370 W,521 W
3/22/2024 11:00,"1,413 W",698 W,695 W,20 W
3/22/2024 12:00,"1,022 W",504 W,465 W,53 W
3/22/2024 13:00,999 W,231 W,613 W,155 W
3/22/2024 14:00,732 W,238 W,384 W,110 W
3/22/2024 15:00,469 W,228 W,122 W,119 W
3/22/2024 16:00,337 W,220 W,121 W,-4 W
3/22/2024 17:00,244 W,164 W,64 W,16 W
3/22/2024 18:00,330 W,162 W,160 W,8 W
3/22/2024 19:00,707 W,535 W,160 W,12 W
3/22/2024 20:00,200 W,139 W,50 W,11 W
3/22/2024 21:00,203 W,141 W,50 W,12 W
3/22/2024 22:00,214 W,148 W,51 W,15 W
3/22/2024 23:00,205 W,139 W,51 W,15 W
3/23/2024 0:00,208 W,144 W,51 W,13 W
3/23/2024 1:00,204 W,137 W,51 W,16 W
3/23/2024 2:00,207 W,140 W,51 W,16 W
3/23/2024 3:00,221 W,145 W,51 W,25 W
3/23/2024 4:00,206 W,139 W,51 W,16 W
3/23/2024 5:00,200 W,133 W,51 W,16 W
3/23/2024 6:00,152 W,150 W,7 W,-5 W
3/23/2024 7:00,142 W,141 W,6 W,-5 W
3/23/2024 8:00,213 W,196 W,6 W,11 W
3/23/2024 9:00,597 W,539 W,65 W,-7 W
3/23/2024 10:00,600 W,540 W,65 W,-5 W
3/23/2024 19:00,236 W,170 W,52 W,14 W
3/23/2024 20:00,247 W,183 W,51 W,13 W
3/23/2024 21:00,210 W,149 W,51 W,10 W
3/23/2024 22:00,127 W,67 W,49 W,11 W
3/23/2024 23:00,188 W,123 W,51 W,14 W
3/24/2024 0:00,184 W,120 W,50 W,14 W
3/24/2024 1:00,188 W,122 W,51 W,15 W
3/24/2024 2:00,189 W,123 W,51 W,15 W
3/24/2024 3:00,189 W,122 W,51 W,16 W
3/24/2024 4:00,191 W,125 W,51 W,15 W
3/24/2024 5:00,128 W,120 W,7 W,1 W
3/24/2024 6:00,131 W,127 W,7 W,-3 W
3/24/2024 7:00,148 W,126 W,25 W,-3 W
3/24/2024 8:00,206 W,130 W,24 W,52 W
3/24/2024 9:00,143 W,126 W,24 W,-7 W
3/24/2024 10:00,145 W,129 W,24 W,-8 W
3/24/2024 11:00,139 W,119 W,24 W,-4 W
3/24/2024 12:00,141 W,121 W,24 W,-4 W
3/24/2024 13:00,"1,580 W","1,496 W",69 W,15 W
3/24/2024 14:00,639 W,560 W,66 W,13 W
3/24/2024 15:00,260 W,189 W,63 W,8 W
3/24/2024 16:00,224 W,161 W,63 W,0 W
3/24/2024 17:00,236 W,183 W,64 W,-11 W
3/24/2024 18:00,268 W,160 W,108 W,0 W
3/24/2024 19:00,289 W,131 W,157 W,1 W
3/24/2024 20:00,209 W,120 W,101 W,-12 W
3/24/2024 21:00,191 W,103 W,101 W,-13 W
3/24/2024 22:00,200 W,111 W,102 W,-13 W
3/24/2024 23:00,208 W,115 W,102 W,-9 W
3/25/2024 0:00,197 W,109 W,102 W,-14 W
3/25/2024 1:00,205 W,113 W,102 W,-10 W
3/25/2024 2:00,204 W,113 W,102 W,-11 W
3/25/2024 3:00,202 W,111 W,102 W,-11 W
3/25/2024 4:00,203 W,111 W,102 W,-10 W
3/25/2024 5:00,206 W,114 W,102 W,-10 W
3/25/2024 6:00,140 W,113 W,57 W,-30 W
3/25/2024 7:00,155 W,127 W,57 W,-29 W
3/25/2024 8:00,708 W,117 W,125 W,466 W
3/25/2024 9:00,988 W,450 W,127 W,411 W
3/25/2024 10:00,"1,413 W",459 W,695 W,259 W
3/25/2024 11:00,"1,126 W",236 W,745 W,145 W
3/25/2024 12:00,"1,983 W",818 W,"1,138 W",27 W
3/25/2024 13:00,857 W,192 W,538 W,127 W
3/25/2024 14:00,903 W,628 W,164 W,111 W
3/25/2024 15:00,393 W,219 W,149 W,25 W
3/25/2024 16:00,303 W,176 W,99 W,28 W
3/25/2024 17:00,537 W,454 W,66 W,17 W
3/25/2024 18:00,365 W,129 W,66 W,170 W
3/25/2024 19:00,201 W,137 W,64 W,0 W
3/25/2024 20:00,229 W,112 W,100 W,17 W
3/25/2024 21:00,223 W,106 W,101 W,16 W
3/25/2024 22:00,234 W,114 W,102 W,18 W
3/25/2024 23:00,233 W,112 W,103 W,18 W
3/26/2024 0:00,236 W,113 W,103 W,20 W
3/26/2024 1:00,227 W,105 W,103 W,19 W
3/26/2024 2:00,235 W,113 W,103 W,19 W
3/26/2024 3:00,232 W,111 W,103 W,18 W
3/26/2024 4:00,261 W,139 W,102 W,20 W
3/26/2024 5:00,255 W,134 W,102 W,19 W
3/26/2024 6:00,185 W,126 W,58 W,1 W
3/26/2024 7:00,159 W,134 W,25 W,0 W
3/26/2024 8:00,653 W,144 W,124 W,385 W
